District,State,Flood_Threshold_Daily_mm,Flood_Threshold_3Day_mm,Flood_Threshold_Weekly_mm,Flood_Threshold_Annual_mm,Waterlogging_Threshold_mm,Extreme_Flood_Threshold_mm,Historical_Max_Daily_Rainfall_mm,Base_Flood_Risk,IMD_Category_At_Threshold,Return_Period_Years,Alert_Level_1_mm,Alert_Level_2_mm,Alert_Level_3_mm,Emergency_Level_mm
37,0,0.916590284142988,0.916530278232406,0.9166836422896724,0.916590284142988,0.9160305343511448,0.9164969450101832,0.7325952735788801,1,0,0.0816326530612244,0.9174311926605506,0.916870415647922,0.916590284142988,0.916870415647922
44,0,0.5105407882676444,0.5106382978723405,0.5106946424933796,0.5105407882676444,0.5099236641221374,0.5106924643584523,0.574622099212263,2,2,0.0816326530612244,0.5119266055045871,0.511002444987775,0.5105407882676444,0.511002444987775
47,0,0.4848762603116407,0.4847790507364977,0.4850275005092687,0.4848762603116407,0.483969465648855,0.4847250509164969,0.2674047264211198,2,2,1.0,0.4862385321100918,0.4853300733496333,0.4848762603116407,0.4853300733496333
13,1,0.229147571035747,0.2291325695581015,0.229170910572418,0.229147571035747,0.2290076335877862,0.2291242362525458,0.1760698318075366,0,2,0.0816326530612244,0.2293577981651376,0.2286063569682152,0.229147571035747,0.2292176039119804
41,1,0.2566452795600367,0.2566284779050736,0.2566714198411081,0.2566452795600367,0.2564885496183205,0.2566191446028513,0.321694698743879,0,2,0.0306122448979591,0.2568807339449541,0.2567237163814181,0.2566452795600367,0.2567237163814181
29,1,0.2016498625114573,0.2016366612111292,0.2016704013037278,0.2016498625114573,0.2015267175572519,0.2016293279022403,0.0832446242282307,0,2,0.2346938775510204,0.2018348623853211,0.2017114914425428,0.2016498625114573,0.2017114914425428
42,1,0.8900091659028413,0.8900163666121113,0.8899979629252395,0.8900091659028413,0.8900763358778626,0.890020366598778,0.4645518416010218,1,0,0.0,0.889908256880734,0.8899755501222495,0.8900091659028413,0.8899755501222495
28,1,0.2703941338221814,0.2703764320785597,0.2705235282134855,0.2703941338221814,0.2702290076335878,0.2703665987780041,0.1275282094954226,0,2,0.4897959183673469,0.2715596330275229,0.2701711491442543,0.2703941338221814,0.2701711491442543
36,1,0.4124656278643446,0.4124386252045827,0.4125076390303524,0.4124656278643446,0.4122137404580153,0.4124236252545825,0.4362358952522886,2,2,0.2346938775510204,0.4128440366972478,0.4119804400977996,0.4124656278643446,0.4125916870415648
18,1,0.9477543538038498,0.9476268412438626,0.947850886127521,0.9477543538038498,0.9465648854961832,0.9475560081466397,0.6955503512880561,1,0,1.0,0.9486238532110092,0.9486552567237164,0.9477543538038498,0.9480440097799512
14,1,0.529789184234647,0.5296235679214403,0.5298431452434305,0.529789184234647,0.5297709923664122,0.5295315682281059,0.3119012135405578,2,2,0.0816326530612244,0.5302752293577981,0.5293398533007334,0.529789184234647,0.5299511002444988
40,1,0.461044912923923,0.4608837970540099,0.4609900183336728,0.461044912923923,0.4610687022900763,0.4607942973523422,0.273365978284011,2,2,0.0306122448979591,0.4605504587155964,0.4608801955990221,0.461044912923923,0.4608801955990221
19,1,0.9477543538038498,0.9476268412438626,0.947850886127521,0.9477543538038498,0.9465648854961832,0.9475560081466397,0.7621886310410899,1,0,0.0306122448979591,0.9486238532110092,0.9486552567237164,0.9477543538038498,0.9480440097799512
38,1,0.6755270394133823,0.6756137479541735,0.6754939906294561,0.6755270394133823,0.6748091603053435,0.6756619144602851,0.2337662337662338,1,0,0.2346938775510204,0.6770642201834863,0.6760391198044011,0.6755270394133823,0.6760391198044011
16,1,0.4867094408799266,0.4867430441898526,0.4866571603177836,0.4867094408799266,0.4870229007633587,0.4867617107942973,0.1839472003406429,2,2,0.2346938775510204,0.4862385321100918,0.4865525672371638,0.4867094408799266,0.4865525672371638
30,1,0.7791017415215398,0.7790507364975452,0.7791810959462213,0.7791017415215398,0.7786259541984734,0.7790224032586557,0.3021077283372365,1,0,0.4897959183673469,0.779816513761468,0.7787286063569683,0.7791017415215398,0.7793398533007336
6,1,0.9697525206232817,0.969558101472995,0.9698512935424732,0.9697525206232817,0.969465648854962,0.9694501018329936,0.4236746859697679,1,0,0.2346938775510204,0.9706422018348624,0.9706601466992666,0.9697525206232817,0.9700488997555012
20,1,0.3208065994500458,0.3207855973813421,0.3208392748013852,0.3208065994500458,0.3206106870229007,0.3207739307535641,0.2597402597402597,2,2,0.0816326530612244,0.3211009174311926,0.3215158924205378,0.3208065994500458,0.3209046454767726
32,1,0.2997250229147571,0.299836333878887,0.299857404766755,0.2997250229147571,0.299236641221374,0.29989816700611,0.080051096444539,2,2,0.0306122448979591,0.3009174311926605,0.2995110024449878,0.2997250229147571,0.300122249388753
46,1,0.3923006416131989,0.3921440261865794,0.3923405988999797,0.3923006416131989,0.3923664122137404,0.3920570264765784,0.4892484564615711,2,2,0.0816326530612244,0.3926605504587156,0.3924205378973105,0.3923006416131989,0.3924205378973105
54,1,0.5655362053162236,0.565630114566285,0.56569566103076,0.5655362053162236,0.564885496183206,0.5656822810590632,0.4656163508622524,2,2,0.2346938775510204,0.5669724770642203,0.5660146699266504,0.5655362053162236,0.5660146699266504
26,1,0.5499541704857929,0.5499181669394435,0.5500101853738033,0.5499541704857929,0.5496183206106869,0.54989816700611,0.6218863104109007,2,2,0.2346938775510204,0.5504587155963304,0.5501222493887532,0.5499541704857929,0.5501222493887532
31,1,0.995417048579285,0.9954173486088382,0.995518435526584,0.995417048579285,0.9954198473282442,0.9954175152749491,0.7311049606131572,1,0,0.4897959183673469,0.9963302752293578,0.9951100244498778,0.995417048579285,0.9957212713936432
51,1,0.5939505041246562,0.5937806873977087,0.5940110002037076,0.5939505041246562,0.5938931297709925,0.5936863543788187,0.2086438152011921,2,2,0.0816326530612244,0.5944954128440366,0.5941320293398533,0.5939505041246562,0.5941320293398533
10,1,0.3024747937671861,0.3024549918166939,0.3025056019555918,0.3024747937671861,0.3022900763358778,0.3024439918533605,0.0796252927400468,2,2,0.0816326530612244,0.3027522935779817,0.301955990220049,0.3024747937671861,0.3025672371638142
33,1,0.4995417048579285,0.4995090016366613,0.499490731309839,0.4995417048579285,0.499236641221374,0.4994908350305498,0.4362358952522886,2,2,0.0306122448979591,0.4990825688073395,0.5,0.4995417048579285,0.5
48,1,0.3547204399633364,0.3548281505728314,0.3548584233041352,0.3547204399633364,0.3541984732824428,0.354887983706721,0.2929529486906536,2,2,1.0,0.3559633027522936,0.3545232273838631,0.3547204399633364,0.3551344743276284
43,1,0.230980751604033,0.2310965630114566,0.2310042778569973,0.230980751604033,0.2305343511450381,0.2311608961303462,0.1462635724930806,0,2,0.0816326530612244,0.2311926605504587,0.2310513447432763,0.230980751604033,0.2310513447432763
15,1,0.6526122823098075,0.6527004909983634,0.6526787533102465,0.6526122823098075,0.651908396946565,0.6527494908350304,0.3474558228656588,1,0,0.0816326530612244,0.6532110091743121,0.6528117359413204,0.6526122823098075,0.6528117359413204
52,1,0.3666361136571953,0.3666121112929624,0.3666734569158688,0.3666361136571953,0.3664122137404579,0.3665987780040733,0.1571215669576325,2,2,0.2346938775510204,0.3669724770642202,0.3667481662591687,0.3666361136571953,0.3667481662591687
12,1,0.7470210815765352,0.7469721767594109,0.7471990222041149,0.7470210815765352,0.7465648854961832,0.7469450101832993,0.5833510751543538,1,0,0.0,0.7486238532110091,0.7469437652811737,0.7470210815765352,0.7469437652811737
25,1,0.5884509624197984,0.5885433715220951,0.5885108983499694,0.5884509624197984,0.5877862595419846,0.5885947046843176,0.4826484990419415,2,2,0.0,0.5889908256880735,0.5892420537897312,0.5884509624197984,0.588630806845966
35,1,0.8762603116406966,0.8762684124386253,0.8763495620289268,0.8762603116406966,0.8763358778625955,0.8762729124236253,0.3915265062806045,1,0,0.4897959183673469,0.8770642201834863,0.8765281173594133,0.8762603116406966,0.8765281173594133
0,1,0.458295142071494,0.458265139116203,0.458341821144836,0.458295142071494,0.4580152671755725,0.4582484725050916,0.2248243559718969,2,2,1.0,0.4587155963302752,0.4584352078239609,0.458295142071494,0.4584352078239609
23,1,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9546519054715774,1,0,0.0306122448979591,1.0,1.0,1.0,1.0
27,1,0.9697525206232817,0.969558101472995,0.9698512935424732,0.9697525206232817,0.969465648854962,0.9694501018329936,1.0,1,0,1.0,0.9706422018348624,0.9706601466992666,0.9697525206232817,0.9700488997555012
4,1,0.2456461961503208,0.2454991816693943,0.2456712161336321,0.2456461961503208,0.2458015267175572,0.2454175152749491,0.2188631041090057,0,2,1.0,0.2458715596330275,0.245721271393643,0.2456461961503208,0.245721271393643
