District,State,Flood_Threshold_Daily_mm,Flood_Threshold_3Day_mm,Flood_Threshold_Weekly_mm,Flood_Threshold_Annual_mm,Waterlogging_Threshold_mm,Extreme_Flood_Threshold_mm,Historical_Max_Daily_Rainfall_mm,Base_Flood_Risk,IMD_Category_At_Threshold,Return_Period_Years,Alert_Level_1_mm,Alert_Level_2_mm,Alert_Level_3_mm,Emergency_Level_mm
Sangareddy,Telangana,0.8900091659028413,0.8900163666121113,0.8899979629252395,0.8900091659028413,0.8900763358778626,0.890020366598778,0.46455184160102186,Low,Extremely Heavy,0.0,0.889908256880734,0.8899755501222495,0.8900091659028413,0.8899755501222495
Medak,Telangana,0.27039413382218147,0.2703764320785597,0.2705235282134855,0.27039413382218147,0.2702290076335878,0.2703665987780041,0.1275282094954226,High,Very Heavy,0.4897959183673469,0.27155963302752295,0.2701711491442543,0.27039413382218147,0.2701711491442543
Nizamabad,Telangana,0.4124656278643446,0.4124386252045827,0.4125076390303524,0.4124656278643446,0.4122137404580153,0.4124236252545825,0.4362358952522886,Medium,Very Heavy,0.23469387755102042,0.4128440366972478,0.4119804400977996,0.4124656278643446,0.41259168704156485
Kamareddy,Telangana,0.9477543538038498,0.9476268412438626,0.947850886127521,0.9477543538038498,0.9465648854961831,0.9475560081466397,0.6955503512880561,Low,Extremely Heavy,1.0,0.9486238532110093,0.9486552567237165,0.9477543538038498,0.9480440097799512
Jagtial,Telangana,0.529789184234647,0.5296235679214403,0.5298431452434305,0.529789184234647,0.5297709923664122,0.5295315682281059,0.31190121354055783,Medium,Very Heavy,0.08163265306122448,0.5302752293577981,0.5293398533007334,0.529789184234647,0.5299511002444988
Rajanna Sircilla,Telangana,0.461044912923923,0.4608837970540099,0.46099001833367287,0.461044912923923,0.46106870229007635,0.4607942973523422,0.27336597828401105,Medium,Very Heavy,0.03061224489795918,0.4605504587155964,0.4608801955990221,0.461044912923923,0.4608801955990221
Karimnagar,Telangana,0.9477543538038498,0.9476268412438626,0.947850886127521,0.9477543538038498,0.9465648854961831,0.9475560081466397,0.7621886310410899,Low,Extremely Heavy,0.03061224489795918,0.9486238532110093,0.9486552567237165,0.9477543538038498,0.9480440097799512
Peddapalli,Telangana,0.6755270394133823,0.6756137479541735,0.6754939906294561,0.6755270394133823,0.6748091603053435,0.6756619144602851,0.2337662337662338,Low,Extremely Heavy,0.23469387755102042,0.6770642201834863,0.6760391198044011,0.6755270394133823,0.6760391198044011
Jayashankar Bhupalpally,Telangana,0.4867094408799266,0.48674304418985265,0.48665716031778367,0.4867094408799266,0.48702290076335875,0.48676171079429736,0.18394720034064294,Medium,Very Heavy,0.23469387755102042,0.4862385321100918,0.48655256723716384,0.4867094408799266,0.48655256723716384
Mulugu,Telangana,0.7791017415215398,0.7790507364975452,0.7791810959462213,0.7791017415215398,0.7786259541984734,0.7790224032586557,0.3021077283372365,Low,Extremely Heavy,0.4897959183673469,0.779816513761468,0.7787286063569683,0.7791017415215398,0.7793398533007336
Bhadradri Kothagudem,Telangana,0.9697525206232815,0.969558101472995,0.9698512935424732,0.9697525206232815,0.9694656488549619,0.9694501018329937,0.42367468596976793,Low,Extremely Heavy,0.23469387755102042,0.9706422018348625,0.9706601466992666,0.9697525206232815,0.9700488997555012
Khammam,Telangana,0.32080659945004586,0.3207855973813421,0.32083927480138524,0.32080659945004586,0.32061068702290074,0.32077393075356414,0.25974025974025977,Medium,Very Heavy,0.08163265306122448,0.3211009174311926,0.32151589242053785,0.32080659945004586,0.3209046454767726
Nalgonda,Telangana,0.2997250229147571,0.29983633387888703,0.299857404766755,0.2997250229147571,0.29923664122137406,0.29989816700611,0.08005109644453906,Medium,Very Heavy,0.03061224489795918,0.30091743119266057,0.2995110024449878,0.2997250229147571,0.30012224938875304
Suryapet,Telangana,0.3923006416131989,0.39214402618657945,0.3923405988999797,0.3923006416131989,0.39236641221374047,0.3920570264765784,0.48924845646157117,Medium,Very Heavy,0.08163265306122448,0.3926605504587156,0.3924205378973105,0.3923006416131989,0.3924205378973105
Yadadri Bhuvanagiri,Telangana,0.5655362053162236,0.565630114566285,0.56569566103076,0.5655362053162236,0.564885496183206,0.5656822810590632,0.46561635086225245,Medium,Very Heavy,0.23469387755102042,0.5669724770642203,0.5660146699266504,0.5655362053162236,0.5660146699266504
Mahabubnagar,Telangana,0.5499541704857929,0.5499181669394435,0.5500101853738033,0.5499541704857929,0.5496183206106869,0.54989816700611,0.6218863104109007,Medium,Very Heavy,0.23469387755102042,0.5504587155963304,0.5501222493887532,0.5499541704857929,0.5501222493887532
Nagarkurnool,Telangana,0.995417048579285,0.9954173486088382,0.995518435526584,0.995417048579285,0.9954198473282442,0.9954175152749491,0.7311049606131572,Low,Extremely Heavy,0.4897959183673469,0.9963302752293578,0.9951100244498778,0.995417048579285,0.9957212713936432
Wanaparthy,Telangana,0.5939505041246562,0.5937806873977087,0.5940110002037076,0.5939505041246562,0.5938931297709925,0.5936863543788187,0.20864381520119218,Medium,Very Heavy,0.08163265306122448,0.5944954128440366,0.5941320293398533,0.5939505041246562,0.5941320293398533
Gadwal,Telangana,0.3024747937671861,0.30245499181669394,0.3025056019555918,0.3024747937671861,0.3022900763358778,0.3024439918533605,0.07962529274004682,Medium,Very Heavy,0.08163265306122448,0.3027522935779817,0.301955990220049,0.3024747937671861,0.30256723716381423
Narayanpet,Telangana,0.4995417048579285,0.4995090016366613,0.49949073130983906,0.4995417048579285,0.499236641221374,0.49949083503054986,0.4362358952522886,Medium,Very Heavy,0.03061224489795918,0.4990825688073395,0.5,0.4995417048579285,0.5
Vikarabad,Telangana,0.35472043996333646,0.3548281505728314,0.35485842330413525,0.35472043996333646,0.3541984732824428,0.354887983706721,0.29295294869065364,Medium,Very Heavy,1.0,0.3559633027522936,0.35452322738386316,0.35472043996333646,0.3551344743276284
Siddipet,Telangana,0.23098075160403309,0.2310965630114566,0.23100427785699734,0.23098075160403309,0.23053435114503817,0.23116089613034624,0.14626357249308064,High,Very Heavy,0.08163265306122448,0.23119266055045873,0.23105134474327632,0.23098075160403309,0.23105134474327632
Jangaon,Telangana,0.6526122823098075,0.6527004909983634,0.6526787533102465,0.6526122823098075,0.651908396946565,0.6527494908350304,0.34745582286565885,Low,Extremely Heavy,0.08163265306122448,0.6532110091743121,0.6528117359413204,0.6526122823098075,0.6528117359413204
Warangal,Telangana,0.3666361136571953,0.3666121112929624,0.3666734569158688,0.3666361136571953,0.36641221374045796,0.3665987780040733,0.15712156695763252,Medium,Very Heavy,0.23469387755102042,0.3669724770642202,0.3667481662591687,0.3666361136571953,0.3667481662591687
Hanamkonda,Telangana,0.7470210815765352,0.7469721767594109,0.7471990222041149,0.7470210815765352,0.7465648854961832,0.7469450101832993,0.5833510751543538,Low,Extremely Heavy,0.0,0.7486238532110091,0.7469437652811737,0.7470210815765352,0.7469437652811737
Mahabubabad,Telangana,0.5884509624197984,0.5885433715220951,0.5885108983499694,0.5884509624197984,0.5877862595419846,0.5885947046843176,0.48264849904194157,Medium,Very Heavy,0.0,0.5889908256880735,0.5892420537897312,0.5884509624197984,0.588630806845966
Nirmal,Telangana,0.8762603116406966,0.8762684124386253,0.8763495620289268,0.8762603116406966,0.8763358778625955,0.8762729124236253,0.39152650628060454,Low,Extremely Heavy,0.4897959183673469,0.8770642201834863,0.8765281173594133,0.8762603116406966,0.8765281173594133
Adilabad,Telangana,0.458295142071494,0.458265139116203,0.45834182114483607,0.458295142071494,0.4580152671755725,0.45824847250509165,0.22482435597189693,Medium,Very Heavy,1.0,0.45871559633027525,0.4584352078239609,0.458295142071494,0.4584352078239609
Kumuram Bheem,Telangana,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9546519054715774,Low,Extremely Heavy,0.03061224489795918,1.0,1.0,1.0,1.0
Mancherial,Telangana,0.9697525206232815,0.969558101472995,0.9698512935424732,0.9697525206232815,0.9694656488549619,0.9694501018329937,1.0,Low,Extremely Heavy,1.0,0.9706422018348625,0.9706601466992666,0.9697525206232815,0.9700488997555012
Asifabad,Telangana,0.2456461961503208,0.24549918166939438,0.24567121613363213,0.2456461961503208,0.24580152671755728,0.2454175152749491,0.21886310410900572,High,Very Heavy,1.0,0.24587155963302754,0.24572127139364303,0.2456461961503208,0.24572127139364303
