Date,District,State,Year_Type,Daily_Rainfall_mm,Cumulative_Monthly_mm,Rainfall_Category,Flood_Alert,Waterlogging_Risk
2020-04-03,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-04,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-05,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-06,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-07,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-08,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0013840414008906004,No Rain,0.0,Low
2020-04-09,Visakhapatnam,Andhra Pradesh,normal,0.021660649819494587,0.0057166927428090025,Light,0.0,Low
2020-04-10,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0057166927428090025,No Rain,0.0,Low
2020-04-11,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0057166927428090025,No Rain,0.0,Low
2020-04-12,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0057166927428090025,No Rain,0.0,Low
2020-04-13,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0057166927428090025,No Rain,0.0,Low
2020-04-14,Visakhapatnam,Andhra Pradesh,normal,0.00421179302045728,0.006559152725959803,Light,0.0,Low
2020-04-15,Visakhapatnam,Andhra Pradesh,normal,0.0,0.006559152725959803,No Rain,0.0,Low
2020-04-16,Visakhapatnam,Andhra Pradesh,normal,0.049338146811070994,0.016427969671440605,Moderate,0.0,Medium
2020-04-17,Visakhapatnam,Andhra Pradesh,normal,0.0,0.016427969671440605,No Rain,0.0,Low
2020-04-18,Visakhapatnam,Andhra Pradesh,normal,0.0,0.016427969671440605,No Rain,0.0,Low
2020-04-19,Visakhapatnam,Andhra Pradesh,normal,0.0,0.016427969671440605,No Rain,0.0,Low
2020-04-20,Visakhapatnam,Andhra Pradesh,normal,0.03309265944645006,0.023047298110482606,Moderate,0.0,Low
2020-04-21,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-22,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-23,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-24,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-25,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-26,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-27,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-28,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-29,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-04-30,Visakhapatnam,Andhra Pradesh,normal,0.0,0.023047298110482606,No Rain,0.0,Low
2020-05-01,Visakhapatnam,Andhra Pradesh,normal,0.05054151624548737,0.010109519797809604,Moderate,0.0,Medium
2020-05-02,Visakhapatnam,Andhra Pradesh,normal,0.0006016847172081829,0.010229871223974004,Light,0.0,Low
2020-05-03,Visakhapatnam,Andhra Pradesh,normal,0.0033092659446450064,0.010891804067878205,Light,0.0,Low
2020-05-04,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-05,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-06,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-07,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-08,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-09,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-10,Visakhapatnam,Andhra Pradesh,normal,0.0,0.010891804067878205,No Rain,0.0,Low
2020-05-11,Visakhapatnam,Andhra Pradesh,normal,0.011131167268351385,0.013118305451919606,Light,0.0,Low
2020-05-12,Visakhapatnam,Andhra Pradesh,normal,0.0,0.013118305451919606,No Rain,0.0,Low
2020-05-13,Visakhapatnam,Andhra Pradesh,normal,0.04723225030084236,0.02256589240582501,Moderate,0.0,Medium
2020-05-14,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-15,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-16,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-17,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-18,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-19,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-20,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-21,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02256589240582501,No Rain,0.0,Low
2020-05-22,Visakhapatnam,Andhra Pradesh,normal,0.036101083032490974,0.02978697797568901,Moderate,0.0,Low
2020-05-23,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02978697797568901,No Rain,0.0,Low
2020-05-24,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02978697797568901,No Rain,0.0,Low
2020-05-25,Visakhapatnam,Andhra Pradesh,normal,0.0,0.02978697797568901,No Rain,0.0,Low
2020-05-26,Visakhapatnam,Andhra Pradesh,normal,0.017148014440433214,0.03321699362137442,Light,0.0,Low
2020-05-27,Visakhapatnam,Andhra Pradesh,normal,0.0,0.03321699362137442,No Rain,0.0,Low
2020-05-28,Visakhapatnam,Andhra Pradesh,normal,0.0,0.03321699362137442,No Rain,0.0,Low
2020-05-29,Visakhapatnam,Andhra Pradesh,normal,0.0,0.03321699362137442,No Rain,0.0,Low
2020-05-30,Visakhapatnam,Andhra Pradesh,normal,0.012033694344163659,0.03562402214466241,Light,0.0,Low
2020-05-31,Visakhapatnam,Andhra Pradesh,normal,0.0,0.03562402214466241,No Rain,0.0,Low
2020-06-01,Visakhapatnam,Andhra Pradesh,normal,0.11913357400722023,0.02382958238055121,Heavy,0.0,High
2020-06-02,Visakhapatnam,Andhra Pradesh,normal,0.09446450060168472,0.04272475628836202,Moderate,0.0,Medium
2020-06-03,Visakhapatnam,Andhra Pradesh,normal,0.02286401925391095,0.047298110482609214,Moderate,0.0,Low
2020-06-04,Visakhapatnam,Andhra Pradesh,normal,0.023465703971119134,0.051991816103020824,Moderate,0.0,Low
2020-06-05,Visakhapatnam,Andhra Pradesh,normal,0.09506618531889291,0.07100734143699602,Moderate,0.0,Medium
2020-06-06,Visakhapatnam,Andhra Pradesh,normal,0.09506618531889291,0.09002286677097122,Moderate,0.0,Medium
2020-06-07,Visakhapatnam,Andhra Pradesh,normal,0.0,0.09002286677097122,No Rain,0.0,Low
2020-06-08,Visakhapatnam,Andhra Pradesh,normal,0.17749699157641396,0.12552653748946924,Heavy,0.0,High
2020-06-09,Visakhapatnam,Andhra Pradesh,normal,0.0,0.12552653748946924,No Rain,0.0,Low
2020-06-10,Visakhapatnam,Andhra Pradesh,normal,0.02707581227436823,0.13094235166686724,Moderate,0.0,Low
2020-06-11,Visakhapatnam,Andhra Pradesh,normal,0.0634777376654633,0.14363942712721145,Moderate,0.0,Medium
2020-06-12,Visakhapatnam,Andhra Pradesh,normal,0.08393501805054152,0.16042845107714526,Moderate,0.0,Medium
2020-06-13,Visakhapatnam,Andhra Pradesh,normal,0.04903730445246691,0.17023709230954384,Moderate,0.0,Medium
2020-06-14,Visakhapatnam,Andhra Pradesh,normal,0.01022864019253911,0.17228306655433867,Light,0.0,Low
2020-06-15,Visakhapatnam,Andhra Pradesh,normal,0.17779783393501805,0.20784691298591887,Heavy,0.0,High
2020-06-16,Visakhapatnam,Andhra Pradesh,normal,0.17478941034897716,0.2428090022866771,Heavy,0.0,High
2020-06-17,Visakhapatnam,Andhra Pradesh,normal,0.030986762936221424,0.2490071007341437,Moderate,0.0,Low
2020-06-18,Visakhapatnam,Andhra Pradesh,normal,0.09657039711191337,0.2683235046335299,Moderate,0.0,Medium
2020-06-19,Visakhapatnam,Andhra Pradesh,normal,0.09055354993983153,0.2864363942712721,Moderate,0.0,Medium
2020-06-20,Visakhapatnam,Andhra Pradesh,normal,0.021058965102286404,0.2906486941870261,Light,0.0,Low
2020-06-21,Visakhapatnam,Andhra Pradesh,normal,0.04843561973525873,0.3003369839932603,Moderate,0.0,Medium
2020-06-22,Visakhapatnam,Andhra Pradesh,normal,0.11732851985559567,0.3238055120953183,Heavy,0.0,High
2020-06-23,Visakhapatnam,Andhra Pradesh,normal,0.0,0.3238055120953183,No Rain,0.0,Low
2020-06-24,Visakhapatnam,Andhra Pradesh,normal,0.027376654632972324,0.32928150198579853,Moderate,0.0,Low
2020-06-25,Visakhapatnam,Andhra Pradesh,normal,0.05475330926594465,0.34023348176675894,Moderate,0.0,Medium
2020-06-26,Visakhapatnam,Andhra Pradesh,normal,0.0,0.34023348176675894,No Rain,0.0,Low
2020-06-27,Visakhapatnam,Andhra Pradesh,normal,0.02677496991576414,0.3455891202310747,Moderate,0.0,Low
2020-06-28,Visakhapatnam,Andhra Pradesh,normal,0.30806257521058966,0.4072090504272476,Very Heavy,0.3333333333333333,High
2020-06-29,Visakhapatnam,Andhra Pradesh,normal,0.095367027677497,0.42628475147430495,Moderate,0.0,Medium
2020-06-30,Visakhapatnam,Andhra Pradesh,normal,0.0743080625752106,0.44114815260560836,Moderate,0.0,Medium
2020-07-01,Visakhapatnam,Andhra Pradesh,normal,0.012334536702767749,0.0024672042363702005,Light,0.0,Low
2020-07-02,Visakhapatnam,Andhra Pradesh,normal,0.09025270758122744,0.020519918161030208,Moderate,0.0,Medium
2020-07-03,Visakhapatnam,Andhra Pradesh,normal,0.11612515042117931,0.04374774341075942,Heavy,0.0,High
2020-07-04,Visakhapatnam,Andhra Pradesh,normal,0.04542719614921781,0.05283427608617162,Moderate,0.0,Medium
2020-07-05,Visakhapatnam,Andhra Pradesh,normal,0.06438026474127558,0.06571187868576242,Moderate,0.0,Medium
2020-07-06,Visakhapatnam,Andhra Pradesh,normal,0.0,0.06571187868576242,No Rain,0.0,Low
2020-07-07,Visakhapatnam,Andhra Pradesh,normal,0.07791817087845969,0.08129738837405223,Moderate,0.0,Medium
2020-07-08,Visakhapatnam,Andhra Pradesh,normal,0.02226233453670277,0.08575039114213504,Light,0.0,Low
2020-07-09,Visakhapatnam,Andhra Pradesh,normal,0.0033092659446450064,0.08641232398603924,Light,0.0,Low
2020-07-10,Visakhapatnam,Andhra Pradesh,normal,0.10529482551143202,0.10747382356480924,Moderate,0.0,Medium
2020-07-11,Visakhapatnam,Andhra Pradesh,normal,0.07220216606498195,0.12191599470453725,Moderate,0.0,Medium
2020-07-12,Visakhapatnam,Andhra Pradesh,normal,0.12755716004813478,0.14743049705139005,Heavy,0.0,High
2020-07-13,Visakhapatnam,Andhra Pradesh,normal,0.029482551143200964,0.15332771693344566,Moderate,0.0,Low
2020-07-14,Visakhapatnam,Andhra Pradesh,normal,0.08874849578820698,0.17107955229269467,Moderate,0.0,Medium
2020-07-15,Visakhapatnam,Andhra Pradesh,normal,0.0351985559566787,0.17812011072331208,Moderate,0.0,Low
2020-07-16,Visakhapatnam,Andhra Pradesh,normal,0.04693140794223827,0.18750752196413528,Moderate,0.0,Medium
2020-07-17,Visakhapatnam,Andhra Pradesh,normal,0.23886883273164863,0.2352870381514021,Very Heavy,0.3333333333333333,High
2020-07-18,Visakhapatnam,Andhra Pradesh,normal,0.027677496991576414,0.2408232037549645,Moderate,0.0,Low
2020-07-19,Visakhapatnam,Andhra Pradesh,normal,0.02256317689530686,0.2453363822361295,Moderate,0.0,Low
2020-07-20,Visakhapatnam,Andhra Pradesh,normal,0.16004813477737667,0.2773498615958599,Heavy,0.0,High
2020-07-21,Visakhapatnam,Andhra Pradesh,normal,0.043922984356197355,0.2861355157058611,Moderate,0.0,Low
2020-07-22,Visakhapatnam,Andhra Pradesh,normal,0.06979542719614922,0.3000962811409315,Moderate,0.0,Medium
2020-07-23,Visakhapatnam,Andhra Pradesh,normal,0.0,0.3000962811409315,No Rain,0.0,Low
2020-07-24,Visakhapatnam,Andhra Pradesh,normal,0.05144404332129965,0.31038632807798766,Moderate,0.0,Medium
2020-07-25,Visakhapatnam,Andhra Pradesh,normal,0.00030084235860409147,0.3104465037910699,Light,0.0,Low
2020-07-26,Visakhapatnam,Andhra Pradesh,normal,0.20998796630565583,0.35244915152244555,Very Heavy,0.3333333333333333,High
2020-07-27,Visakhapatnam,Andhra Pradesh,normal,0.006317689530685921,0.3537128414971717,Light,0.0,Low
2020-07-28,Visakhapatnam,Andhra Pradesh,normal,0.19524669073405537,0.3927668792875196,Very Heavy,0.3333333333333333,High
2020-07-29,Visakhapatnam,Andhra Pradesh,normal,0.017448856799037304,0.3962570706462871,Light,0.0,Low
2020-07-30,Visakhapatnam,Andhra Pradesh,normal,0.12184115523465705,0.42062823444457814,Heavy,0.0,High
2020-07-31,Visakhapatnam,Andhra Pradesh,normal,0.0773164861612515,0.4360933927067036,Moderate,0.0,Medium
2020-08-01,Visakhapatnam,Andhra Pradesh,normal,0.06949458483754513,0.013900589721988207,Moderate,0.0,Medium
2020-08-02,Visakhapatnam,Andhra Pradesh,normal,0.03850782190132371,0.02160308099650981,Moderate,0.0,Low
2020-08-03,Visakhapatnam,Andhra Pradesh,normal,0.15282791817087846,0.052172343242267424,Heavy,0.0,High
2020-08-04,Visakhapatnam,Andhra Pradesh,normal,0.08904933814681108,0.06998435431459862,Moderate,0.0,Medium
2020-08-05,Visakhapatnam,Andhra Pradesh,normal,0.011432009626955475,0.07227103141172223,Light,0.0,Low
2020-08-06,Visakhapatnam,Andhra Pradesh,normal,0.027376654632972324,0.07774702130220242,Moderate,0.0,Low
2020-08-07,Visakhapatnam,Andhra Pradesh,normal,0.009927797833935019,0.07973281983391503,Light,0.0,Low
2020-08-08,Visakhapatnam,Andhra Pradesh,normal,0.06558363417569193,0.09285112528583464,Moderate,0.0,Medium
2020-08-09,Visakhapatnam,Andhra Pradesh,normal,0.042418772563176894,0.10133590083042485,Moderate,0.0,Low
2020-08-10,Visakhapatnam,Andhra Pradesh,normal,0.14259927797833935,0.12985918883138767,Heavy,0.0,High
2020-08-11,Visakhapatnam,Andhra Pradesh,normal,0.008724428399518652,0.13160428451077144,Light,0.0,Low
2020-08-12,Visakhapatnam,Andhra Pradesh,normal,0.049338146811070994,0.14147310145625225,Moderate,0.0,Medium
2020-08-13,Visakhapatnam,Andhra Pradesh,normal,0.0,0.14147310145625225,No Rain,0.0,Low
2020-08-14,Visakhapatnam,Andhra Pradesh,normal,0.0,0.14147310145625225,No Rain,0.0,Low
2020-08-15,Visakhapatnam,Andhra Pradesh,normal,0.0030084235860409147,0.14207485858707425,Light,0.0,Low
2020-08-16,Visakhapatnam,Andhra Pradesh,normal,0.0033092659446450064,0.14273679143097845,Light,0.0,Low
2020-08-17,Visakhapatnam,Andhra Pradesh,normal,0.033393501805054154,0.14941629558310265,Moderate,0.0,Low
2020-08-18,Visakhapatnam,Andhra Pradesh,normal,0.010830324909747294,0.15158262125406186,Light,0.0,Low
2020-08-19,Visakhapatnam,Andhra Pradesh,normal,0.04121540312876053,0.15982669394632326,Moderate,0.0,Low
2020-08-20,Visakhapatnam,Andhra Pradesh,normal,0.1654632972322503,0.19292333614153329,Heavy,0.0,High
2020-08-21,Visakhapatnam,Andhra Pradesh,normal,0.03910950661853189,0.2007461788422193,Moderate,0.0,Low
2020-08-22,Visakhapatnam,Andhra Pradesh,normal,0.05174488567990373,0.2110964014923577,Moderate,0.0,Medium
2020-08-23,Visakhapatnam,Andhra Pradesh,normal,0.0,0.2110964014923577,No Rain,0.0,Low
2020-08-24,Visakhapatnam,Andhra Pradesh,normal,0.0,0.2110964014923577,No Rain,0.0,Low
2020-08-25,Visakhapatnam,Andhra Pradesh,normal,0.01895306859205776,0.2148874714165363,Light,0.0,Low
2020-08-26,Visakhapatnam,Andhra Pradesh,normal,0.10439229843561974,0.2357684438560597,Moderate,0.0,Medium
2020-08-27,Visakhapatnam,Andhra Pradesh,normal,0.02918170878459687,0.2416054880250331,Moderate,0.0,Low
2020-08-28,Visakhapatnam,Andhra Pradesh,normal,0.08303249097472924,0.25821398483572033,Moderate,0.0,Medium
2020-08-29,Visakhapatnam,Andhra Pradesh,normal,0.031889290012033694,0.2645926104224335,Moderate,0.0,Low
2020-08-30,Visakhapatnam,Andhra Pradesh,normal,0.006317689530685921,0.2658563003971597,Light,0.0,Low
2020-08-31,Visakhapatnam,Andhra Pradesh,normal,0.2075812274368231,0.3073775424238777,Very Heavy,0.3333333333333333,High
2020-09-01,Visakhapatnam,Andhra Pradesh,normal,0.015342960288808664,0.003068961367192201,Light,0.0,Low
2020-09-02,Visakhapatnam,Andhra Pradesh,normal,0.024969915764139594,0.008063545553014802,Moderate,0.0,Low
2020-09-03,Visakhapatnam,Andhra Pradesh,normal,0.0036101083032490976,0.008785654110001203,Light,0.0,Low
2020-09-04,Visakhapatnam,Andhra Pradesh,normal,0.01684717208182912,0.012155494042604404,Light,0.0,Low
