District,State,Year,Month,Month_Number,Scenario,Data_Type,Rainfall_mm,Normal_Rainfall_mm,Departure_mm,Departure_Percent,Rainfall_Category,Flood_Probability_Percent
22,0,2025,5,0.5454545454545454,0,1,0.3661925780611411,0.6734397677793905,0.4039589442815249,0.3243360905528951,3,0.0
22,0,2025,1,0.6363636363636364,0,1,0.3218898152689227,0.5907111756168361,0.406524926686217,0.3243360905528951,3,0.0
22,0,2025,11,0.7272727272727273,0,1,0.2187346738597352,0.397677793904209,0.4127565982404692,0.3243360905528951,3,0.0
22,0,2025,10,0.8181818181818182,0,1,0.3856465587706392,0.2597968069666183,0.686950146627566,0.999129299085764,2,1.0
22,0,2025,9,0.9090909090909092,0,1,0.1137812653261402,0.0667634252539913,0.5040322580645161,0.9982585981715282,2,1.0
22,0,2025,2,1.0,0,1,0.0120974333823769,0.011611030478955,0.4248533724340176,0.3230300391815411,3,0.0
11,0,2025,4,0.0,5,0,0.0109530815759359,0.0101596516690856,0.4244868035190616,0.3121462777535916,3,0.0
11,0,2025,3,0.0909090909090909,5,0,0.0104626450874611,0.0101596516690856,0.4239369501466276,0.2977797126686983,3,0.0
11,0,2025,7,0.1818181818181818,5,1,0.0102991662579695,0.0101596516690856,0.4237536656891496,0.2929908576404005,3,0.0
11,0,2025,0,0.2727272727272727,5,1,0.0248487820827202,0.0362844702467343,0.4235703812316715,0.3169351327818894,3,0.0
11,0,2025,8,0.3636363636363636,5,1,0.0523132254373058,0.0885341074020319,0.4213709677419355,0.3169351327818894,3,0.0
11,0,2025,6,0.4545454545454545,5,1,0.2394964852051659,0.3759071117561683,0.4497800586510264,0.3883326077492381,3,0.078
11,0,2025,5,0.5454545454545454,5,1,0.40019617459539,0.6371552975326561,0.4649926686217008,0.3874619068350022,3,0.076
11,0,2025,1,0.6363636363636364,5,1,0.3472290338401178,0.5587808417997098,0.4550953079178885,0.3813670004353504,3,0.065
11,0,2025,11,0.7272727272727273,5,1,0.22543730586889,0.3759071117561683,0.4340175953079179,0.3604701784936874,3,0.027
11,0,2025,10,0.8181818181818182,5,1,0.13961092038581,0.2452830188679245,0.4202712609970674,0.3317370483239008,3,0.0
11,0,2025,9,0.9090909090909092,5,1,0.0426679744973026,0.0624092888243831,0.4270527859237537,0.3574227252938615,3,0.021
11,0,2025,2,1.0,5,1,0.0109530815759359,0.0101596516690856,0.4244868035190616,0.3121462777535916,3,0.0
39,0,2025,4,0.0,3,0,0.0091548144515285,0.0087082728592162,0.4233870967741935,0.2794949934697431,3,0.0
39,0,2025,3,0.0909090909090909,3,0,0.0091548144515285,0.0087082728592162,0.4233870967741935,0.2794949934697431,3,0.0
39,0,2025,7,0.1818181818181818,3,1,0.0091548144515285,0.0087082728592162,0.4233870967741935,0.2794949934697431,3,0.0
39,0,2025,0,0.2727272727272727,3,1,0.0209252901749223,0.0333817126269956,0.4210043988269795,0.2794949934697431,3,0.0
39,0,2025,8,0.3636363636363636,3,1,0.0752002615661271,0.0827285921625544,0.4506964809384164,0.520243796255986,1,0.32
39,0,2025,6,0.4545454545454545,3,1,0.2891940493706065,0.3541364296081277,0.5192448680351907,0.520243796255986,1,0.32
39,0,2025,5,0.5454545454545454,3,1,0.2926271047899297,0.6008708272859217,0.3673020527859237,0.2808010448410971,3,0.0
39,0,2025,1,0.6363636363636364,3,1,0.2571521987902567,0.5268505079825835,0.374266862170088,0.2808010448410971,3,0.0
39,0,2025,11,0.7272727272727273,3,1,0.1745953898970083,0.3541364296081277,0.3907624633431085,0.2808010448410971,3,0.0
39,0,2025,10,0.8181818181818182,3,1,0.115416053621056,0.2307692307692307,0.4023093841642229,0.2803656943839791,3,0.0
39,0,2025,9,0.9090909090909092,3,1,0.0328592447278077,0.058055152394775,0.4188049853372434,0.2812363952982151,3,0.0
39,0,2025,2,1.0,3,1,0.0091548144515285,0.0087082728592162,0.4233870967741935,0.2794949934697431,3,0.0
34,0,2025,4,0.0,1,0,0.0150400523132254,0.0124818577648766,0.4276026392961877,0.390509360034828,3,0.0819999999999999
34,0,2025,3,0.0909090909090909,1,0,0.0150400523132254,0.0124818577648766,0.4276026392961877,0.390509360034828,3,0.0819999999999999
34,0,2025,7,0.1818181818181818,1,1,0.0150400523132254,0.0124818577648766,0.4276026392961877,0.390509360034828,3,0.0819999999999999
34,0,2025,0,0.2727272727272727,1,1,0.0326957658983161,0.0409288824383164,0.4294354838709677,0.390509360034828,3,0.0819999999999999
34,0,2025,8,0.3636363636363636,1,1,0.067843714239006,0.0978229317851959,0.4329178885630498,0.3892033086634741,3,0.08
34,0,2025,6,0.4545454545454545,1,1,0.0694785025339218,0.4107402031930334,0.2371700879765396,0.0413582934262081,0,0.0
34,0,2025,5,0.5454545454545454,1,1,0.1175412784044466,0.6952104499274311,0.1114369501466275,0.0413582934262081,0,0.0
34,0,2025,1,0.6363636363636364,1,1,0.3851561222821645,0.6098693759071118,0.4653592375366569,0.3896386591205921,3,0.08
34,0,2025,11,0.7272727272727273,1,1,0.2617296060160209,0.4107402031930334,0.4527126099706745,0.3896386591205921,3,0.08
34,0,2025,10,0.8181818181818182,1,1,0.1736145169200588,0.2685050798258345,0.4437316715542522,0.3896386591205921,3,0.08
34,0,2025,9,0.9090909090909092,1,1,0.0501880006539153,0.0693759071117561,0.4310850439882698,0.3892033086634741,3,0.079
34,0,2025,2,1.0,1,1,0.0150400523132254,0.0124818577648766,0.4276026392961877,0.390509360034828,3,0.0819999999999999
24,0,2025,4,0.0,4,0,0.0168383194376328,0.0014513788098693,0.4365835777126099,0.7740531127557684,2,0.787
24,0,2025,3,0.0909090909090909,4,0,0.0156939676311917,0.0014513788098693,0.4353005865102639,0.7235524597300828,2,0.693
24,0,2025,7,0.1818181818181818,4,1,0.0148765734837338,0.0014513788098693,0.4343841642228739,0.6869830213321724,2,0.627
24,0,2025,0,0.2727272727272727,4,1,0.0376001307830636,0.0188679245283018,0.4488636363636363,0.8032215933826731,2,0.84
24,0,2025,8,0.3636363636363636,4,1,0.0804315841098577,0.0537010159651669,0.4748900293255132,0.8323900740095778,2,0.893
24,0,2025,6,0.4545454545454545,4,1,0.2473434690207618,0.2452830188679245,0.5410557184750733,0.6504135829342621,1,0.559
24,0,2025,5,0.5454545454545454,4,1,0.4714729442537192,0.4194484760522496,0.6823680351906158,0.7522855898998694,2,0.747
24,0,2025,1,0.6363636363636364,4,1,0.3575282000980874,0.3671988388969521,0.5876099706744868,0.6373530692207228,1,0.535
24,0,2025,11,0.7272727272727273,4,1,0.3179663233611248,0.2452830188679245,0.6202346041055719,0.8593818023508926,2,0.943
24,0,2025,10,0.8181818181818182,4,1,0.1360143861369952,0.1582002902757619,0.4712243401759531,0.5259033521985198,1,0.331
24,0,2025,9,0.9090909090909092,4,1,0.0500245218244237,0.0362844702467343,0.4517961876832844,0.6895951240748803,2,0.631
24,0,2025,2,1.0,4,1,0.0116069968939022,0.0014513788098693,0.4307184750733138,0.542011319111885,1,0.36
17,0,2025,4,0.0,2,0,0.0009808729769494,0.0043541364296081,0.4169721407624633,0.0474531998258598,0,0.0
17,0,2025,3,0.0909090909090909,2,0,0.0040869707372895,0.0043541364296081,0.4204545454545454,0.1658685241619504,0,0.0
17,0,2025,7,0.1818181818181818,2,1,0.0035965342488147,0.0043541364296081,0.4199046920821114,0.1471484545058772,0,0.0
17,0,2025,0,0.2727272727272727,2,1,0.0021252247833905,0.0246734397677793,0.405425219941349,0.0008707009142359,0,0.0
17,0,2025,8,0.3636363636363636,2,1,0.0165113617786496,0.0653120464441219,0.3958944281524926,0.0927296473661297,0,0.0
17,0,2025,6,0.4545454545454545,2,1,0.0730750367827366,0.2888243831640057,0.3181818181818182,0.1027427078798432,0,0.0
17,0,2025,5,0.5454545454545454,2,1,0.0956351152525748,0.4920174165457184,0.2151759530791789,0.0600783630822812,0,0.0
17,0,2025,1,0.6363636363636364,2,1,0.1000490436488474,0.4310595065312046,0.2586143695014663,0.0883761427949499,0,0.0
17,0,2025,11,0.7272727272727273,2,1,0.040542749713912,0.2888243831640057,0.281708211143695,0.020026121027427,0,0.0
17,0,2025,10,0.8181818181818182,2,1,0.0539480137322216,0.1872278664731494,0.3608870967741935,0.1258162821070962,0,0.0
17,0,2025,9,0.9090909090909092,2,1,0.0063756743501716,0.0449927431059506,0.3973607038123167,0.0248149760557248,0,0.0
17,0,2025,2,1.0,2,1,0.0004904364884747,0.0043541364296081,0.4164222873900293,0.0287331301697866,0,0.0
3,0,2025,4,0.0,0,0,0.0058852378616969,0.0,0.4252199413489736,0.3221593382673052,3,0.0
3,0,2025,3,0.0909090909090909,0,0,0.0058852378616969,0.0,0.4252199413489736,0.3221593382673052,3,0.0
3,0,2025,7,0.1818181818181818,0,1,0.0058852378616969,0.0,0.4252199413489736,0.3221593382673052,3,0.0
3,0,2025,0,0.2727272727272727,0,1,0.0143861369952591,0.0159651669085631,0.4246700879765396,0.3221593382673052,3,0.0
3,0,2025,8,0.3636363636363636,0,1,0.0315514140918751,0.0478955007256894,0.4237536656891496,0.3243360905528951,3,0.0
3,0,2025,6,0.4545454545454545,0,1,0.1255517410495341,0.2235123367198838,0.4182551319648094,0.3243360905528951,3,0.0
3,0,2025,5,0.5454545454545454,0,1,0.2108876900441393,0.3831640058055152,0.4131231671554252,0.3243360905528951,3,0.0
3,0,2025,1,0.6363636363636364,0,1,0.1852215138139611,0.3352685050798258,0.4145894428152493,0.3243360905528951,3,0.0
3,0,2025,11,0.7272727272727273,0,1,0.1255517410495341,0.2235123367198838,0.4182551319648094,0.3243360905528951,3,0.0
3,0,2025,10,0.8181818181818182,0,1,0.2221677292790584,0.1436865021770682,0.5769794721407625,0.999129299085764,2,1.0
3,0,2025,9,0.9090909090909092,0,1,0.064737616478666,0.0319303338171262,0.4710410557184751,0.99782324771441,2,1.0
3,0,2025,2,1.0,0,1,0.0058852378616969,0.0,0.4252199413489736,0.3221593382673052,3,0.0
7,0,2025,4,0.0,5,0,0.0114435180644106,0.0072568940493468,0.4268695014662756,0.3787548976926426,3,0.06
7,0,2025,3,0.0909090909090909,5,0,0.0111165604054275,0.0072568940493468,0.4265029325513196,0.3678711362646931,3,0.04
7,0,2025,7,0.1818181818181818,5,1,0.0127513487003433,0.0072568940493468,0.4283357771260997,0.4222899434044406,3,0.14
7,0,2025,0,0.2727272727272727,5,1,0.0269740068661108,0.0304789550072568,0.4296187683284457,0.4031345232912494,3,0.105
7,0,2025,8,0.3636363636363636,5,1,0.0550923655386627,0.0769230769230769,0.4318181818181818,0.390944710491946,3,0.0819999999999999
7,0,2025,6,0.4545454545454545,5,1,0.2272355729932973,0.332365747460087,0.4635263929618768,0.4209838920330866,3,0.1369999999999999
7,0,2025,5,0.5454545454545454,5,1,0.295242766061795,0.5645863570391872,0.3931451612903226,0.3073574227252938,3,0.0
7,0,2025,1,0.6363636363636364,5,1,0.2424391041360144,0.4949201741654571,0.3779325513196481,0.281671745755333,3,0.0
7,0,2025,11,0.7272727272727273,5,1,0.1791727971227726,0.332365747460087,0.4096407624633431,0.3143230300391815,3,0.0
7,0,2025,10,0.8181818181818182,5,1,0.1149256171325813,0.216255442670537,0.4109237536656892,0.3021332172398781,3,0.0
7,0,2025,9,0.9090909090909092,5,1,0.0441392839627268,0.0537010159651669,0.4342008797653959,0.4296909011754462,3,0.153
7,0,2025,2,1.0,5,1,0.0127513487003433,0.0072568940493468,0.4283357771260997,0.4222899434044406,3,0.14
1,0,2025,4,0.0,3,0,0.0168383194376328,0.0246734397677793,0.4219208211143695,0.2808010448410971,3,0.0
1,0,2025,3,0.0909090909090909,3,0,0.0168383194376328,0.0246734397677793,0.4219208211143695,0.2808010448410971,3,0.0
1,0,2025,7,0.1818181818181818,3,1,0.0168383194376328,0.0246734397677793,0.4219208211143695,0.2808010448410971,3,0.0
1,0,2025,0,0.2727272727272727,3,1,0.0362923001471309,0.0653120464441219,0.4180718475073314,0.2808010448410971,3,0.0
1,0,2025,8,0.3636363636363636,3,1,0.1255517410495341,0.1465892597968069,0.4668255131964809,0.520243796255986,1,0.32
1,0,2025,6,0.4545454545454545,3,1,0.4780120974333824,0.5936139332365747,0.5797287390029325,0.520243796255986,1,0.32
1,0,2025,5,0.5454545454545454,3,1,0.4837338564655877,1.0,0.3295454545454546,0.2808010448410971,3,0.0
1,0,2025,1,0.6363636363636364,3,1,0.4253719143370934,0.8780841799709724,0.3410923753665689,0.2808010448410971,3,0.0
1,0,2025,11,0.7272727272727273,3,1,0.2891940493706065,0.5936139332365747,0.3680351906158358,0.2808010448410971,3,0.0
1,0,2025,10,0.8181818181818182,3,1,0.1919241458231159,0.3904208998548621,0.3872800586510264,0.2808010448410971,3,0.0
1,0,2025,9,0.9090909090909092,3,1,0.055746280856629,0.1059506531204644,0.4142228739002933,0.2808010448410971,3,0.0
1,0,2025,2,1.0,3,1,0.0168383194376328,0.0246734397677793,0.4219208211143695,0.2808010448410971,3,0.0
2,0,2025,4,0.0,1,0,0.0168383194376328,0.0153846153846153,0.4277859237536657,0.390509360034828,3,0.081
2,0,2025,3,0.0909090909090909,1,0,0.0168383194376328,0.0153846153846153,0.4277859237536657,0.390509360034828,3,0.081
2,0,2025,7,0.1818181818181818,1,1,0.0168383194376328,0.0153846153846153,0.4277859237536657,0.390509360034828,3,0.081
2,0,2025,0,0.2727272727272727,1,1,0.0362923001471309,0.0467343976777939,0.4298020527859237,0.390509360034828,3,0.081
2,0,2025,8,0.3636363636363636,1,1,0.0750367827366356,0.1094339622641509,0.4336510263929619,0.3896386591205921,3,0.08
2,0,2025,6,0.4545454545454545,1,1,0.076835049861043,0.4542815674891146,0.2179252199413489,0.0413582934262081,0,0.0
2,0,2025,5,0.5454545454545454,1,1,0.1298021906163152,0.7677793904208999,0.0793621700879765,0.0413582934262081,0,0.0
2,0,2025,1,0.6363636363636364,1,1,0.424717999019127,0.6737300435413643,0.469391495601173,0.3896386591205921,3,0.08
2,0,2025,11,0.7272727272727273,1,1,0.2887036128821318,0.4542815674891146,0.4554618768328445,0.3896386591205921,3,0.08
2,0,2025,10,0.8181818181818182,1,1,0.1915971881641327,0.297532656023222,0.4455645161290322,0.3896386591205921,3,0.08
2,0,2025,9,0.9090909090909092,1,1,0.0555828020271375,0.0780841799709724,0.4316348973607038,0.3892033086634741,3,0.079
2,0,2025,2,1.0,1,1,0.0168383194376328,0.0153846153846153,0.4277859237536657,0.390509360034828,3,0.081
5,0,2025,4,0.0,4,0,0.0228870361288213,0.0107402031930333,0.4375,0.6491075315629081,1,0.557
5,0,2025,3,0.0909090909090909,4,0,0.0240313879352623,0.0107402031930333,0.438782991202346,0.6821941663038746,2,0.617
5,0,2025,7,0.1818181818181818,4,1,0.0246853032532287,0.0107402031930333,0.439516129032258,0.7009142359599478,2,0.652
5,0,2025,0,0.2727272727272727,4,1,0.0537845349027301,0.0374455732946299,0.4552785923753666,0.7270352633870265,2,0.7000000000000001
5,0,2025,8,0.3636363636363636,4,1,0.1036455778976622,0.0908563134978229,0.4774560117302053,0.6795820635611667,2,0.613
5,0,2025,6,0.4545454545454545,4,1,0.4919077979401668,0.3846153846153846,0.7272727272727273,0.8650413582934262,2,0.954
5,0,2025,5,0.5454545454545454,4,1,0.6321726336439433,0.6516690856313498,0.7159090909090909,0.6456247279059644,1,0.551
5,0,2025,1,0.6363636363636364,4,1,0.5303253228706883,0.5715529753265602,0.6523093841642229,0.6121027427078798,1,0.489
5,0,2025,11,0.7272727272727273,4,1,0.4562694131110021,0.3846153846153846,0.6873167155425219,0.7962559860687854,2,0.8270000000000001
5,0,2025,10,0.8181818181818182,4,1,0.3079941147621383,0.251088534107402,0.6053885630498533,0.8097518502394427,2,0.8520000000000001
5,0,2025,9,0.9090909090909092,4,1,0.0660454471145986,0.0641509433962264,0.4521627565982404,0.5733565520243796,1,0.417
5,0,2025,2,1.0,4,1,0.0199444171979728,0.0107402031930333,0.4342008797653959,0.563778841967784,1,0.4
9,0,2025,4,0.0,2,0,0.0045774072257642,0.0130624092888243,0.4155058651026393,0.1023073574227252,0,0.0
9,0,2025,3,0.0909090909090909,2,0,0.0068661108386463,0.0130624092888243,0.4180718475073314,0.1632564214192425,0,0.0
9,0,2025,7,0.1818181818181818,2,1,0.0042504495667811,0.0130624092888243,0.4151392961876833,0.0936003482803656,0,0.0
9,0,2025,0,0.2727272727272727,2,1,0.0117704757233938,0.0420899854862119,0.405241935483871,0.1023073574227252,0,0.0
9,0,2025,8,0.3636363636363636,2,1,0.0111165604054275,0.1001451378809869,0.3678519061583578,0.0021767522855898,0,0.0
9,0,2025,6,0.4545454545454545,2,1,0.0686611083864639,0.4194484760522496,0.2307551319648094,0.0374401393121462,0,0.0
9,0,2025,5,0.5454545454545454,2,1,0.2388425698871996,0.7097242380261248,0.2382697947214076,0.1680452764475402,0,0.0
9,0,2025,1,0.6363636363636364,2,1,0.0977603400359653,0.6226415094339623,0.1350806451612903,0.0322159338267305,0,0.0
9,0,2025,11,0.7272727272727273,2,1,0.1347065555010626,0.4194484760522496,0.3048020527859237,0.1545494122768829,0,0.0
9,0,2025,10,0.8181818181818182,2,1,0.0863168219715546,0.274310595065312,0.342192082111437,0.1475838049629952,0,0.0
9,0,2025,9,0.9090909090909092,2,1,0.0188000653915317,0.0711175616835994,0.3947947214076246,0.1010013060513713,0,0.0
9,0,2025,2,1.0,2,1,0.0027791401013568,0.0130624092888243,0.4134897360703812,0.0544188071397475,0,0.0
21,0,2025,4,0.0,0,0,0.0168383194376328,0.0203193033381712,0.4246700879765396,0.325206791467131,3,0.0
21,0,2025,3,0.0909090909090909,0,0,0.0168383194376328,0.0203193033381712,0.4246700879765396,0.325206791467131,3,0.0
21,0,2025,7,0.1818181818181818,0,1,0.0168383194376328,0.0203193033381712,0.4246700879765396,0.325206791467131,3,0.0
21,0,2025,0,0.2727272727272727,0,1,0.0362923001471309,0.0566037735849056,0.4235703812316715,0.325206791467131,3,0.0
21,0,2025,8,0.3636363636363636,0,1,0.0750367827366356,0.1291727140783744,0.4211876832844575,0.3243360905528951,3,0.0
21,0,2025,6,0.4545454545454545,0,1,0.2885401340526402,0.5283018867924528,0.4085410557184751,0.3243360905528951,3,0.0
21,0,2025,5,0.5454545454545454,0,1,0.4827529834886382,0.8911465892597968,0.3971774193548387,0.3243360905528951,3,0.0
21,0,2025,1,0.6363636363636364,0,1,0.4243910413601439,0.7822931785195937,0.4004765395894428,0.3243360905528951,3,0.0
21,0,2025,11,0.7272727272727273,0,1,0.2885401340526402,0.5283018867924528,0.4085410557184751,0.3243360905528951,3,0.0
21,0,2025,10,0.8181818181818182,0,1,0.5082556808893249,0.3468795355587808,0.7694281524926686,0.999129299085764,2,1.0
21,0,2025,9,0.9090909090909092,0,1,0.1507274807912375,0.09288824383164,0.5289589442815249,0.999564649542882,2,1.0
21,0,2025,2,1.0,0,1,0.0168383194376328,0.0203193033381712,0.4246700879765396,0.325206791467131,3,0.0
37,0,2025,4,0.0,5,0,0.0192905018800065,0.0217706821480406,0.4265029325513196,0.3595994775794515,3,0.025
37,0,2025,3,0.0909090909090909,5,0,0.0222331208108549,0.0217706821480406,0.4298020527859237,0.4196778406617327,3,0.135
37,0,2025,7,0.1818181818181818,5,1,0.0178191924145823,0.0217706821480406,0.4248533724340176,0.3295602960383108,3,0.0
37,0,2025,0,0.2727272727272727,5,1,0.0348209906817067,0.0595065312046444,0.4200879765395894,0.2942969090117545,3,0.0
