Pincode,District,State,Region_Type
515012,1,0,0
515013,1,0,0
515014,1,0,1
515015,1,0,1
517001,2,0,1
517002,2,0,0
517003,2,0,2
517004,2,0,0
517005,2,0,0
517006,2,0,1
517007,2,0,2
517008,2,0,1
517009,2,0,1
517010,2,0,2
517011,2,0,0
517012,2,0,0
517013,2,0,1
517014,2,0,0
517015,2,0,2
500001,5,1,1
500002,5,1,2
500003,5,1,0
500004,5,1,0
500005,5,1,0
500006,5,1,2
500007,5,1,1
500008,5,1,1
500009,5,1,1
500010,5,1,0
500011,5,1,0
500012,5,1,0
500013,5,1,1
500014,5,1,2
500015,5,1,2
500030,17,1,1
500031,17,1,1
500032,17,1,0
500033,17,1,0
500034,17,1,2
500035,17,1,1
500036,17,1,2
500037,17,1,2
500038,17,1,0
500039,17,1,2
500040,17,1,1
500041,17,1,2
500042,17,1,0
500043,17,1,1
500044,17,1,2
500087,12,1,1
500088,12,1,0
500089,12,1,0
500090,12,1,2
500091,12,1,0
500092,12,1,0
500093,12,1,0
500094,12,1,0
500095,12,1,0
500096,12,1,1
500097,12,1,0
500098,12,1,1
500099,12,1,0
500100,12,1,1
500101,12,1,0
502001,18,1,0
502002,18,1,2
502003,18,1,0
502004,18,1,1
502005,18,1,0
502006,18,1,1
502007,18,1,1
502008,18,1,0
502009,18,1,2
502010,18,1,0
502011,18,1,1
502012,18,1,1
502013,18,1,1
502014,18,1,1
502015,18,1,1
503001,15,1,2
503002,15,1,2
503003,15,1,2
503004,15,1,0
503005,15,1,0
503006,15,1,1
503007,15,1,0
503008,15,1,1
503009,15,1,0
503010,15,1,0
503011,15,1,0
503012,15,1,1
503013,15,1,0
503014,15,1,2
503015,15,1,0
505001,7,1,2
505002,7,1,0
505003,7,1,0
505004,7,1,0
505005,7,1,2
505006,7,1,0
505007,7,1,2
505008,7,1,0
505009,7,1,2
505010,7,1,1
505011,7,1,1
505012,7,1,1
505013,7,1,2
505014,7,1,2
505015,7,1,1
507001,8,1,0
507002,8,1,0
507003,8,1,2
507004,8,1,1
507005,8,1,2
507006,8,1,2
507007,8,1,0
507008,8,1,0
507009,8,1,2
507010,8,1,2
507011,8,1,2
507012,8,1,0
507013,8,1,0
507014,8,1,2
507015,8,1,2
506001,22,1,0
506002,22,1,0
506003,22,1,1
506004,22,1,2
506005,22,1,2
506006,22,1,1
506007,22,1,1
506008,22,1,2
506009,22,1,1
506010,22,1,2
506011,22,1,0
506012,22,1,1
506013,22,1,2
506014,22,1,1
506015,22,1,1
508001,13,1,0
508002,13,1,1
508003,13,1,2
508004,13,1,0
508005,13,1,2
508006,13,1,0
508007,13,1,1
508008,13,1,1
508009,13,1,2
508010,13,1,1
508011,13,1,0
508012,13,1,0
508013,13,1,2
508014,13,1,2
508015,13,1,0
509001,11,1,0
509002,11,1,2
509003,11,1,1
509004,11,1,1
509005,11,1,0
509006,11,1,2
509007,11,1,2
509008,11,1,0
509009,11,1,2
509010,11,1,1
509011,11,1,1
509012,11,1,1
509013,11,1,1
509014,11,1,1
509015,11,1,2
504001,0,1,1
504002,0,1,0
504003,0,1,0
504004,0,1,2
504005,0,1,2
504006,0,1,2
504007,0,1,1
504008,0,1,1
504009,0,1,0
504010,0,1,2
504011,0,1,2
504012,0,1,1
504013,0,1,0
504014,0,1,2
504015,0,1,0
