District,State,Year,Case_Type,Annual_Rainfall_mm,Flood_Occurred,Flood_Severity,Waterlogging_Days,Waterlogging_Severity,Affected_Villages,Affected_Population,Deaths,Cattle_Lost,Crop_Area_Damaged_Hectares,Economic_Loss_Crores,Relief_Camps,NDRF_Deployed
2,0,2015,3,1185.6,0,3,0,4,0,0,0,0,0,0.0,0,0
2,0,2016,5,377.1,0,3,0,4,0,0,0,0,0,0.0,0,0
2,0,2017,6,1356.1,1,1,31,3,365,166169,17,3799,16373,195.5,30,1
2,0,2018,4,930.9,0,3,0,4,0,0,0,0,0,0.0,0,0
2,0,2019,2,1829.1,1,2,57,0,293,486335,59,789,26387,210.7,36,1
2,0,2020,0,717.4,0,3,0,4,0,0,0,0,0,0.0,0,0
2,0,2021,7,1355.3,1,1,51,0,296,204275,60,2051,45495,397.9,28,1
2,0,2022,1,2052.0,1,0,6,1,265,46894,66,2522,48839,61.0,43,0
2,0,2023,3,1124.5,0,3,0,4,0,0,0,0,0,0.0,0,0
2,0,2024,5,472.0,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2015,5,245.6,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2016,6,1258.1,1,1,35,3,232,270629,16,4081,12142,697.2,13,0
5,0,2017,4,875.0,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2018,2,1242.5,1,2,19,2,125,136001,15,1826,13540,706.1,35,1
5,0,2019,0,506.6,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2020,7,1030.2,1,1,37,3,419,126209,43,1603,46796,256.4,46,1
5,0,2021,1,2262.9,1,0,13,2,462,202883,67,2811,35464,719.6,36,0
5,0,2022,3,991.8,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2023,5,346.1,0,3,0,4,0,0,0,0,0,0.0,0,0
5,0,2024,6,1312.1,1,1,58,0,455,482317,50,1276,32190,440.2,27,1
9,0,2015,6,1295.3,1,1,45,0,301,452473,32,1908,569,798.7,8,0
9,0,2016,4,912.1,0,3,0,4,0,0,0,0,0,0.0,0,0
9,0,2017,2,1495.7,1,2,13,2,355,244966,41,1265,14365,335.5,10,0
9,0,2018,0,510.4,0,3,0,4,0,0,0,0,0,0.0,0,0
9,0,2019,7,1397.9,1,1,23,3,414,38501,70,2599,45547,527.0,3,1
9,0,2020,1,2270.4,1,0,57,0,309,379706,3,4872,12309,549.4,4,1
9,0,2021,3,1037.8,0,3,0,4,0,0,0,0,0,0.0,0,0
9,0,2022,5,399.4,0,3,0,4,0,0,0,0,0,0.0,0,0
9,0,2023,6,1423.6,1,1,4,1,447,478334,10,156,45171,503.0,30,1
9,0,2024,4,948.2,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2015,4,1262.3,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2016,2,1851.2,1,2,39,3,441,231309,67,4867,3865,82.0,8,1
21,0,2017,0,710.1,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2018,7,1458.0,1,1,24,3,9,285041,18,3068,14828,532.3,47,1
21,0,2019,1,2606.6,1,0,34,3,402,232567,44,3988,41333,613.5,49,0
21,0,2020,3,1145.0,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2021,5,425.0,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2022,6,1522.1,1,1,17,2,97,96384,12,2895,39470,307.9,17,1
21,0,2023,4,1214.1,0,3,0,4,0,0,0,0,0,0.0,0,0
21,0,2024,2,1672.2,1,2,17,2,478,289777,44,1350,41074,672.4,6,1
37,0,2015,2,2286.1,1,2,43,0,180,418770,61,1941,16384,694.6,44,0
37,0,2016,0,790.3,0,3,0,4,0,0,0,0,0,0.0,0,0
37,0,2017,7,1574.3,1,1,34,3,267,416025,8,3263,46608,146.4,46,1
37,0,2018,1,2756.5,1,0,57,0,349,138875,27,3256,30373,108.2,33,0
37,0,2019,3,1204.5,0,3,0,4,0,0,0,0,0,0.0,0,0
37,0,2020,5,553.3,0,3,0,4,0,0,0,0,0,0.0,0,0
37,0,2021,6,1615.9,1,1,44,0,492,459301,11,4733,42258,150.3,12,1
37,0,2022,4,1141.4,0,3,0,4,0,0,0,0,0,0.0,0,0
37,0,2023,2,1967.7,1,2,43,0,254,243303,64,4661,14441,470.7,15,0
37,0,2024,0,886.7,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2015,0,455.7,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2016,7,883.9,1,1,2,1,371,6175,70,4635,48751,756.9,17,0
44,0,2017,1,1595.5,1,0,29,3,475,388666,13,639,5118,157.6,42,0
44,0,2018,3,625.5,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2019,5,317.2,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2020,6,794.7,1,1,21,3,284,201575,55,1165,24559,577.1,25,1
44,0,2021,4,572.0,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2022,2,1098.3,1,2,21,3,237,65914,19,3051,30358,376.7,20,1
44,0,2023,0,368.3,0,3,0,4,0,0,0,0,0,0.0,0,0
44,0,2024,7,868.2,1,1,30,3,162,411286,51,4172,46432,269.5,42,1
47,0,2015,7,1024.7,1,1,39,3,111,487755,6,4946,5417,530.0,28,0
47,0,2016,1,1564.5,1,0,20,3,338,481868,34,1239,17850,585.9,6,0
47,0,2017,3,743.4,0,3,0,4,0,0,0,0,0,0.0,0,0
47,0,2018,5,376.4,0,3,0,4,0,0,0,0,0,0.0,0,0
47,0,2019,6,988.5,1,1,38,3,236,259704,7,1196,37671,584.6,3,1
47,0,2020,4,837.8,0,3,0,4,0,0,0,0,0,0.0,0,0
47,0,2021,2,1262.7,1,2,5,1,423,240938,43,1354,19241,588.4,25,1
47,0,2022,0,496.2,0,3,0,4,0,0,0,0,0,0.0,0,0
47,0,2023,7,1088.5,1,1,1,1,250,451408,66,1905,10674,342.5,29,1
47,0,2024,1,1618.8,1,0,54,0,426,496013,50,4511,13165,233.6,49,1
13,1,2015,1,1771.4,1,0,18,2,98,319644,32,2266,28406,54.7,31,1
13,1,2016,3,787.5,0,3,0,4,0,0,0,0,0,0.0,0,0
13,1,2017,5,231.3,0,3,0,4,0,0,0,0,0,0.0,0,0
13,1,2018,6,977.6,1,1,25,3,448,72178,31,2748,16503,767.3,33,1
13,1,2019,4,743.3,0,3,0,4,0,0,0,0,0,0.0,0,0
13,1,2020,2,1079.0,1,2,8,2,125,334585,38,1414,14543,303.6,36,0
13,1,2021,0,565.9,0,3,0,4,0,0,0,0,0,0.0,0,0
13,1,2022,7,882.0,1,1,21,3,336,410108,76,3343,22575,187.1,2,1
13,1,2023,1,1820.9,1,0,25,3,166,374150,76,453,28984,175.7,17,1
13,1,2024,3,799.1,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2015,3,852.5,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2016,5,233.0,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2017,6,994.6,1,1,38,3,424,7883,34,2963,3588,651.1,6,1
41,1,2018,4,759.1,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2019,2,1265.7,1,2,1,1,171,435563,61,18,46533,706.2,17,1
41,1,2020,0,543.2,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2021,7,1016.8,1,1,24,3,99,234074,13,3130,27296,554.0,27,1
41,1,2022,1,1491.5,1,0,16,2,398,253415,11,1070,49091,425.6,40,1
41,1,2023,3,753.4,0,3,0,4,0,0,0,0,0,0.0,0,0
41,1,2024,5,316.8,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2015,5,318.3,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2016,6,994.8,1,1,36,3,149,196373,77,2883,11740,393.0,1,1
29,1,2017,4,839.5,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2018,2,1260.5,1,2,59,0,160,384371,31,521,35313,797.4,10,0
29,1,2019,0,525.4,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2020,7,1049.1,1,1,28,3,376,92778,77,4113,15642,182.7,2,1
29,1,2021,1,1509.3,1,0,41,0,461,334734,60,2249,31087,584.4,30,0
29,1,2022,3,812.5,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2023,5,267.2,0,3,0,4,0,0,0,0,0,0.0,0,0
29,1,2024,6,1197.4,1,1,54,0,348,115928,18,382,45233,644.9,37,1
42,1,2015,6,1116.5,1,1,49,0,14,98594,4,3820,4524,282.8,3,0
42,1,2016,4,806.7,0,3,0,4,0,0,0,0,0,0.0,0,0
42,1,2017,2,1172.2,1,2,7,2,192,484474,43,238,29022,4.3,26,1
42,1,2018,0,601.8,0,3,0,4,0,0,0,0,0,0.0,0,0
42,1,2019,7,1075.5,1,1,7,2,365,334635,46,2486,42112,635.6,36,0
42,1,2020,1,2008.6,1,0,34,3,99,18084,12,3601,44294,187.5,2,1
42,1,2021,3,844.5,0,3,0,4,0,0,0,0,0,0.0,0,0
42,1,2022,5,283.6,0,3,0,4,0,0,0,0,0,0.0,0,0
42,1,2023,6,1169.8,1,1,5,1,235,203312,74,4709,29278,475.7,28,0
42,1,2024,4,869.3,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2015,4,772.4,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2016,2,1584.1,1,2,52,0,55,25662,79,2733,46727,295.4,10,0
28,1,2017,0,598.0,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2018,7,1020.4,1,1,3,1,45,18013,42,993,3079,433.2,40,1
28,1,2019,1,1965.6,1,0,24,3,48,234007,31,278,25806,408.7,19,0
28,1,2020,3,930.6,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2021,5,428.9,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2022,6,1183.0,1,1,10,2,38,450089,76,1632,48041,653.3,41,0
28,1,2023,4,933.5,0,3,0,4,0,0,0,0,0,0.0,0,0
28,1,2024,2,1502.6,1,2,25,3,462,450441,47,729,7173,582.3,32,1
36,1,2015,2,1412.0,1,2,43,0,93,322732,41,34,45847,707.1,37,0
36,1,2016,0,677.4,0,3,0,4,0,0,0,0,0,0.0,0,0
36,1,2017,7,1234.4,1,1,23,3,463,66521,71,4021,42803,508.3,25,1
36,1,2018,1,2213.3,1,0,52,0,398,50349,20,4537,33543,606.2,2,0
36,1,2019,3,1040.1,0,3,0,4,0,0,0,0,0,0.0,0,0
36,1,2020,5,353.6,0,3,0,4,0,0,0,0,0,0.0,0,0
36,1,2021,6,1141.8,1,1,38,3,425,266954,73,4667,6957,679.0,11,1
36,1,2022,4,968.6,0,3,0,4,0,0,0,0,0,0.0,0,0
36,1,2023,2,1437.0,1,2,23,3,253,14495,75,1772,36963,281.4,27,0
36,1,2024,0,596.1,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2015,0,657.4,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2016,7,968.5,1,1,57,0,145,353617,44,3156,36600,504.2,22,1
18,1,2017,1,1841.6,1,0,21,3,346,450907,23,1776,33935,507.4,31,0
18,1,2018,3,851.4,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2019,5,380.1,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2020,6,1297.2,1,1,2,1,169,266389,59,377,47622,511.4,32,1
18,1,2021,4,859.8,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2022,2,1155.5,1,2,25,3,180,460989,77,1240,3291,75.6,45,1
18,1,2023,0,605.6,0,3,0,4,0,0,0,0,0,0.0,0,0
18,1,2024,7,1082.5,1,1,57,0,403,412817,76,2419,12869,155.0,48,0
14,1,2015,7,1200.4,1,1,10,2,61,38732,29,1218,38047,60.8,9,1
14,1,2016,1,1907.1,1,0,7,2,495,272404,64,2023,19708,658.1,31,1
14,1,2017,3,1038.6,0,3,0,4,0,0,0,0,0,0.0,0,0
14,1,2018,5,234.4,0,3,0,4,0,0,0,0,0,0.0,0,0
14,1,2019,6,1272.2,1,1,39,3,198,77154,46,3981,31491,203.6,9,1
14,1,2020,4,876.7,0,3,0,4,0,0,0,0,0,0.0,0,0
14,1,2021,2,1314.2,1,2,17,2,188,196296,4,1153,45508,488.5,39,1
14,1,2022,0,693.0,0,3,0,4,0,0,0,0,0,0.0,0,0
14,1,2023,7,1365.9,1,1,58,0,203,119325,59,4092,4483,125.6,47,1
14,1,2024,1,1960.4,1,0,3,1,381,280255,11,3057,46814,156.6,6,1
40,1,2015,1,1994.9,1,0,48,0,455,475780,21,4883,37237,186.3,18,1
40,1,2016,3,998.3,0,3,0,4,0,0,0,0,0,0.0,0,0
40,1,2017,5,278.4,0,3,0,4,0,0,0,0,0,0.0,0,0
40,1,2018,6,1187.0,1,1,6,1,461,469818,9,140,43402,135.9,24,0
40,1,2019,4,889.8,0,3,0,4,0,0,0,0,0,0.0,0,0
40,1,2020,2,1386.3,1,2,1,1,75,222544,24,1076,13562,82.6,11,1
40,1,2021,0,696.1,0,3,0,4,0,0,0,0,0,0.0,0,0
40,1,2022,7,1121.6,1,1,7,2,497,188870,53,2460,22463,434.4,10,0
40,1,2023,1,1903.0,1,0,43,0,84,140413,18,1732,47935,768.1,48,0
40,1,2024,3,1022.6,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2015,3,1027.9,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2016,5,336.0,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2017,6,1338.2,1,1,28,3,205,487736,49,182,11651,280.4,38,1
19,1,2018,4,891.5,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2019,2,1406.2,1,2,53,0,271,174250,1,97,33661,74.2,15,1
19,1,2020,0,535.3,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2021,7,1147.4,1,1,19,2,211,409044,74,3712,38634,542.5,14,1
19,1,2022,1,2223.8,1,0,44,0,56,79364,42,1365,44891,739.4,27,1
19,1,2023,3,1035.2,0,3,0,4,0,0,0,0,0,0.0,0,0
19,1,2024,5,434.5,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2015,5,242.7,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2016,6,1469.9,1,1,15,2,461,335588,14,3978,24610,729.9,46,1
38,1,2017,4,1077.8,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2018,2,1740.3,1,2,27,3,90,108260,62,255,8315,81.9,38,1
38,1,2019,0,739.2,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2020,7,1446.5,1,1,3,1,187,342574,29,2448,27725,424.4,1,1
38,1,2021,1,1917.9,1,0,18,2,284,319059,40,239,15701,229.6,37,0
38,1,2022,3,1068.0,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2023,5,492.2,0,3,0,4,0,0,0,0,0,0.0,0,0
38,1,2024,6,1405.8,1,1,23,3,15,330284,28,276,10608,779.0,19,1
16,1,2015,6,1792.4,1,1,42,0,177,380810,46,1577,38866,535.2,47,0
16,1,2016,4,1068.9,0,3,0,4,0,0,0,0,0,0.0,0,0
16,1,2017,2,2039.8,1,2,46,0,80,8214,13,3101,5694,640.1,32,1
16,1,2018,0,742.2,0,3,0,4,0,0,0,0,0,0.0,0,0
16,1,2019,7,1333.4,1,1,22,3,103,211993,74,2150,34210,20.9,1,1
16,1,2020,1,2570.0,1,0,17,2,379,394692,41,4120,1253,443.0,14,0
16,1,2021,3,1181.5,0,3,0,4,0,0,0,0,0,0.0,0,0
16,1,2022,5,399.9,0,3,0,4,0,0,0,0,0,0.0,0,0
16,1,2023,6,1539.7,1,1,7,2,332,341194,16,1265,41786,574.7,17,0
16,1,2024,4,1072.1,0,3,0,4,0,0,0,0,0,0.0,0,0
30,1,2015,4,1245.0,0,3,0,4,0,0,0,0,0,0.0,0,0
30,1,2016,2,2203.7,1,2,14,2,486,44030,51,4840,32387,257.3,33,0
30,1,2017,0,977.5,0,3,0,4,0,0,0,0,0,0.0,0,0
30,1,2018,7,1651.9,1,1,22,3,274,259535,66,1909,32903,147.6,39,1
30,1,2019,1,2859.6,1,0,19,2,34,127768,79,4107,49870,131.6,34,1
