District,State,Soil_Type,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,Water_Retention_Capacity,Drainage_Speed,Waterlogging_Susceptibility,pH,Permeability_mm_per_hr,Flood_Absorption_Score
10,1,4,0.3448275862068966,0.5371329879101898,0.2775800711743771,0.24,1,0,2,0.1071428571428574,0.5574468085106383,0.7325581395348837
33,1,0,0.2848575712143928,0.5388601036269429,0.9999999999999998,0.68,0,2,1,0.0357142857142858,0.8851063829787235,0.9651162790697674
48,1,4,0.4332833583208395,0.6407599309153711,0.1814946619217081,0.0,1,0,2,0.392857142857143,0.0829787234042553,0.9069767441860466
43,1,7,0.1559220389805097,0.5509499136442142,0.6654804270462633,0.36,2,1,3,0.7499999999999998,0.8638297872340426,0.4302325581395348
15,1,2,0.3508245877061469,0.4196891191709844,0.4839857651245551,0.4399999999999999,0,2,1,0.7499999999999998,0.2276595744680851,0.2209302325581395
52,1,3,0.7871064467766117,0.1761658031088082,0.3594306049822063,0.7200000000000001,3,3,0,0.7499999999999998,0.1085106382978723,0.5930232558139535
12,1,3,0.8395802098950523,0.0,0.1138790035587189,0.84,3,3,0,0.4285714285714286,0.0,0.7441860465116279
25,1,5,0.3298350824587707,0.6545768566493955,0.896797153024911,0.68,2,1,3,0.3214285714285714,0.051063829787234,0.8372093023255814
35,1,3,0.937031484257871,0.1018998272884283,0.0533807829181494,0.7200000000000001,3,3,0,0.857142857142857,0.4893617021276596,0.5813953488372092
0,1,3,0.9205397301349326,0.2141623488773747,0.1174377224199287,1.0,3,3,0,0.6785714285714286,0.748936170212766,0.3953488372093023
23,1,7,0.1709145427286356,0.5509499136442142,0.6441281138790036,0.56,2,1,3,0.3214285714285714,0.2,0.8837209302325579
27,1,4,0.3643178410794602,0.5146804835924006,0.2135231316725977,0.36,1,0,2,0.4642857142857142,0.6702127659574468,0.5581395348837209
4,1,7,0.2008995502248875,0.7063903281519861,0.8434163701067616,0.5200000000000001,2,1,3,0.8214285714285714,0.6446808510638298,0.3023255813953488
