District,State,Soil_Type,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,Water_Retention_Capacity,Drainage_Speed,Waterlogging_Susceptibility,pH,Permeability_mm_per_hr,Flood_Absorption_Score
29,1,5,0.2777777777777778,0.6500000000000001,0.3999999999999999,0.125,2,1,2,0.56,0.5681818181818182,0.609375
48,1,3,0.1666666666666666,0.7000000000000002,0.6000000000000001,0.3125,2,1,2,0.1600000000000001,0.4772727272727273,0.5
52,1,5,0.3333333333333332,0.6000000000000001,0.3999999999999999,0.25,2,1,2,0.48,0.5,0.546875
12,1,5,0.3055555555555556,0.625,0.3999999999999999,0.25,2,1,2,0.48,0.5227272727272727,0.5625
25,1,6,0.1111111111111111,0.8500000000000001,0.2000000000000001,0.125,1,0,1,0.3999999999999999,0.8636363636363636,0.859375
20,1,2,0.8611111111111112,0.125,0.3999999999999999,0.25,0,2,0,0.92,0.0409090909090909,0.09375
6,1,2,0.8333333333333333,0.15,0.3999999999999999,0.25,0,2,0,0.8799999999999999,0.0499999999999999,0.125
32,1,6,0.1111111111111111,0.8500000000000001,0.2000000000000001,0.0625,1,0,1,0.4399999999999999,0.8409090909090909,0.828125
46,1,5,0.25,0.675,0.3999999999999999,0.125,2,1,2,0.52,0.6136363636363636,0.640625
54,1,5,0.2777777777777778,0.6500000000000001,0.3999999999999999,0.125,2,1,2,0.52,0.5681818181818182,0.59375
26,1,2,0.9444444444444444,0.0499999999999999,0.3999999999999999,0.1875,0,2,0,0.96,0.0113636363636363,0.03125
31,1,6,0.0833333333333333,0.8750000000000002,0.2000000000000001,0.0625,1,0,1,0.4399999999999999,0.9090909090909092,0.90625
51,1,4,0.6666666666666667,0.25,0.6000000000000001,0.1875,0,2,0,0.8399999999999999,0.0909090909090909,0.203125
10,1,4,0.7222222222222221,0.2,0.6000000000000001,0.125,0,2,0,0.8799999999999999,0.0795454545454545,0.171875
33,1,6,0.1111111111111111,0.8500000000000001,0.2000000000000001,0.0625,1,0,1,0.4399999999999999,0.8636363636363636,0.859375
4,1,6,0.0555555555555555,0.925,0.1,0.125,1,0,1,0.3600000000000003,1.0,1.0
