District,State,Year,Case_Type,Annual_Rainfall_mm,Flood_Occurred,Flood_Severity,Waterlogging_Days,Waterlogging_Severity,Affected_Villages,Affected_Population,Deaths,Cattle_Lost,Crop_Area_Damaged_Hectares,Economic_Loss_Crores,Relief_Camps,NDRF_Deployed
Srikakulam,Andhra Pradesh,2018,extreme_flood,2226.9,1,Catastrophic,55,Extreme,229,34718,36,486,12837,259.0,10,1
Srikakulam,Andhra Pradesh,2019,mild,1190.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Srikakulam,Andhra Pradesh,2020,severe_drought,529.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Srikakulam,Andhra Pradesh,2021,urban_flood,1468.7,1,Moderate,19,Moderate,283,240141,76,3518,36096,367.0,0,1
Srikakulam,Andhra Pradesh,2022,normal,1006.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Srikakulam,Andhra Pradesh,2023,flood,1782.7,1,Severe,37,Severe,315,98971,47,4702,24661,541.2,19,1
Srikakulam,Andhra Pradesh,2024,drought,789.6,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2015,drought,748.1,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2016,waterlogging,1360.3,1,Moderate,30,Severe,479,474216,45,223,42751,313.1,29,1
East Godavari,Andhra Pradesh,2017,extreme_flood,2609.9,1,Catastrophic,20,Severe,308,354799,6,4505,35342,784.1,0,1
East Godavari,Andhra Pradesh,2018,mild,1115.0,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2019,severe_drought,453.2,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2020,urban_flood,1654.5,1,Moderate,52,Extreme,301,322626,58,3937,3113,26.1,20,1
East Godavari,Andhra Pradesh,2021,normal,1250.5,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2022,flood,1627.3,1,Severe,3,Mild,209,351908,62,1132,19754,391.3,36,0
East Godavari,Andhra Pradesh,2023,drought,681.4,0,None,0,None,0,0,0,0,0,0.0,0,0
East Godavari,Andhra Pradesh,2024,waterlogging,1635.2,1,Moderate,39,Severe,37,421284,11,326,7983,178.6,0,1
West Godavari,Andhra Pradesh,2015,waterlogging,1290.7,1,Moderate,41,Extreme,479,361204,78,1570,48076,693.7,42,1
West Godavari,Andhra Pradesh,2016,extreme_flood,2087.3,1,Catastrophic,16,Moderate,402,470636,27,183,47949,775.4,33,0
West Godavari,Andhra Pradesh,2017,mild,976.2,0,None,0,None,0,0,0,0,0,0.0,0,0
West Godavari,Andhra Pradesh,2018,severe_drought,229.8,0,None,0,None,0,0,0,0,0,0.0,0,0
West Godavari,Andhra Pradesh,2019,urban_flood,1482.4,1,Moderate,32,Severe,402,83187,43,4679,28407,670.8,37,1
West Godavari,Andhra Pradesh,2020,normal,917.0,0,None,0,None,0,0,0,0,0,0.0,0,0
West Godavari,Andhra Pradesh,2021,flood,1485.8,1,Severe,56,Extreme,468,414325,40,3153,36980,562.3,36,0
West Godavari,Andhra Pradesh,2022,drought,724.1,0,None,0,None,0,0,0,0,0,0.0,0,0
West Godavari,Andhra Pradesh,2023,waterlogging,1222.1,1,Moderate,6,Mild,190,381826,59,43,6873,619.1,37,1
West Godavari,Andhra Pradesh,2024,extreme_flood,1975.8,1,Catastrophic,29,Severe,168,486407,57,1620,47994,544.6,33,1
Krishna,Andhra Pradesh,2015,extreme_flood,2210.2,1,Catastrophic,43,Extreme,173,328145,3,3701,12651,279.3,39,1
Krishna,Andhra Pradesh,2016,mild,901.9,0,None,0,None,0,0,0,0,0,0.0,0,0
Krishna,Andhra Pradesh,2017,severe_drought,281.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Krishna,Andhra Pradesh,2018,urban_flood,1153.5,1,Moderate,2,Mild,36,276881,13,513,41659,161.7,4,1
Krishna,Andhra Pradesh,2019,normal,885.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Krishna,Andhra Pradesh,2020,flood,1497.9,1,Severe,25,Severe,236,475477,36,2595,31058,685.3,5,1
Krishna,Andhra Pradesh,2021,drought,560.8,0,None,0,None,0,0,0,0,0,0.0,0,0
Krishna,Andhra Pradesh,2022,waterlogging,1300.0,1,Moderate,31,Severe,321,53097,36,1956,41565,449.5,37,0
Krishna,Andhra Pradesh,2023,extreme_flood,2088.3,1,Catastrophic,27,Severe,198,71295,79,1923,8441,500.1,20,1
Krishna,Andhra Pradesh,2024,mild,1000.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2015,mild,971.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2016,severe_drought,194.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2017,urban_flood,1214.2,1,Moderate,30,Severe,392,179970,75,499,26506,645.6,32,1
Guntur,Andhra Pradesh,2018,normal,858.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2019,flood,1331.1,1,Severe,13,Moderate,156,202663,17,4468,13762,362.7,40,0
Guntur,Andhra Pradesh,2020,drought,450.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2021,waterlogging,1176.4,1,Moderate,29,Severe,469,335997,27,4792,6016,747.6,30,1
Guntur,Andhra Pradesh,2022,extreme_flood,1665.7,1,Catastrophic,17,Moderate,121,31423,10,2907,19511,92.7,30,1
Guntur,Andhra Pradesh,2023,mild,880.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Guntur,Andhra Pradesh,2024,severe_drought,351.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2015,severe_drought,354.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2016,urban_flood,1052.8,1,Moderate,11,Moderate,18,43850,22,1959,27028,218.1,31,1
Prakasam,Andhra Pradesh,2017,normal,786.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2018,flood,1385.4,1,Severe,18,Moderate,446,376350,39,4981,12951,788.2,10,1
Prakasam,Andhra Pradesh,2019,drought,618.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2020,waterlogging,1106.9,1,Moderate,12,Moderate,107,216586,50,1112,36905,528.1,7,0
Prakasam,Andhra Pradesh,2021,extreme_flood,1662.8,1,Catastrophic,28,Severe,295,269176,3,4415,34426,273.9,14,0
Prakasam,Andhra Pradesh,2022,mild,924.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2023,severe_drought,291.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Prakasam,Andhra Pradesh,2024,urban_flood,1255.8,1,Moderate,9,Moderate,224,424234,10,3128,20362,358.5,9,0
Nellore,Andhra Pradesh,2015,urban_flood,1401.0,1,Moderate,45,Extreme,304,125228,25,2012,9492,74.1,39,1
Nellore,Andhra Pradesh,2016,normal,986.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Nellore,Andhra Pradesh,2017,flood,1436.4,1,Severe,55,Extreme,100,234286,34,2780,33031,592.5,19,0
Nellore,Andhra Pradesh,2018,drought,573.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Nellore,Andhra Pradesh,2019,waterlogging,1361.6,1,Moderate,22,Severe,213,218514,21,1879,12378,725.7,0,0
Nellore,Andhra Pradesh,2020,extreme_flood,2397.0,1,Catastrophic,36,Severe,242,482530,70,1859,48389,387.5,5,0
Nellore,Andhra Pradesh,2021,mild,966.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Nellore,Andhra Pradesh,2022,severe_drought,312.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Nellore,Andhra Pradesh,2023,urban_flood,1227.0,1,Moderate,59,Extreme,418,13391,52,2561,46410,443.8,45,1
Nellore,Andhra Pradesh,2024,normal,834.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2015,normal,520.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2016,flood,806.9,1,Severe,43,Extreme,28,212460,3,803,23650,674.3,35,0
Kurnool,Andhra Pradesh,2017,drought,338.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2018,waterlogging,807.3,1,Moderate,51,Extreme,199,293967,66,2308,36200,634.4,22,1
Kurnool,Andhra Pradesh,2019,extreme_flood,1370.9,1,Catastrophic,28,Severe,192,118076,23,1911,10931,117.2,7,1
Kurnool,Andhra Pradesh,2020,mild,636.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2021,severe_drought,252.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2022,urban_flood,844.8,1,Moderate,22,Severe,486,393004,26,3454,38845,237.6,19,0
Kurnool,Andhra Pradesh,2023,normal,538.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Kurnool,Andhra Pradesh,2024,flood,1001.5,1,Severe,26,Severe,59,308321,59,1877,34874,159.1,7,1
Kadapa,Andhra Pradesh,2015,flood,1226.6,1,Severe,25,Severe,470,367194,27,1236,8537,756.8,21,1
Kadapa,Andhra Pradesh,2016,drought,428.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Kadapa,Andhra Pradesh,2017,waterlogging,883.4,1,Moderate,16,Moderate,382,333536,37,2703,32205,609.1,3,1
Kadapa,Andhra Pradesh,2018,extreme_flood,1639.7,1,Catastrophic,34,Severe,112,227224,40,103,24058,514.8,3,1
Kadapa,Andhra Pradesh,2019,mild,735.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Kadapa,Andhra Pradesh,2020,severe_drought,176.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Kadapa,Andhra Pradesh,2021,urban_flood,991.5,1,Moderate,36,Severe,360,464903,14,4935,21625,434.8,5,1
Kadapa,Andhra Pradesh,2022,normal,596.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Kadapa,Andhra Pradesh,2023,flood,1082.3,1,Severe,48,Extreme,420,442554,62,4074,40075,583.0,39,1
Kadapa,Andhra Pradesh,2024,drought,380.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2015,drought,341.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2016,waterlogging,608.8,1,Moderate,26,Severe,190,101589,31,2490,12458,660.0,40,1
Anantapur,Andhra Pradesh,2017,extreme_flood,1217.8,1,Catastrophic,49,Extreme,236,230281,73,1862,37369,69.9,42,0
Anantapur,Andhra Pradesh,2018,mild,566.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2019,severe_drought,186.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2020,urban_flood,662.0,1,Moderate,11,Moderate,309,294941,47,2000,48876,511.3,31,1
Anantapur,Andhra Pradesh,2021,normal,550.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2022,flood,822.0,1,Severe,46,Extreme,81,481217,77,1719,7834,51.5,1,1
Anantapur,Andhra Pradesh,2023,drought,381.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Anantapur,Andhra Pradesh,2024,waterlogging,613.2,1,Moderate,44,Extreme,292,375429,72,3048,24103,593.5,35,1
Chittoor,Andhra Pradesh,2015,waterlogging,1075.0,1,Moderate,45,Extreme,149,420777,4,364,18753,426.5,18,1
Chittoor,Andhra Pradesh,2016,extreme_flood,1908.7,1,Catastrophic,56,Extreme,433,329849,35,3548,18600,557.7,12,1
Chittoor,Andhra Pradesh,2017,mild,736.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Chittoor,Andhra Pradesh,2018,severe_drought,399.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Chittoor,Andhra Pradesh,2019,urban_flood,1112.8,1,Moderate,29,Severe,288,307590,5,4002,36727,102.5,49,1
Chittoor,Andhra Pradesh,2020,normal,725.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Chittoor,Andhra Pradesh,2021,flood,1099.6,1,Severe,55,Extreme,395,319813,26,2394,49200,239.4,3,0
Chittoor,Andhra Pradesh,2022,drought,537.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Chittoor,Andhra Pradesh,2023,waterlogging,1085.9,1,Moderate,48,Extreme,452,220906,3,1476,4285,17.4,9,1
Chittoor,Andhra Pradesh,2024,extreme_flood,1768.6,1,Catastrophic,51,Extreme,123,189020,78,2379,28560,578.9,46,1
Alluri Sitharama Raju,Andhra Pradesh,2015,extreme_flood,2876.3,1,Catastrophic,20,Severe,498,246311,5,1878,37910,262.9,15,1
Alluri Sitharama Raju,Andhra Pradesh,2016,mild,1354.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Alluri Sitharama Raju,Andhra Pradesh,2017,severe_drought,586.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Alluri Sitharama Raju,Andhra Pradesh,2018,urban_flood,2013.1,1,Moderate,50,Extreme,293,186136,64,2227,34538,687.9,22,1
Alluri Sitharama Raju,Andhra Pradesh,2019,normal,1253.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Alluri Sitharama Raju,Andhra Pradesh,2020,flood,2428.3,1,Severe,12,Moderate,322,454584,79,2520,30794,795.5,8,1
Alluri Sitharama Raju,Andhra Pradesh,2021,drought,937.9,0,None,0,None,0,0,0,0,0,0.0,0,0
Alluri Sitharama Raju,Andhra Pradesh,2022,waterlogging,1758.5,1,Moderate,7,Moderate,428,100051,29,0,31775,403.0,46,1
Alluri Sitharama Raju,Andhra Pradesh,2023,extreme_flood,2982.8,1,Catastrophic,14,Moderate,301,306803,46,1835,28362,21.7,0,1
Alluri Sitharama Raju,Andhra Pradesh,2024,mild,1391.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2015,mild,1185.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2016,severe_drought,377.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2017,urban_flood,1356.1,1,Moderate,31,Severe,365,166169,17,3799,16373,195.5,30,1
Anakapalli,Andhra Pradesh,2018,normal,930.9,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2019,flood,1829.1,1,Severe,57,Extreme,293,486335,59,789,26387,210.7,36,1
Anakapalli,Andhra Pradesh,2020,drought,717.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2021,waterlogging,1355.3,1,Moderate,51,Extreme,296,204275,60,2051,45495,397.9,28,1
Anakapalli,Andhra Pradesh,2022,extreme_flood,2052.0,1,Catastrophic,6,Mild,265,46894,66,2522,48839,61.0,43,0
Anakapalli,Andhra Pradesh,2023,mild,1124.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Anakapalli,Andhra Pradesh,2024,severe_drought,472.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2015,severe_drought,245.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2016,urban_flood,1258.1,1,Moderate,35,Severe,232,270629,16,4081,12142,697.2,13,0
Bapatla,Andhra Pradesh,2017,normal,875.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2018,flood,1242.5,1,Severe,19,Moderate,125,136001,15,1826,13540,706.1,35,1
Bapatla,Andhra Pradesh,2019,drought,506.6,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2020,waterlogging,1030.2,1,Moderate,37,Severe,419,126209,43,1603,46796,256.4,46,1
Bapatla,Andhra Pradesh,2021,extreme_flood,2262.9,1,Catastrophic,13,Moderate,462,202883,67,2811,35464,719.6,36,0
Bapatla,Andhra Pradesh,2022,mild,991.8,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2023,severe_drought,346.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Bapatla,Andhra Pradesh,2024,urban_flood,1312.1,1,Moderate,58,Extreme,455,482317,50,1276,32190,440.2,27,1
Eluru,Andhra Pradesh,2015,urban_flood,1295.3,1,Moderate,45,Extreme,301,452473,32,1908,569,798.7,8,0
Eluru,Andhra Pradesh,2016,normal,912.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Eluru,Andhra Pradesh,2017,flood,1495.7,1,Severe,13,Moderate,355,244966,41,1265,14365,335.5,10,0
Eluru,Andhra Pradesh,2018,drought,510.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Eluru,Andhra Pradesh,2019,waterlogging,1397.9,1,Moderate,23,Severe,414,38501,70,2599,45547,527.0,3,1
Eluru,Andhra Pradesh,2020,extreme_flood,2270.4,1,Catastrophic,57,Extreme,309,379706,3,4872,12309,549.4,4,1
Eluru,Andhra Pradesh,2021,mild,1037.8,0,None,0,None,0,0,0,0,0,0.0,0,0
Eluru,Andhra Pradesh,2022,severe_drought,399.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Eluru,Andhra Pradesh,2023,urban_flood,1423.6,1,Moderate,4,Mild,447,478334,10,156,45171,503.0,30,1
Eluru,Andhra Pradesh,2024,normal,948.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2015,normal,1262.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2016,flood,1851.2,1,Severe,39,Severe,441,231309,67,4867,3865,82.0,8,1
Konaseema,Andhra Pradesh,2017,drought,710.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2018,waterlogging,1458.0,1,Moderate,24,Severe,9,285041,18,3068,14828,532.3,47,1
Konaseema,Andhra Pradesh,2019,extreme_flood,2606.6,1,Catastrophic,34,Severe,402,232567,44,3988,41333,613.5,49,0
Konaseema,Andhra Pradesh,2020,mild,1145.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2021,severe_drought,425.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2022,urban_flood,1522.1,1,Moderate,17,Moderate,97,96384,12,2895,39470,307.9,17,1
Konaseema,Andhra Pradesh,2023,normal,1214.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Konaseema,Andhra Pradesh,2024,flood,1672.2,1,Severe,17,Moderate,478,289777,44,1350,41074,672.4,6,1
Parvathipuram Manyam,Andhra Pradesh,2015,flood,2286.1,1,Severe,43,Extreme,180,418770,61,1941,16384,694.6,44,0
Parvathipuram Manyam,Andhra Pradesh,2016,drought,790.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Parvathipuram Manyam,Andhra Pradesh,2017,waterlogging,1574.3,1,Moderate,34,Severe,267,416025,8,3263,46608,146.4,46,1
Parvathipuram Manyam,Andhra Pradesh,2018,extreme_flood,2756.5,1,Catastrophic,57,Extreme,349,138875,27,3256,30373,108.2,33,0
Parvathipuram Manyam,Andhra Pradesh,2019,mild,1204.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Parvathipuram Manyam,Andhra Pradesh,2020,severe_drought,553.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Parvathipuram Manyam,Andhra Pradesh,2021,urban_flood,1615.9,1,Moderate,44,Extreme,492,459301,11,4733,42258,150.3,12,1
Parvathipuram Manyam,Andhra Pradesh,2022,normal,1141.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Parvathipuram Manyam,Andhra Pradesh,2023,flood,1967.7,1,Severe,43,Extreme,254,243303,64,4661,14441,470.7,15,0
Parvathipuram Manyam,Andhra Pradesh,2024,drought,886.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2015,drought,455.7,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2016,waterlogging,883.9,1,Moderate,2,Mild,371,6175,70,4635,48751,756.9,17,0
Sri Sathya Sai,Andhra Pradesh,2017,extreme_flood,1595.5,1,Catastrophic,29,Severe,475,388666,13,639,5118,157.6,42,0
Sri Sathya Sai,Andhra Pradesh,2018,mild,625.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2019,severe_drought,317.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2020,urban_flood,794.7,1,Moderate,21,Severe,284,201575,55,1165,24559,577.1,25,1
Sri Sathya Sai,Andhra Pradesh,2021,normal,572.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2022,flood,1098.3,1,Severe,21,Severe,237,65914,19,3051,30358,376.7,20,1
Sri Sathya Sai,Andhra Pradesh,2023,drought,368.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Sri Sathya Sai,Andhra Pradesh,2024,waterlogging,868.2,1,Moderate,30,Severe,162,411286,51,4172,46432,269.5,42,1
Tirupati,Andhra Pradesh,2015,waterlogging,1024.7,1,Moderate,39,Severe,111,487755,6,4946,5417,530.0,28,0
Tirupati,Andhra Pradesh,2016,extreme_flood,1564.5,1,Catastrophic,20,Severe,338,481868,34,1239,17850,585.9,6,0
Tirupati,Andhra Pradesh,2017,mild,743.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Tirupati,Andhra Pradesh,2018,severe_drought,376.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Tirupati,Andhra Pradesh,2019,urban_flood,988.5,1,Moderate,38,Severe,236,259704,7,1196,37671,584.6,3,1
Tirupati,Andhra Pradesh,2020,normal,837.8,0,None,0,None,0,0,0,0,0,0.0,0,0
Tirupati,Andhra Pradesh,2021,flood,1262.7,1,Severe,5,Mild,423,240938,43,1354,19241,588.4,25,1
Tirupati,Andhra Pradesh,2022,drought,496.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Tirupati,Andhra Pradesh,2023,waterlogging,1088.5,1,Moderate,1,Mild,250,451408,66,1905,10674,342.5,29,1
Tirupati,Andhra Pradesh,2024,extreme_flood,1618.8,1,Catastrophic,54,Extreme,426,496013,50,4511,13165,233.6,49,1
Hyderabad,Telangana,2015,extreme_flood,1771.4,1,Catastrophic,18,Moderate,98,319644,32,2266,28406,54.7,31,1
Hyderabad,Telangana,2016,mild,787.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Hyderabad,Telangana,2017,severe_drought,231.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Hyderabad,Telangana,2018,urban_flood,977.6,1,Moderate,25,Severe,448,72178,31,2748,16503,767.3,33,1
Hyderabad,Telangana,2019,normal,743.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Hyderabad,Telangana,2020,flood,1079.0,1,Severe,8,Moderate,125,334585,38,1414,14543,303.6,36,0
Hyderabad,Telangana,2021,drought,565.9,0,None,0,None,0,0,0,0,0,0.0,0,0
Hyderabad,Telangana,2022,waterlogging,882.0,1,Moderate,21,Severe,336,410108,76,3343,22575,187.1,2,1
Hyderabad,Telangana,2023,extreme_flood,1820.9,1,Catastrophic,25,Severe,166,374150,76,453,28984,175.7,17,1
Hyderabad,Telangana,2024,mild,799.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2015,mild,852.5,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2016,severe_drought,233.0,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2017,urban_flood,994.6,1,Moderate,38,Severe,424,7883,34,2963,3588,651.1,6,1
Rangareddy,Telangana,2018,normal,759.1,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2019,flood,1265.7,1,Severe,1,Mild,171,435563,61,18,46533,706.2,17,1
Rangareddy,Telangana,2020,drought,543.2,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2021,waterlogging,1016.8,1,Moderate,24,Severe,99,234074,13,3130,27296,554.0,27,1
Rangareddy,Telangana,2022,extreme_flood,1491.5,1,Catastrophic,16,Moderate,398,253415,11,1070,49091,425.6,40,1
Rangareddy,Telangana,2023,mild,753.4,0,None,0,None,0,0,0,0,0,0.0,0,0
Rangareddy,Telangana,2024,severe_drought,316.8,0,None,0,None,0,0,0,0,0,0.0,0,0
Medchal Malkajgiri,Telangana,2015,severe_drought,318.3,0,None,0,None,0,0,0,0,0,0.0,0,0
Medchal Malkajgiri,Telangana,2016,urban_flood,994.8,1,Moderate,36,Severe,149,196373,77,2883,11740,393.0,1,1
