circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
Telangana Circle,Hyderabad Region,Hanamkonda Division,Bandarupalli B.O,0.4070936124262813,BO,Delivery,Mulugu,TELANGANA,18.1662582,79.9346789
Telangana Circle,Hyderabad Region,Hanamkonda Division,Narlapur B.O,0.4071908573558699,BO,Delivery,WARANGAL,TELANGANA,18.2414939,79.6011127
Telangana Circle,Hyderabad Region,Hanamkonda Division,Mustialpalli B.O,0.4071908573558699,BO,Delivery,WARANGAL,TELANGANA,18.159929999999999,79.614320000000006
Telangana Circle,Hyderabad Region,Hanamkonda Division,Oorattam B.O,0.4071017161704137,BO,Delivery,Mulugu,TELANGANA,18.3228717,80.2191091
Telangana Circle,Hyderabad Region,Hanamkonda Division,Bittupalli B.O,0.4071017161704137,BO,Delivery,Mulugu,TELANGANA,18.1910045,80.1690875
Telangana Circle,Hyderabad City Region,Medak Division,Narlapur BO,0.39850161770992243,BO,Delivery,MEDAK,TELANGANA,18.074595,78.540842
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kothapalli v B.O,0.40674312549255565,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3679780,79.7826000
Telangana Circle,Hyderabad Region,Hanamkonda Division,Ramannagudem B.O,0.40710374210644684,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.251473000000001,79.856381499999998
Telangana Circle,Hyderabad Region,Hanamkonda Division,Repakpalli B.O,0.40710374210644684,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.2827041,79.7147792
Telangana Circle,Hyderabad Region,Hanamkonda Division,Dammannapet B.O,0.40710374210644684,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.2344293,79.7352230
Telangana Circle,Hyderabad Region,Hanamkonda Division,Ramannagudem B.O,0.4067329958123903,BO,Delivery,Mulugu,TELANGANA,18.3389210,80.4302319
Telangana Circle,Hyderabad Region,Hanamkonda Division,Sultanpur B.O,0.40710374210644684,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.2018606,79.8079134
Telangana Circle,Hyderabad Region,Hanamkonda Division,Nizampalli B.O,0.40710374210644684,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.165649999999999,79.810959999999994
Telangana Circle,Hyderabad Region,Hanamkonda Division,Gatlakaniparthy B.O,0.4070449899614871,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.1340162,79.6803943
Telangana Circle,Hyderabad Region,Hanamkonda Division,Taharapur B.O,0.4070449899614871,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.1269062,79.7084366
Telangana Circle,Hyderabad Region,Hanamkonda Division,Chinnakodepak B.O,0.4070449899614871,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.1650847,79.7393060
Telangana Circle,Hyderabad Region,Hanamkonda Division,Pathipak B.O,0.4070449899614871,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.1020054,79.7058414
Telangana Circle,Hyderabad Region,Hanamkonda Division,Pocharam B.O,0.4070449899614871,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.161560000000001,79.732100000000003
Telangana Circle,Hyderabad Region,Hanamkonda Division,Ramtheertham B.O,0.40710779397851293,BO,Delivery,WARANGAL,TELANGANA,18.049019999999999,79.876589999999993
Telangana Circle,Hyderabad Region,Karimnagar Division,Donthapur B.O,0.40523380314789936,BO,Delivery,Jagitial,TELANGANA,19.0373464,79.0338275
Telangana Circle,Hyderabad Region,Karimnagar Division,Kothapalli B.O,0.404988664887895,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.2578900,78.5845370
Telangana Circle,Hyderabad Region,Karimnagar Division,Mallareddipet B.O,0.404988664887895,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3242230,78.6185940
Telangana Circle,Hyderabad Region,Karimnagar Division,Narmala B.O,0.404988664887895,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3615390,78.6549670
Telangana Circle,Hyderabad Region,Karimnagar Division,Rapalli B.O,0.40545057830344067,BO,Delivery,Jagitial,TELANGANA,18.8123700,79.0406660
Telangana Circle,Hyderabad Region,Karimnagar Division,Vemulakurthi B.O,0.40528445154872694,BO,Delivery,Jagitial,TELANGANA,18.9632340,78.5991950
Telangana Circle,Hyderabad Region,Karimnagar Division,Maddutla B.O,0.40528850342079303,BO,Delivery,Jagitial,TELANGANA,18.7138570,78.8962190
Telangana Circle,Hyderabad Region,Karimnagar Division,Bandapalli B.O,0.40518923255517125,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.5272830,78.7340780
Telangana Circle,Hyderabad Region,Karimnagar Division,Kalvakota B.O,0.4052905293568262,BO,Delivery,Jagitial,TELANGANA,18.7641210,78.7830380
Telangana Circle,Hyderabad Region,Karimnagar Division,Katlakunta B.O,0.4052905293568262,BO,Delivery,Jagitial,TELANGANA,18.8356860,78.8114980
Telangana Circle,Hyderabad Region,Karimnagar Division,Mohanraopet B.O,0.4052905293568262,BO,Delivery,Jagitial,TELANGANA,18.8126660,78.7791610
Telangana Circle,Hyderabad Region,Karimnagar Division,Chowlamaddi B.O,0.40503120954458993,BO,Delivery,Jagitial,TELANGANA,18.8279680,78.6504790
Telangana Circle,Hyderabad Region,Karimnagar Division,Metlachittapur B.O,0.40503120954458993,BO,Delivery,Jagitial,TELANGANA,18.7904150,78.5902140
Telangana Circle,Hyderabad Region,Karimnagar Division,Namapur B.O,0.4051912584912044,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.2905940,78.6728170
Telangana Circle,Hyderabad Region,Karimnagar Division,Mogalpet B.O,0.4050433651607884,BO,Delivery,Jagitial,TELANGANA,18.9657720,78.6522710
Telangana Circle,Hyderabad Region,Karimnagar Division,Chittapur B.O,0.4050433651607884,BO,Delivery,Jagitial,TELANGANA,18.8905270,78.6951790
Telangana Circle,Hyderabad City Region,Sangareddy Division,Ratnapur B.O,0.39892909021290557,BO,Delivery,MEDAK,TELANGANA,17.826485219407783,78.34469553793872
Telangana Circle,Hyderabad Region,Karimnagar Division,Sataram B.O,0.4050433651607884,BO,Delivery,Jagitial,TELANGANA,18.9016940,78.7447640
Telangana Circle,Hyderabad Region,Karimnagar Division,Nakkalapet B.O,0.4052925552928591,BO,Delivery,Jagitial,TELANGANA,18.9711450,79.0602680
Telangana Circle,Hyderabad Region,Karimnagar Division,Thumminala B.O,0.4052925552928591,BO,Delivery,Jagitial,TELANGANA,18.9500200,79.0623870
Telangana Circle,Hyderabad Region,Karimnagar Division,Chelgal B.O,0.4052945812288923,BO,Delivery,Jagitial,TELANGANA,18.8129970,78.8764290
Telangana Circle,Hyderabad Region,Karimnagar Division,Morapalli B.O,0.4052945812288923,BO,Delivery,Jagitial,TELANGANA,18.8271220,78.8566660
Telangana Circle,Hyderabad Region,Karimnagar Division,Pembatla Konapur B.O,0.4054445004953414,BO,Delivery,Jagitial,TELANGANA,18.8699630,78.9384410
Telangana Circle,Hyderabad Region,Karimnagar Division,Adivipadira B.O,0.4049906908239279,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.5085350,78.5988310
Telangana Circle,Hyderabad Region,Karimnagar Division,Almaspur B.O,0.4049906908239279,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.4295150,78.6543420
Telangana Circle,Hyderabad Region,Karimnagar Division,Koratlapet B.O,0.4049906908239279,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3559400,78.6235600
Telangana Circle,Hyderabad Region,Karimnagar Division,Samudralingapur B.O,0.4049906908239279,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3790740,78.5893890
Telangana Circle,Hyderabad Region,Karimnagar Division,Joganapalli B.O,0.40530471090905784,BO,Delivery,Jagitial,TELANGANA,18.8623870,78.7840750
Telangana Circle,Hyderabad Region,Karimnagar Division,Kummarpalli B.O,0.40530471090905784,BO,Delivery,Jagitial,TELANGANA,18.8990370,78.8279770
Telangana Circle,Hyderabad Region,Karimnagar Division,Mootapalli B.O,0.40530471090905784,BO,Delivery,Jagitial,TELANGANA,18.9468830,78.8028670
Telangana Circle,Hyderabad Region,Karimnagar Division,Thimmapur B.O,0.4049947426959942,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.5778660,78.8004040
Telangana Circle,Hyderabad Region,Warangal Division,Mallial B.O,0.4066053618423052,BO,Delivery,MAHABUBABAD,TELANGANA,17.560186000000002,79.961567000000002
Telangana Circle,Hyderabad Region,Karimnagar Division,Dharmaram B.O,0.4049825870797955,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.4455670,78.7409230
Telangana Circle,Hyderabad Region,Karimnagar Division,Kanagarthi B.O,0.4049825870797955,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.4800750,78.7577680
Telangana Circle,Hyderabad Region,Karimnagar Division,Katkur B.O,0.4049825870797955,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3479110,78.7582470
Telangana Circle,Hyderabad Region,Karimnagar Division,Bonala B.O,0.4049825870797955,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3958520,78.7787750
Telangana Circle,Hyderabad Region,Karimnagar Division,Venkatraopet B  O,0.4049825870797955,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.4349270,78.9691250
Telangana Circle,Hyderabad Region,Nizamabad Division,BASWAPUR B.O,0.4009388187577366,BO,Delivery,KAMAREDDY,TELANGANA,18.3605683,77.6035566
Telangana Circle,Hyderabad Region,Karimnagar Division,Tangallapalli B.O,0.40519328442723757,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3683220,78.8166260
Telangana Circle,Hyderabad Region,Karimnagar Division,Akkannapet B.O,0.40531686652525634,BO,Delivery,SIDDIPET,TELANGANA,18.0323970,79.2074880
Telangana Circle,Hyderabad Region,Karimnagar Division,Dacharam B.O,0.40519328442723757,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.2484850,79.0548280
Telangana Circle,Hyderabad Region,Karimnagar Division,Gundaram B.O,0.40544247455930826,BO,Delivery,SIDDIPET,TELANGANA,18.2455510,78.9811850
Telangana Circle,Hyderabad Region,Karimnagar Division,Repaka B.O,0.40544247455930826,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.2640310,78.9771940
Telangana Circle,Hyderabad Region,Karimnagar Division,Tadagonda B.O,0.40543437081517586,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.5343190,78.9435160
Telangana Circle,Hyderabad Region,Karimnagar Division,Ottimalla B.O,0.40543437081517586,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.5461330,78.8919850
Telangana Circle,Hyderabad Region,Karimnagar Division,Mallapur B.O,0.40521354378756846,BO,Delivery,PEDDAPALLI,TELANGANA,18.6526470,79.1573950
Telangana Circle,Hyderabad Region,Karimnagar Division,Ambaripet B.O,0.4054384226872422,BO,Delivery,Jagitial,TELANGANA,18.7964160,79.1865560
Telangana Circle,Hyderabad Region,Karimnagar Division,Muthunur B.O,0.4054384226872422,BO,Delivery,Jagitial,TELANGANA,18.8370670,79.2254590
Telangana Circle,Hyderabad City Region,Sangareddy Division,Atmakur B.O,0.39888451962017746,BO,Delivery,SANGAREDDY,TELANGANA,17.682775,77.93443
Telangana Circle,Hyderabad Region,Karimnagar Division,Jagadevpet B.O,0.4054384226872422,BO,Delivery,Jagitial,TELANGANA,18.8218060,79.1532110
Telangana Circle,Hyderabad Region,Karimnagar Division,Achampalli B.O,0.4052743218685614,BO,Delivery,KARIMNAGAR,TELANGANA,18.4772630,78.9906590
Telangana Circle,Hyderabad Region,Karimnagar Division,Nagireddipur B.O,0.4052743218685614,BO,Delivery,KARIMNAGAR,TELANGANA,18.5941830,79.0266640
Telangana Circle,Hyderabad Region,Karimnagar Division,Kurikyal B.O,0.4052743218685614,BO,Delivery,KARIMNAGAR,TELANGANA,18.5462960,79.0026640
Telangana Circle,Hyderabad Region,Karimnagar Division,Gouravelli B.O,0.4053188924612895,BO,Delivery,SIDDIPET,TELANGANA,18.0692370,79.1201230
Telangana Circle,Hyderabad Region,Karimnagar Division,Pandilla B.O,0.4053188924612895,BO,Delivery,SIDDIPET,TELANGANA,18.1345730,79.1640240
Telangana Circle,Hyderabad Region,Karimnagar Division,Parveda B.O,0.4053188924612895,BO,Delivery,SIDDIPET,TELANGANA,18.1600170,79.1485040
Telangana Circle,Hyderabad Region,Karimnagar Division,Cheppial B.O,0.4053877742864148,BO,Delivery,Jagitial,TELANGANA,18.6126490,78.9306840
Telangana Circle,Hyderabad Region,Karimnagar Division,Vallampatla B.O,0.4051872066191383,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3552880,78.9330980
Telangana Circle,Hyderabad Region,Warangal Division,Anantharam B.O,0.4066053618423052,BO,Delivery,MAHABUBABAD,TELANGANA,17.579708,80.042347000000007
Telangana Circle,Hyderabad Region,Karimnagar Division,Algunur B.O,0.4054404486232751,BO,Delivery,KARIMNAGAR,TELANGANA,18.4016640,79.1458940
Telangana Circle,Hyderabad Region,Karimnagar Division,Polampalli B.O,0.4053229443333556,BO,Delivery,KARIMNAGAR,TELANGANA,18.3026950,79.2370250
Telangana Circle,Hyderabad Region,Karimnagar Division,Bommakal B.O,0.4043768322058999,BO,Delivery,KARIMNAGAR,TELANGANA,18.4464510,79.1633180
Telangana Circle,Hyderabad Region,Karimnagar Division,Durshed B.O,0.4043768322058999,BO,Delivery,KARIMNAGAR,TELANGANA,18.4602630,79.1842390
Telangana Circle,Hyderabad Region,Karimnagar Division,Nallagonda B.O,0.4053472555657528,BO,Delivery,KARIMNAGAR,TELANGANA,18.3076250,79.1865130
Telangana Circle,Hyderabad Region,Karimnagar Division,Ramancha B.O,0.4053472555657528,BO,Delivery,KARIMNAGAR,TELANGANA,18.2668360,79.1450570
Telangana Circle,Hyderabad Region,Karimnagar Division,Katnapalli B.O,0.4054485523674075,BO,Delivery,KARIMNAGAR,TELANGANA,18.5436400,79.1125060
Telangana Circle,Hyderabad Region,Karimnagar Division,Koheda B.O,0.405331048077488,BO,Delivery,SIDDIPET,TELANGANA,18.1714490,79.0938590
Telangana Circle,Hyderabad Region,Karimnagar Division,Jangapalli B.O,0.4054465264313746,BO,Delivery,KARIMNAGAR,TELANGANA,18.3267210,79.0880440
Telangana Circle,Hyderabad Region,Karimnagar Division,Tallapalli B.O,0.4054465264313746,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.1243470,78.9650270
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Nagal Kadmoor B.O,0.412739896150519,BO,Delivery,WANAPARTHY,TELANGANA,16.3752813,77.7747811
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Irladinne B.O,0.412739896150519,BO,Delivery,WANAPARTHY,TELANGANA,16.3753043,77.7747922
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Mittadoddi B.O,0.41273381834241973,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0176398,77.6714337
Telangana Circle,Hyderabad City Region,Sangareddy Division,Gopanpally B.O,0.39874270409786094,BO,Delivery,SANGAREDDY,TELANGANA,17.675455490817892,77.51495291758768
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Rekulampalli B.O,0.4129202044574646,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.4989232,77.8770759
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Alwalpad B.O,0.41274597395861823,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2423266,77.6194372
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Beechpally B.O,0.41274597395861823,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.1612077,77.9296164
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Thimmapur B.O,0.41274597395861823,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.1735577,77.9089354
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tottinon Doddi B.O,0.4127378702144858,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9841544,77.5459010
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Erikichedu B.O,0.4127378702144858,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0889349,77.5472846
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddamamidala Padu B.O,0.4127358442784529,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9947800,77.9217000
