District,State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Pre_Monsoon_mm,Post_Monsoon_mm,Winter_mm,Monsoon_Percent,Rainfall_Category,Flood_Occurred,Drought_Declared,Waterlogging_Risk,Peak_Month,Peak_Rainfall_mm,Consecutive_Dry_Days_Avg,Heavy_Rain_Days,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
27,0,2019,933.5,850,9.8,792.3,74.2,36.1,9.7,84.9,2,0,0,2,1,225.9,22,7,6.4,3.3,18.4,11.8,44.0,131.2,225.9,200.5,142.7,92.0,35.4,0.7
27,0,2020,1200.8,850,41.3,1067.1,100.5,33.3,15.3,88.9,1,1,0,0,1,308.5,20,25,0.0,15.3,8.4,32.8,59.3,190.7,308.5,257.3,189.5,121.1,22.6,10.7
27,0,2021,1096.8,850,29.0,942.1,80.1,49.8,9.5,85.9,1,1,0,0,1,263.0,8,7,9.5,0.0,17.2,7.9,55.0,153.7,263.0,231.6,178.3,115.5,41.9,7.9
27,0,2022,676.8,850,-20.4,572.8,57.4,27.7,14.5,84.6,0,0,0,1,1,183.2,4,1,6.2,8.3,10.7,6.2,40.5,91.6,183.2,134.3,101.0,62.7,18.8,8.9
27,0,2023,1106.0,850,30.1,993.8,79.5,63.1,6.0,89.9,1,1,0,0,1,289.4,6,15,0.0,6.0,4.5,23.8,51.2,166.9,289.4,256.9,161.7,118.9,40.3,22.8
27,0,2024,940.9,850,10.7,808.4,46.1,42.4,26.8,85.9,2,0,0,2,1,237.1,3,3,6.9,19.9,1.3,11.0,33.8,133.1,237.1,196.0,135.7,106.5,25.5,16.9
16,0,2015,1266.3,900,40.7,1107.9,88.2,59.0,36.6,87.5,1,1,0,0,1,316.4,19,13,27.3,9.3,0.0,34.4,53.8,180.9,316.4,285.9,198.1,126.6,32.1,26.9
16,0,2016,880.8,900,-2.1,750.6,45.0,11.4,17.9,85.2,2,0,0,1,1,224.1,6,2,2.2,15.7,1.1,7.8,36.1,125.8,224.1,182.3,136.8,81.6,11.4,0.0
16,0,2017,986.6,900,9.6,870.2,66.0,34.0,23.6,88.2,2,0,0,2,1,250.1,12,5,11.9,11.7,9.1,28.4,28.5,142.3,250.1,222.8,145.1,109.9,27.1,6.9
16,0,2018,1015.8,900,12.9,872.1,69.7,46.8,16.4,85.9,2,0,0,2,1,259.1,4,3,16.4,0.0,4.3,28.8,36.6,144.6,259.1,214.4,164.2,89.8,36.7,10.1
16,0,2019,614.3,900,-31.7,518.3,48.7,42.7,19.8,84.4,0,0,1,1,1,141.3,20,9,11.5,8.3,5.5,12.0,31.2,105.3,141.3,120.7,101.3,49.7,33.0,9.7
16,0,2020,954.6,900,6.1,766.4,59.5,46.7,17.2,80.3,2,0,0,2,1,226.5,3,7,3.5,13.7,3.2,11.2,45.1,129.4,226.5,195.2,132.8,82.5,43.5,3.2
16,0,2021,722.7,900,-19.7,611.2,54.7,24.9,28.1,84.6,2,0,0,1,1,171.9,13,5,20.3,7.8,3.2,25.7,25.8,103.5,171.9,155.3,102.9,77.6,15.4,9.5
16,0,2022,497.7,900,-44.7,480.4,38.3,44.6,17.9,96.5,0,0,1,1,1,123.4,14,0,17.9,0.0,2.2,18.1,18.0,88.1,123.4,120.7,84.0,64.2,27.7,16.9
16,0,2023,841.8,900,-6.5,709.1,92.9,50.4,14.1,84.2,2,0,0,1,1,200.3,17,5,0.0,14.1,22.8,23.6,46.5,135.4,200.3,177.7,121.5,74.2,27.7,22.7
16,0,2024,895.1,900,-0.5,756.4,46.5,15.8,3.3,84.5,2,0,0,1,1,216.4,4,5,0.0,3.3,9.8,12.6,24.1,132.5,216.4,209.2,122.3,76.0,12.0,3.8
23,0,2015,1205.1,950,26.9,1062.6,77.7,26.8,24.9,88.2,1,1,0,0,1,307.8,9,24,7.8,17.1,0.0,20.8,56.9,189.9,307.8,256.3,173.2,135.4,24.3,2.5
23,0,2016,849.3,950,-10.6,748.4,56.8,30.4,8.4,88.1,2,0,0,1,1,215.2,13,6,0.0,8.4,7.8,29.0,20.0,122.0,215.2,190.0,126.8,94.4,12.4,18.0
23,0,2017,655.9,950,-31.0,548.6,15.5,44.5,29.1,83.6,0,0,1,1,1,154.4,14,9,18.1,11.0,0.0,0.0,15.5,101.7,154.4,136.1,84.1,72.3,29.0,15.5
23,0,2018,1193.1,950,25.6,1078.3,77.9,27.0,34.2,90.4,1,1,0,0,1,308.4,12,8,23.9,10.3,10.0,32.4,35.5,179.6,308.4,272.4,192.6,125.3,27.0,0.0
23,0,2019,1034.9,950,8.9,939.2,97.7,65.6,2.6,90.8,2,0,0,2,1,267.5,5,6,2.6,0.0,12.9,28.6,56.2,163.0,267.5,231.2,169.8,107.7,41.9,23.7
23,0,2020,601.0,950,-36.7,533.1,21.9,37.9,0.0,88.7,0,0,1,1,1,156.6,17,5,0.0,0.0,0.0,2.6,19.3,91.5,156.6,123.5,95.3,66.2,19.8,18.1
23,0,2021,950.1,950,0.0,805.9,47.1,14.3,11.5,84.8,2,0,0,2,1,240.8,3,5,0.0,11.5,6.5,12.5,28.1,137.6,240.8,211.3,132.4,83.8,14.3,0.0
23,0,2022,555.2,950,-41.6,464.3,48.3,3.2,14.6,83.6,0,0,1,1,1,129.7,18,3,4.6,10.0,15.5,0.0,32.8,84.7,129.7,116.7,76.7,56.5,3.2,0.0
23,0,2023,532.8,950,-43.9,457.1,66.8,21.5,20.5,85.8,0,0,1,1,1,120.1,4,9,9.1,11.4,9.9,24.7,32.2,78.4,120.1,116.5,85.6,56.5,17.1,4.4
23,0,2024,799.2,950,-15.9,705.3,48.5,24.8,8.0,88.3,2,0,0,1,1,209.7,16,6,8.0,0.0,3.2,10.7,34.6,106.9,209.7,177.7,125.0,86.0,17.7,7.1
9,0,2015,1192.4,880,35.5,1026.3,63.0,68.6,45.3,86.1,1,1,0,0,1,291.4,16,6,26.0,19.3,2.2,10.8,50.0,174.6,291.4,271.6,174.9,113.8,46.3,22.3
9,0,2016,1253.2,880,42.4,1130.2,60.9,56.3,33.4,90.2,1,1,0,0,1,328.2,13,15,23.1,10.3,0.0,10.1,50.8,183.3,328.2,283.9,195.8,139.0,49.2,7.1
9,0,2017,1173.2,880,33.3,1024.4,95.8,39.2,19.0,87.3,1,1,0,0,1,286.4,23,7,8.1,10.9,15.6,35.7,44.5,184.5,286.4,264.0,161.0,128.5,21.1,18.1
9,0,2018,730.0,880,-17.0,622.7,45.6,24.6,12.1,85.3,2,0,0,1,1,169.7,3,7,7.2,4.9,0.0,9.6,36.0,114.6,169.7,168.0,96.1,74.3,14.7,9.9
9,0,2019,770.2,880,-12.5,703.4,76.8,29.2,1.1,91.3,2,0,0,1,1,204.9,15,7,0.0,1.1,19.6,19.5,37.7,128.1,204.9,176.6,106.5,87.3,14.2,15.0
9,0,2020,733.8,880,-16.6,601.0,42.8,30.6,38.6,81.9,2,0,0,1,1,168.9,24,0,16.4,22.2,0.0,12.8,30.0,103.9,168.9,153.0,103.5,71.7,12.1,18.5
9,0,2021,1206.5,880,37.1,1012.8,70.0,49.2,10.5,83.9,1,1,0,0,1,287.7,10,16,1.7,8.8,11.8,12.4,45.8,175.5,287.7,254.5,188.9,106.2,49.2,0.0
9,0,2022,917.0,880,4.2,767.8,95.0,41.7,22.3,83.7,2,0,0,2,1,223.7,8,0,22.3,0.0,23.5,33.2,38.3,127.7,223.7,199.5,131.8,85.1,41.7,0.0
9,0,2023,1034.9,880,17.6,919.5,73.9,50.5,26.8,88.8,2,0,0,2,1,253.3,21,6,22.8,4.0,0.9,25.2,47.8,160.9,253.3,220.2,168.9,116.2,29.8,20.7
9,0,2024,628.8,880,-28.5,556.1,44.5,35.0,11.5,88.4,0,0,1,1,1,161.3,17,3,4.1,7.4,0.0,10.9,33.6,99.7,161.3,150.6,79.9,64.6,27.5,7.5
6,0,2015,1553.7,1000,55.4,1378.5,117.8,64.7,43.0,88.7,1,1,0,0,1,383.5,15,10,22.6,20.4,25.0,19.9,72.9,235.9,383.5,351.3,242.1,165.7,35.1,29.6
6,0,2016,1230.6,1000,23.1,1095.4,81.3,60.3,19.2,89.0,1,0,0,0,1,317.5,9,4,9.7,9.5,17.7,11.6,52.0,192.8,317.5,260.9,196.5,127.7,48.4,11.9
6,0,2017,1515.0,1000,51.5,1307.9,92.7,46.1,40.7,86.3,1,1,0,0,1,371.8,22,27,27.1,13.6,8.4,27.1,57.2,220.9,371.8,344.1,214.3,156.8,35.6,10.5
6,0,2018,833.5,1000,-16.7,760.2,48.0,15.7,36.3,91.2,2,0,0,1,1,216.3,15,4,16.4,19.9,0.0,15.6,32.4,136.2,216.3,183.8,130.1,93.8,10.3,5.4
6,0,2019,619.6,1000,-38.0,551.0,44.7,18.2,5.5,88.9,0,0,1,1,1,166.3,11,6,2.2,3.3,0.0,12.3,32.4,102.6,166.3,135.9,96.9,49.3,18.2,0.0
6,0,2020,1506.6,1000,50.7,1279.3,124.7,70.8,33.1,84.9,1,1,0,0,1,362.1,22,27,29.9,3.2,7.1,43.6,74.0,213.9,362.1,321.3,240.9,141.1,45.3,25.5
6,0,2021,1184.7,1000,18.5,1008.6,87.3,55.2,27.9,85.1,2,0,0,2,1,282.2,17,9,5.2,22.7,5.4,29.3,52.6,169.4,282.2,257.9,171.4,127.7,44.6,10.6
6,0,2022,1418.5,1000,41.9,1209.0,91.8,45.9,19.3,85.2,1,1,0,0,1,342.4,16,1,11.9,7.4,7.1,29.5,55.2,211.0,342.4,318.6,204.2,132.8,39.9,6.0
6,0,2023,940.0,1000,-6.0,800.8,58.0,45.6,18.4,85.2,2,0,0,1,1,232.4,17,6,7.9,10.5,0.5,8.5,49.0,139.0,232.4,192.9,140.9,95.6,30.0,15.6
6,0,2024,814.8,1000,-18.5,687.1,40.2,13.8,39.1,84.3,2,0,0,1,1,198.5,15,0,17.5,21.6,0.0,16.2,24.0,109.0,198.5,168.6,128.5,82.5,13.8,0.0
25,0,2015,876.7,970,-9.6,744.1,34.9,52.2,14.5,84.9,2,0,0,1,1,223.9,14,7,11.3,3.2,0.0,9.2,25.7,129.3,223.9,185.8,116.9,88.2,29.5,22.7
25,0,2016,1013.4,970,4.5,869.2,67.7,56.4,35.3,85.8,2,0,0,2,1,253.5,4,9,12.3,23.0,20.0,15.0,32.7,144.9,253.5,230.3,152.1,88.4,37.1,19.3
25,0,2017,1381.8,970,42.5,1242.3,62.3,78.5,45.3,89.9,1,1,0,0,1,355.2,21,24,21.1,24.2,0.7,13.6,48.0,219.3,355.2,309.5,213.3,145.0,54.7,23.8
25,0,2018,1211.5,970,24.9,1059.9,81.4,34.9,20.3,87.5,1,0,0,0,1,317.2,17,2,3.5,16.8,9.9,13.8,57.7,182.0,317.2,260.0,181.1,119.6,25.0,9.9
25,0,2019,960.0,970,-1.0,794.2,57.3,21.3,7.6,82.7,2,0,0,1,1,228.7,24,9,7.6,0.0,10.1,19.3,27.9,132.1,228.7,199.2,147.3,86.9,21.3,0.0
25,0,2020,750.8,970,-22.6,637.2,45.5,8.6,18.8,84.9,0,0,0,1,1,180.3,11,0,4.1,14.7,5.0,22.1,18.4,121.8,180.3,157.6,115.3,62.2,8.3,0.3
25,0,2021,1457.9,970,50.3,1248.9,95.4,62.3,39.3,85.7,1,1,0,0,1,352.8,23,12,25.0,14.3,0.7,30.2,64.5,213.9,352.8,314.1,226.8,141.3,53.1,9.2
25,0,2022,977.4,970,0.8,859.3,37.6,24.0,8.3,87.9,2,0,0,2,1,258.3,22,1,8.3,0.0,0.0,10.1,27.5,141.9,258.3,215.3,150.4,93.4,24.0,0.0
25,0,2023,662.4,970,-31.7,583.9,54.0,8.6,20.4,88.1,0,0,1,1,1,175.8,18,6,5.9,14.5,0.0,12.7,41.3,105.0,175.8,143.2,107.4,52.5,8.6,0.0
25,0,2024,1394.9,970,43.8,1202.2,102.2,54.3,27.9,86.2,1,1,0,0,1,344.0,12,15,9.3,18.6,20.2,30.5,51.5,211.5,344.0,294.4,224.0,128.3,29.0,25.3
10,0,2015,1257.5,1020,23.3,1100.5,73.4,65.5,16.7,87.5,1,0,0,0,1,314.7,19,8,7.4,9.3,5.4,20.4,47.6,195.2,314.7,289.9,174.9,125.8,40.3,25.2
10,0,2016,1175.2,1020,15.2,1037.2,86.1,34.4,26.4,88.3,2,0,0,2,1,298.5,11,7,22.4,4.0,23.0,9.1,54.0,189.3,298.5,256.7,162.6,130.1,34.4,0.0
10,0,2017,1077.0,1020,5.6,946.4,70.5,46.5,2.2,87.9,2,0,0,2,1,278.8,5,6,0.0,2.2,0.0,23.8,46.7,161.7,278.8,247.8,165.0,93.1,38.2,8.3
10,0,2018,1243.6,1020,21.9,1092.5,89.4,75.9,23.1,87.8,1,0,0,0,1,319.7,3,9,18.9,4.2,0.4,37.4,51.6,176.2,319.7,286.1,176.6,133.9,50.3,25.6
10,0,2019,568.8,1020,-44.2,492.7,24.2,22.6,3.6,86.6,0,0,1,1,1,152.7,23,6,0.0,3.6,2.7,1.9,19.6,75.6,152.7,119.1,88.3,57.0,3.6,19.0
10,0,2020,909.1,1020,-10.9,783.4,51.4,18.1,4.2,86.2,2,0,0,1,1,232.9,8,9,0.0,4.2,0.0,14.1,37.3,147.5,232.9,188.4,125.8,88.8,18.1,0.0
10,0,2021,581.9,1020,-43.0,520.3,65.2,24.1,15.7,89.4,0,0,1,1,1,156.3,16,5,15.7,0.0,20.1,14.8,30.3,75.6,156.3,138.2,91.9,58.3,24.1,0.0
10,0,2022,1468.6,1020,44.0,1259.8,95.5,62.5,13.3,85.8,1,1,0,0,1,356.6,6,27,10.4,2.9,12.3,36.2,47.0,211.5,356.6,332.0,207.2,152.5,40.1,22.4
10,0,2023,683.7,1020,-33.0,591.6,42.2,43.4,17.4,86.5,0,0,1,1,1,172.6,6,1,1.3,16.1,0.0,5.1,37.1,117.2,172.6,143.8,99.5,58.5,28.4,15.0
10,0,2024,1251.7,1020,22.7,1082.2,91.8,59.3,38.9,86.5,1,0,0,0,1,298.3,13,6,23.1,15.8,23.1,18.0,50.7,186.3,298.3,277.1,192.6,127.9,44.6,14.7
24,0,2015,705.9,1050,-32.8,622.5,41.9,36.8,10.3,88.2,0,0,1,1,1,183.1,13,2,10.0,0.3,0.0,12.0,29.9,100.7,183.1,159.6,100.9,78.2,25.6,11.2
24,0,2016,1616.7,1050,54.0,1404.5,92.0,65.8,44.5,86.9,1,1,0,0,1,398.1,7,17,25.7,18.8,8.7,23.4,59.9,241.8,398.1,356.1,232.5,176.0,36.7,29.1
24,0,2017,1156.7,1050,10.2,1000.7,74.2,22.2,27.9,86.5,2,0,0,2,1,289.1,15,5,18.3,9.6,15.5,18.4,40.3,175.9,289.1,256.9,167.1,111.7,22.2,0.0
24,0,2018,691.9,1050,-34.1,594.4,57.5,31.0,16.3,85.9,0,0,1,1,1,167.1,9,1,16.3,0.0,11.7,7.0,38.8,103.3,167.1,152.7,100.2,71.1,9.2,21.8
24,0,2019,887.9,1050,-15.4,788.5,50.7,31.1,11.9,88.8,2,0,0,1,1,228.0,18,8,1.2,10.7,0.0,18.4,32.3,135.5,228.0,199.4,147.7,77.9,24.5,6.6
24,0,2020,610.6,1050,-41.8,529.2,66.4,29.1,11.2,86.7,0,0,1,1,1,138.9,16,6,3.0,8.2,19.7,12.7,34.0,93.0,138.9,128.8,93.9,74.6,29.1,0.0
24,0,2021,1218.1,1050,16.0,1082.4,90.0,42.1,47.0,88.9,2,0,0,2,1,297.8,13,5,25.5,21.5,19.4,31.5,39.1,192.5,297.8,280.9,178.7,132.5,29.5,12.6
24,0,2022,1305.3,1050,24.3,1163.7,91.5,63.0,42.7,89.2,1,0,0,0,1,333.7,24,4,23.1,19.6,13.8,12.5,65.2,202.0,333.7,296.0,203.2,128.8,46.2,16.8
24,0,2023,1462.2,1050,39.3,1292.2,79.5,67.3,11.9,88.4,1,1,0,0,1,354.1,8,27,0.9,11.0,0.7,17.3,61.5,230.5,354.1,320.2,231.7,155.7,44.5,22.8
24,0,2024,751.8,1050,-28.4,660.1,70.1,14.7,0.0,87.8,0,0,1,1,1,187.7,18,7,0.0,0.0,3.0,28.0,39.1,110.8,187.7,158.4,118.9,84.3,14.7,0.0
8,0,2015,1419.5,1200,18.3,1259.7,121.0,66.1,56.1,88.7,2,0,0,2,1,366.7,22,0,28.8,27.3,25.1,40.1,55.8,217.7,366.7,309.1,226.8,139.4,45.6,20.5
8,0,2016,968.2,1200,-19.3,842.0,70.7,43.5,27.4,87.0,2,0,0,1,1,236.7,20,4,17.1,10.3,2.7,27.7,40.3,150.1,236.7,212.4,148.8,94.0,20.0,23.5
8,0,2017,1584.7,1200,32.1,1358.9,106.8,65.1,24.7,85.8,1,1,0,0,1,396.1,7,24,13.2,11.5,13.1,29.0,64.7,239.0,396.1,337.7,237.6,148.5,36.3,28.8
8,0,2018,1491.0,1200,24.2,1314.4,112.6,46.3,39.2,88.2,1,0,0,0,1,382.4,7,7,12.0,27.2,19.0,37.9,55.7,237.4,382.4,338.6,213.8,142.2,38.3,8.0
8,0,2019,700.2,1200,-41.6,579.7,42.9,39.4,0.2,82.8,0,0,1,1,1,160.2,21,4,0.0,0.2,0.0,6.0,36.9,106.9,160.2,151.9,102.3,58.4,26.3,13.1
8,0,2020,1051.6,1200,-12.4,906.2,84.7,39.6,45.5,86.2,2,0,0,1,1,254.1,17,6,25.0,20.5,9.6,22.7,52.4,157.2,254.1,241.2,158.9,94.8,31.7,7.9
8,0,2021,818.8,1200,-31.8,724.3,50.3,21.8,28.0,88.5,0,0,1,1,1,201.0,13,5,19.4,8.6,5.3,6.2,38.8,135.6,201.0,172.4,124.5,90.8,9.7,12.1
8,0,2022,1336.5,1200,11.4,1178.5,72.8,61.7,49.5,88.2,2,0,0,2,1,327.1,11,8,25.7,23.8,2.2,14.5,56.1,201.4,327.1,306.0,213.3,130.7,51.8,9.9
8,0,2023,1259.7,1200,5.0,1070.1,89.8,62.3,26.7,84.9,2,0,0,2,1,302.9,24,4,1.3,25.4,11.2,32.2,46.4,174.5,302.9,277.0,194.7,121.0,43.7,18.6
8,0,2024,958.6,1200,-20.1,849.6,71.1,41.8,8.3,88.6,0,0,0,1,1,246.2,10,5,8.0,0.3,2.6,20.2,48.3,140.8,246.2,222.2,135.3,105.1,36.5,5.3
18,0,2015,1103.7,1350,-18.2,970.6,70.5,57.2,28.3,87.9,2,0,0,1,1,277.9,18,6,19.2,9.1,6.0,12.4,52.1,174.1,277.9,256.5,160.1,102.0,38.4,18.8
18,0,2016,851.1,1350,-37.0,785.0,72.2,48.6,40.6,92.2,0,0,1,1,1,213.2,6,7,17.8,22.8,12.9,10.4,48.9,139.5,213.2,197.0,137.1,98.2,35.8,12.8
18,0,2017,1315.3,1350,-2.6,1203.4,96.7,33.5,18.3,91.5,2,0,0,1,1,340.9,23,7,4.8,13.5,14.6,27.5,54.6,210.8,340.9,300.6,206.3,144.8,27.4,6.1
18,0,2018,833.3,1350,-38.3,733.8,66.5,36.2,16.3,88.1,0,0,1,1,1,203.8,19,7,0.0,16.3,8.1,28.1,30.3,118.1,203.8,189.7,126.7,95.5,28.1,8.1
18,0,2019,1661.8,1350,23.1,1443.4,129.2,81.6,31.3,86.9,1,0,0,0,1,428.7,18,0,23.4,7.9,28.2,36.7,64.3,239.7,428.7,373.2,240.5,161.3,59.1,22.5
18,0,2020,1367.9,1350,1.3,1200.0,105.3,49.3,30.5,87.7,2,0,0,2,1,340.8,13,3,20.2,10.3,5.0,31.3,69.0,199.5,340.8,306.2,206.4,147.1,48.9,0.4
18,0,2021,1989.7,1350,47.4,1743.7,130.1,77.0,31.4,87.6,1,1,0,0,1,491.3,12,26,14.6,16.8,17.1,41.6,71.4,308.1,491.3,443.9,298.9,201.5,50.1,26.9
18,0,2022,903.3,1350,-33.1,793.3,50.3,38.0,25.7,87.8,0,0,1,1,1,218.2,14,7,10.4,15.3,0.0,5.1,45.2,144.8,218.2,202.2,133.8,94.3,38.0,0.0
