District,State,Soil_Type,Clay_Percent,Sand_Percent,Silt_Percent,Organic_Matter_Percent,Water_Retention_Capacity,Drainage_Speed,Waterlogging_Susceptibility,pH,Permeability_mm_per_hr,Flood_Absorption_Score
Sri Sathya Sai,Andhra Pradesh,Red Sandy Loam,0.02777777777777779,0.9500000000000002,0.10000000000000009,0.0625,Low,Fast,Low,0.48,0.9318181818181818,0.9375
Nellore,Andhra Pradesh,Red Sandy Loam,0.08333333333333337,0.9000000000000001,0.10000000000000009,0.125,Low,Fast,Low,0.52,0.8636363636363636,0.859375
Tirupati,Andhra Pradesh,Red Loamy,0.16666666666666663,0.7500000000000002,0.3999999999999999,0.125,Medium,Moderate,Low,0.52,0.6590909090909092,0.703125
Visakhapatnam,Andhra Pradesh,Laterite,0.16666666666666663,0.675,0.7000000000000002,0.4375,Medium,Moderate,Medium,0.11999999999999966,0.5,0.546875
Vizianagaram,Andhra Pradesh,Laterite,0.11111111111111116,0.7250000000000001,0.7000000000000002,0.375,Medium,Moderate,Medium,0.08000000000000007,0.5454545454545455,0.578125
Srikakulam,Andhra Pradesh,Laterite,0.13888888888888884,0.7000000000000002,0.7000000000000002,0.375,Medium,Moderate,Medium,0.16000000000000014,0.5227272727272727,0.5625
Alluri Sitharama Raju,Andhra Pradesh,Laterite,0.19444444444444442,0.6500000000000001,0.7000000000000002,0.5,Medium,Moderate,Medium,0.03999999999999959,0.4772727272727273,0.515625
Anakapalli,Andhra Pradesh,Red Loamy,0.2222222222222222,0.6500000000000001,0.6000000000000001,0.3125,Medium,Moderate,Medium,0.28000000000000025,0.5454545454545455,0.59375
Parvathipuram Manyam,Andhra Pradesh,Laterite,0.13888888888888884,0.7000000000000002,0.7000000000000002,0.5625,Medium,Moderate,Medium,0.0,0.5,0.53125
Adilabad,Telangana,Deep Black,0.9444444444444444,0.04999999999999999,0.3999999999999999,0.25,High,Slow,High,0.9199999999999999,0.011363636363636381,0.046875
Kumuram Bheem,Telangana,Red Sandy Loam,0.05555555555555558,0.925,0.10000000000000009,0.125,Low,Fast,Low,0.3999999999999999,0.9545454545454545,0.9375
Mancherial,Telangana,Deep Black,0.9166666666666665,0.07500000000000001,0.3999999999999999,0.1875,High,Slow,High,0.96,0.022727272727272735,0.0625
Nirmal,Telangana,Deep Black,0.8888888888888888,0.10000000000000003,0.3999999999999999,0.25,High,Slow,High,0.9199999999999999,0.034090909090909116,0.078125
Nizamabad,Telangana,Deep Black,1.0,0.0,0.3999999999999999,0.1875,High,Slow,High,1.0,0.0,0.0
Jagtial,Telangana,Deep Black,0.9444444444444444,0.04999999999999999,0.3999999999999999,0.1875,High,Slow,High,0.96,0.018181818181818188,0.03125
Kamareddy,Telangana,Red Loamy,0.25,0.675,0.3999999999999999,0.1875,Medium,Moderate,Medium,0.52,0.5909090909090909,0.625
Rajanna Sircilla,Telangana,Deep Black,0.8611111111111112,0.12500000000000006,0.3999999999999999,0.25,High,Slow,High,0.9199999999999999,0.04090909090909092,0.09375
Karimnagar,Telangana,Deep Black,0.8888888888888888,0.10000000000000003,0.3999999999999999,0.25,High,Slow,High,0.9199999999999999,0.034090909090909116,0.078125
Peddapalli,Telangana,Deep Black,0.9166666666666665,0.07500000000000001,0.3999999999999999,0.1875,High,Slow,High,0.96,0.022727272727272735,0.046875
Medak,Telangana,Medium Black,0.7222222222222221,0.2,0.6000000000000001,0.1875,High,Slow,High,0.8799999999999999,0.0681818181818182,0.15625
Sangareddy,Telangana,Medium Black,0.6666666666666667,0.25000000000000006,0.6000000000000001,0.1875,High,Slow,High,0.8399999999999999,0.07954545454545456,0.1875
Siddipet,Telangana,Red Loamy,0.2777777777777778,0.6500000000000001,0.3999999999999999,0.1875,Medium,Moderate,Medium,0.56,0.5454545454545455,0.59375
Jangaon,Telangana,Red Loamy,0.3055555555555556,0.625,0.3999999999999999,0.1875,Medium,Moderate,Medium,0.52,0.5227272727272727,0.5625
Jayashankar Bhupalpally,Telangana,Red Sandy Loam,0.08333333333333337,0.8750000000000002,0.20000000000000018,0.125,Low,Fast,Low,0.3999999999999999,0.9090909090909091,0.90625
Mulugu,Telangana,Red Sandy Loam,0.05555555555555558,0.925,0.10000000000000009,0.125,Low,Fast,Low,0.3600000000000003,0.9772727272727274,0.96875
Hyderabad,Telangana,Medium Black,0.6111111111111112,0.3,0.6000000000000001,0.0625,High,Slow,High,0.7999999999999998,0.09090909090909094,0.203125
Rangareddy,Telangana,Deep Black,0.8333333333333333,0.10000000000000003,0.6000000000000001,0.125,High,Slow,High,0.9199999999999999,0.04545454545454547,0.109375
Medchal Malkajgiri,Telangana,Red Loamy,0.2777777777777778,0.6500000000000001,0.3999999999999999,0.125,Medium,Moderate,Medium,0.56,0.5681818181818182,0.609375
Vikarabad,Telangana,Laterite,0.16666666666666663,0.7000000000000002,0.6000000000000001,0.3125,Medium,Moderate,Medium,0.16000000000000014,0.4772727272727273,0.5
Warangal,Telangana,Red Loamy,0.33333333333333326,0.6000000000000001,0.3999999999999999,0.25,Medium,Moderate,Medium,0.48,0.5,0.546875
Hanamkonda,Telangana,Red Loamy,0.3055555555555556,0.625,0.3999999999999999,0.25,Medium,Moderate,Medium,0.48,0.5227272727272727,0.5625
Mahabubabad,Telangana,Red Sandy Loam,0.11111111111111116,0.8500000000000001,0.20000000000000018,0.125,Low,Fast,Low,0.3999999999999999,0.8636363636363636,0.859375
Khammam,Telangana,Deep Black,0.8611111111111112,0.12500000000000006,0.3999999999999999,0.25,High,Slow,High,0.9199999999999999,0.04090909090909092,0.09375
Bhadradri Kothagudem,Telangana,Deep Black,0.8333333333333333,0.15000000000000008,0.3999999999999999,0.25,High,Slow,High,0.8799999999999999,0.04999999999999999,0.125
Nalgonda,Telangana,Red Sandy Loam,0.11111111111111116,0.8500000000000001,0.20000000000000018,0.0625,Low,Fast,Low,0.43999999999999995,0.8409090909090909,0.828125
Suryapet,Telangana,Red Loamy,0.25,0.675,0.3999999999999999,0.125,Medium,Moderate,Medium,0.52,0.6136363636363636,0.640625
Yadadri Bhuvanagiri,Telangana,Red Loamy,0.2777777777777778,0.6500000000000001,0.3999999999999999,0.125,Medium,Moderate,Medium,0.52,0.5681818181818182,0.59375
Mahabubnagar,Telangana,Deep Black,0.9444444444444444,0.04999999999999999,0.3999999999999999,0.1875,High,Slow,High,0.96,0.011363636363636381,0.03125
Nagarkurnool,Telangana,Red Sandy Loam,0.08333333333333337,0.8750000000000002,0.20000000000000018,0.0625,Low,Fast,Low,0.43999999999999995,0.9090909090909091,0.90625
Wanaparthy,Telangana,Medium Black,0.6666666666666667,0.25000000000000006,0.6000000000000001,0.1875,High,Slow,High,0.8399999999999999,0.09090909090909094,0.203125
Gadwal,Telangana,Medium Black,0.7222222222222221,0.2,0.6000000000000001,0.125,High,Slow,High,0.8799999999999999,0.07954545454545456,0.171875
Narayanpet,Telangana,Red Sandy Loam,0.11111111111111116,0.8500000000000001,0.20000000000000018,0.0625,Low,Fast,Low,0.43999999999999995,0.8636363636363636,0.859375
Asifabad,Telangana,Red Sandy Loam,0.05555555555555558,0.925,0.10000000000000009,0.125,Low,Fast,Low,0.3600000000000003,1.0,1.0
