District,State,Year,Case_Type,Annual_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm,Monsoon_Rainfall_mm,Monsoon_Percent,Rainfall_Category,Flood_Risk
22,0,2021,0,655.3,2.5,6.6,2.8,9.1,19.0,98.2,169.3,137.5,99.0,54.1,9.5,0.0,558.1,85.2,0,2
22,0,2022,7,1416.7,0.0,4.5,17.6,15.8,68.1,219.1,368.2,311.9,206.5,143.2,55.4,14.8,1248.9,88.2,1,1
22,0,2023,1,1887.7,30.2,15.0,3.9,30.2,70.1,293.9,470.7,413.6,278.2,200.2,70.0,33.6,1656.6,87.8,2,0
22,0,2024,3,831.6,22.3,17.1,13.6,9.0,24.8,114.7,220.6,176.8,123.3,83.0,33.3,18.6,718.4,86.4,3,2
11,0,2015,3,745.0,5.3,17.7,17.0,3.0,19.5,105.9,173.5,161.6,100.0,76.5,14.7,10.3,617.5,82.9,3,2
11,0,2016,5,251.4,16.8,15.5,0.0,0.0,2.6,37.2,49.1,59.5,35.0,21.5,16.8,8.8,202.3,80.5,4,2
11,0,2017,6,1425.6,9.8,26.2,22.4,24.2,60.7,207.5,367.6,302.0,205.2,133.1,39.9,21.6,1215.4,85.3,1,1
11,0,2018,4,928.6,8.9,0.0,7.0,5.5,28.4,152.3,223.6,215.0,148.4,82.6,31.0,0.0,821.9,88.5,3,2
11,0,2019,2,1497.5,19.1,24.3,14.4,42.4,46.4,218.4,380.8,327.0,214.8,138.0,54.4,14.2,1279.0,85.4,2,1
11,0,2020,0,648.5,13.5,3.8,2.7,13.4,37.6,104.4,147.3,148.5,109.9,71.2,9.8,6.0,581.3,89.6,0,2
11,0,2021,7,1117.9,6.9,24.3,23.9,15.8,39.9,170.7,293.4,235.4,160.4,123.0,33.3,23.1,982.9,87.9,1,3
11,0,2022,1,1736.9,18.3,12.2,11.9,33.1,67.5,256.3,446.7,389.1,267.4,167.4,54.4,25.7,1526.9,87.9,2,0
11,0,2023,3,863.2,4.0,16.8,15.7,6.5,45.5,127.7,215.4,188.4,131.5,90.0,25.8,19.6,753.0,87.2,3,2
11,0,2024,5,366.2,0.7,1.2,13.0,2.8,6.0,41.7,102.8,93.1,43.5,31.7,1.2,0.0,312.8,85.4,4,2
39,0,2015,5,403.7,0.0,18.5,0.0,19.0,18.1,56.6,96.2,96.5,55.0,45.1,12.6,3.6,349.4,86.5,4,2
39,0,2016,6,1330.6,14.9,23.1,20.1,12.8,61.4,191.1,344.7,279.0,194.6,121.1,39.2,22.9,1130.5,85.0,1,1
39,0,2017,4,828.4,0.0,3.2,17.7,5.8,25.0,111.3,213.3,179.1,118.6,89.4,19.9,15.1,711.7,85.9,3,2
39,0,2018,2,1451.5,6.0,28.7,4.4,22.8,48.5,213.1,362.3,320.0,228.3,156.8,35.1,18.2,1280.5,88.2,2,1
39,0,2019,0,448.7,3.3,0.0,0.0,8.5,24.8,54.4,123.5,105.8,57.6,58.0,13.7,19.5,399.3,89.0,0,2
39,0,2020,7,1070.3,11.8,4.4,4.8,24.1,55.5,169.7,274.3,237.2,173.2,106.8,43.3,20.7,961.2,89.8,1,3
39,0,2021,1,1657.2,24.7,1.9,11.3,25.0,66.5,255.7,402.2,365.0,261.7,157.6,55.0,19.4,1442.2,87.0,2,0
39,0,2022,3,681.7,6.1,13.1,0.0,25.0,27.9,88.2,162.2,163.6,104.7,56.4,14.1,5.5,575.1,84.4,3,2
39,0,2023,5,217.0,0.0,1.9,0.0,7.0,16.3,24.6,57.9,51.9,46.0,30.0,17.0,1.9,210.4,97.0,4,2
39,0,2024,6,1117.6,26.1,0.1,10.3,9.4,58.0,181.6,286.0,241.4,160.3,104.7,22.3,12.0,974.0,87.2,1,1
34,0,2015,6,1273.6,7.2,16.5,19.6,11.2,48.8,195.6,329.0,279.5,205.1,120.3,23.6,12.2,1129.5,88.7,1,3
34,0,2016,4,944.7,19.2,1.4,3.8,27.6,44.2,143.5,242.3,205.4,126.9,79.8,28.7,0.0,797.9,84.5,3,2
34,0,2017,2,1299.0,27.0,23.8,2.6,11.0,65.2,188.2,315.3,291.5,183.1,122.8,53.2,17.2,1100.9,84.7,1,1
34,0,2018,0,617.6,3.1,14.4,0.0,26.4,35.5,96.2,140.7,141.9,105.0,62.5,14.2,0.0,546.3,88.5,0,2
34,0,2019,7,1397.9,25.5,2.0,21.7,13.5,69.9,213.1,351.1,301.4,222.6,132.8,51.8,28.5,1221.0,87.3,1,1
34,0,2020,1,2301.4,23.6,10.0,22.2,44.2,83.1,342.9,571.1,496.2,343.5,223.0,69.7,9.1,1976.7,85.9,2,0
34,0,2021,3,961.6,19.1,11.2,20.2,33.1,26.8,148.2,255.3,226.2,147.3,85.0,31.3,0.0,862.0,89.6,3,2
34,0,2022,5,293.7,16.6,0.0,7.1,0.0,25.2,50.9,68.3,73.4,32.3,26.1,0.4,8.4,251.0,85.5,4,2
34,0,2023,6,1260.1,9.5,5.9,12.8,20.7,56.6,174.8,319.1,269.1,182.1,135.0,51.5,7.1,1080.1,85.7,1,3
34,0,2024,4,1084.6,0.0,14.9,18.4,11.4,41.2,174.5,259.2,224.1,165.4,106.5,41.5,23.5,929.7,85.7,3,3
24,0,2015,4,584.9,2.5,5.4,8.5,26.2,29.3,84.4,139.1,142.0,76.8,65.1,30.3,10.8,507.4,86.7,3,2
24,0,2016,2,906.9,0.0,5.1,15.3,22.6,49.1,147.0,236.2,211.9,129.3,86.8,23.6,10.9,811.2,89.4,1,1
24,0,2017,0,400.2,0.0,0.0,1.0,2.3,29.3,71.7,110.9,92.6,55.4,41.5,21.5,0.0,372.1,93.0,0,2
24,0,2018,7,864.2,0.0,18.1,17.9,3.8,38.4,129.7,206.1,179.6,137.8,88.5,40.4,23.1,741.7,85.8,1,1
24,0,2019,1,1496.9,3.5,28.1,7.3,28.7,67.6,215.6,376.2,319.9,212.7,138.2,40.6,0.1,1262.6,84.3,2,0
24,0,2020,3,531.0,10.2,2.4,0.0,0.0,14.6,69.7,146.7,106.4,88.8,55.7,18.0,5.7,467.3,88.0,3,2
24,0,2021,5,295.8,0.0,11.6,4.6,2.8,25.5,47.3,62.5,62.6,52.8,35.4,21.4,0.0,260.6,88.1,4,2
24,0,2022,6,909.2,7.9,11.3,22.7,32.6,47.2,132.2,238.9,204.2,134.3,77.0,35.4,9.2,786.6,86.5,1,1
24,0,2023,4,657.9,14.0,15.4,0.6,22.2,27.8,97.9,169.7,130.4,86.8,59.6,34.2,0.0,544.4,82.7,3,2
24,0,2024,2,879.2,0.0,3.7,3.4,31.0,45.5,128.4,205.5,203.4,136.7,77.5,41.3,0.0,751.5,85.5,1,1
17,0,2015,2,1213.5,6.0,10.2,21.0,29.6,61.7,185.7,291.3,278.5,190.1,127.7,23.0,9.0,1073.3,88.4,2,1
17,0,2016,0,379.3,13.5,9.8,15.3,21.6,23.4,71.7,98.3,69.6,42.3,33.2,21.1,14.8,315.1,83.1,0,2
17,0,2017,7,1041.8,0.0,0.0,22.8,15.0,43.4,170.7,257.5,234.2,153.3,112.2,32.1,2.5,927.9,89.1,1,1
17,0,2018,1,1392.9,6.7,14.9,20.0,41.3,61.5,217.4,338.3,302.7,206.4,144.9,35.7,8.0,1209.7,86.8,2,0
17,0,2019,3,609.8,15.4,8.4,0.0,0.0,20.5,99.5,158.1,140.4,99.5,54.6,19.7,7.4,552.1,90.5,3,2
17,0,2020,5,304.4,16.8,0.0,11.8,10.9,14.6,53.9,89.4,53.1,35.1,38.1,0.0,3.5,269.6,88.6,4,2
17,0,2021,6,928.9,2.5,15.3,0.0,29.8,35.5,139.4,233.4,208.7,134.7,80.9,22.4,0.0,797.1,85.8,1,1
17,0,2022,4,727.3,1.8,21.0,21.2,18.2,32.6,123.7,193.4,168.0,103.5,68.7,12.9,6.9,657.3,90.4,3,2
17,0,2023,2,1256.6,24.9,1.1,0.0,37.1,51.4,179.5,319.4,280.8,177.2,118.5,24.5,3.9,1075.4,85.6,2,1
17,0,2024,0,373.2,0.0,9.3,0.0,0.0,4.0,50.5,87.3,74.7,63.5,52.3,12.2,17.1,328.3,88.0,0,2
3,0,2015,0,329.5,0.0,0.6,0.0,6.4,17.9,48.3,95.4,84.0,55.5,32.6,0.0,0.2,315.8,95.8,0,2
3,0,2016,7,776.2,1.3,0.0,20.0,21.8,34.5,125.2,204.1,170.3,127.9,90.1,16.4,11.0,717.6,92.5,1,1
3,0,2017,1,1192.7,13.1,25.1,6.1,38.4,59.8,177.7,307.7,270.5,184.2,113.9,26.7,17.1,1054.0,88.4,2,0
3,0,2018,3,532.7,0.0,9.6,3.6,22.6,16.0,79.1,133.6,106.4,86.3,63.2,2.7,0.0,468.6,88.0,3,2
3,0,2019,5,142.7,15.1,6.4,15.4,3.8,14.8,17.6,31.3,27.7,26.1,10.1,16.3,15.9,112.8,79.0,4,2
3,0,2020,6,693.4,0.0,0.0,0.0,5.7,26.1,114.1,165.0,152.4,116.9,74.4,29.7,8.5,622.8,89.8,1,3
3,0,2021,4,629.8,9.0,0.0,0.0,9.7,28.2,102.6,154.8,144.9,103.2,57.5,33.3,10.8,563.0,89.4,3,3
3,0,2022,2,957.3,11.3,16.8,17.7,31.4,27.8,145.3,237.2,223.3,131.7,110.2,40.0,0.0,847.7,88.6,2,1
3,0,2023,0,342.5,10.0,10.6,15.6,15.8,8.0,51.3,91.7,64.5,42.2,33.7,4.2,14.3,283.4,82.7,0,2
3,0,2024,7,756.7,3.0,18.0,16.7,30.1,40.7,110.9,178.0,176.7,100.3,71.2,35.3,21.4,637.1,84.2,1,1
7,0,2015,7,1113.7,16.8,0.0,11.6,23.7,39.8,154.1,270.3,240.8,165.1,114.1,40.1,5.7,944.4,84.8,1,1
7,0,2016,1,1624.2,1.8,2.5,9.0,39.7,68.8,251.7,414.1,368.0,250.2,176.8,60.7,18.8,1460.8,89.9,2,0
7,0,2017,3,734.1,0.0,22.3,0.0,21.9,39.0,106.3,174.4,149.5,117.6,72.0,28.4,19.8,619.8,84.4,3,2
7,0,2018,5,229.3,14.9,0.0,0.0,17.9,23.9,25.4,62.0,38.6,38.9,32.8,12.4,0.0,197.7,86.2,4,2
7,0,2019,6,1107.3,7.9,13.8,22.5,35.0,30.9,156.5,265.2,234.4,161.5,110.9,37.1,18.0,928.5,83.9,1,1
7,0,2020,4,898.0,23.7,13.9,19.3,26.3,30.1,146.0,210.8,182.6,127.9,88.7,31.1,0.0,756.0,84.2,3,3
7,0,2021,2,1309.2,22.1,3.7,10.5,26.8,50.9,205.4,341.1,297.0,183.7,140.1,26.3,5.2,1167.3,89.2,2,1
7,0,2022,0,430.6,0.0,5.2,9.5,7.7,31.0,56.8,115.5,105.8,66.5,41.7,15.8,2.2,386.3,89.7,0,2
7,0,2023,7,1093.2,8.4,7.9,16.8,9.7,33.7,174.5,281.4,234.0,160.3,122.1,42.3,14.4,972.3,88.9,1,1
7,0,2024,1,1564.0,2.0,13.6,20.8,41.1,73.1,220.6,383.3,339.3,225.3,165.5,54.9,16.1,1334.0,85.3,2,0
1,0,2015,1,3483.3,24.2,46.8,23.3,59.6,145.2,510.8,872.8,763.9,529.3,360.3,112.6,45.3,3037.1,87.2,2,0
1,0,2016,3,1129.2,5.6,11.8,8.8,14.5,39.4,182.7,276.1,244.0,154.5,123.3,23.5,2.4,980.6,86.8,3,2
1,0,2017,5,439.3,15.9,0.0,13.3,18.0,30.4,54.4,101.4,103.9,56.8,37.5,3.2,0.0,354.0,80.6,4,2
1,0,2018,6,1986.0,8.2,14.5,17.7,25.5,76.1,285.7,496.3,446.7,307.4,186.0,62.6,29.9,1722.1,86.7,1,1
1,0,2019,4,1343.3,21.3,25.2,22.6,15.1,39.0,192.2,328.9,299.0,198.0,140.4,35.9,3.1,1158.5,86.2,3,2
1,0,2020,2,2038.9,31.9,34.1,11.6,49.4,74.8,317.4,499.7,453.5,293.4,218.1,67.2,30.6,1782.1,87.4,1,1
1,0,2021,0,898.3,8.3,12.6,9.8,17.0,43.7,125.1,214.7,195.6,129.4,77.1,37.3,17.1,741.9,82.6,0,2
1,0,2022,7,1908.4,33.5,6.3,27.1,31.2,72.4,277.8,485.8,409.2,296.5,195.7,44.0,28.4,1665.0,87.2,1,1
1,0,2023,1,3135.2,43.5,38.8,33.2,72.8,118.7,471.7,777.6,703.8,462.1,299.0,88.8,31.4,2714.2,86.6,2,0
1,0,2024,3,1127.9,13.1,22.5,17.4,26.2,58.8,182.9,291.7,251.4,168.8,98.2,37.0,26.0,993.0,88.0,3,2
2,0,2015,3,1040.7,5.6,0.0,18.9,28.1,55.6,167.4,261.8,217.0,155.6,98.5,31.6,4.5,900.3,86.5,3,2
2,0,2016,5,502.7,15.4,0.0,8.0,8.0,32.4,66.0,131.6,124.7,65.7,41.3,20.9,13.4,429.3,85.4,4,2
2,0,2017,6,1535.4,18.6,6.7,14.7,19.1,56.1,223.9,382.2,350.7,220.8,150.6,49.5,28.8,1328.2,86.5,1,1
2,0,2018,4,1008.0,22.6,0.0,9.5,18.8,31.6,146.6,250.6,232.7,164.8,101.4,41.3,13.3,896.1,88.9,3,2
2,0,2019,2,1592.5,6.8,13.3,16.6,18.2,53.1,241.9,389.9,360.5,233.7,147.4,35.3,29.0,1373.4,86.2,1,1
2,0,2020,0,571.9,0.0,16.6,0.0,16.4,32.4,89.0,156.7,132.1,74.2,58.9,23.7,14.8,510.9,89.3,0,2
2,0,2021,7,1304.5,19.6,22.8,20.5,26.5,50.9,197.2,332.3,299.7,199.2,142.1,45.2,0.1,1170.5,89.7,1,3
2,0,2022,1,2322.6,16.8,16.8,18.9,40.9,95.3,353.9,573.7,499.9,335.2,234.5,60.3,8.5,1997.2,86.0,2,0
2,0,2023,3,1064.4,11.8,0.0,20.9,35.8,41.0,145.9,254.6,230.6,171.2,95.9,41.7,0.0,898.2,84.4,3,2
2,0,2024,5,393.5,8.3,0.0,7.4,21.2,5.5,65.9,101.6,77.1,44.2,24.6,12.8,17.2,313.4,79.6,4,2
5,0,2015,5,378.2,10.2,3.6,6.2,0.0,26.4,64.6,109.5,77.1,48.5,26.6,25.3,12.2,326.3,86.3,4,2
5,0,2016,6,1203.6,13.6,9.4,1.6,13.9,62.0,174.7,314.1,252.1,179.4,109.2,21.3,13.6,1029.5,85.5,1,1
5,0,2017,4,854.2,15.2,14.5,0.0,30.3,40.8,122.1,219.8,194.9,123.4,81.7,21.4,12.0,741.9,86.9,3,2
5,0,2018,2,1610.2,6.3,27.4,1.9,37.0,61.8,250.3,409.2,353.6,245.8,161.1,57.7,15.4,1420.0,88.2,2,1
5,0,2019,0,580.3,0.0,9.0,0.0,13.9,13.3,76.8,142.6,125.5,80.1,47.0,3.6,0.0,472.0,81.3,0,2
5,0,2020,7,1178.9,10.6,18.6,11.0,35.7,33.2,167.3,289.9,261.7,187.4,113.4,28.4,0.0,1019.7,86.5,1,3
5,0,2021,1,2184.9,18.2,24.0,36.4,28.7,76.8,336.1,555.4,488.8,328.8,232.9,62.4,24.9,1942.0,88.9,2,0
5,0,2022,3,747.7,4.8,14.2,0.0,28.3,35.5,105.8,195.0,152.0,126.4,61.2,35.4,0.1,640.4,85.6,3,2
5,0,2023,5,404.3,0.0,0.0,11.5,9.1,4.6,57.5,97.3,91.0,65.7,50.7,12.0,0.8,362.2,89.6,4,2
5,0,2024,6,1196.4,21.1,18.4,9.2,24.5,52.8,169.4,284.9,257.7,182.3,119.2,41.7,21.6,1013.5,84.7,1,1
9,0,2015,6,1421.0,3.2,24.7,16.5,35.6,63.0,227.2,349.1,318.8,209.1,139.0,34.5,9.5,1243.2,87.5,1,1
9,0,2016,4,1137.1,5.1,3.8,13.9,15.5,44.7,180.6,276.2,248.0,173.9,115.1,48.4,16.8,993.8,87.4,3,3
9,0,2017,2,1670.0,30.7,14.1,12.4,19.7,57.3,242.6,408.0,375.0,251.6,172.0,59.7,8.6,1449.2,86.8,2,1
9,0,2018,0,581.5,12.1,2.6,0.0,9.7,35.5,84.5,140.3,142.6,91.6,54.1,5.5,14.5,513.1,88.2,0,2
9,0,2019,7,1412.4,26.8,5.6,2.6,35.0,47.6,202.1,347.7,320.2,213.0,127.6,41.3,19.6,1210.6,85.7,1,1
9,0,2020,1,2176.9,23.9,13.5,32.2,45.4,93.5,341.0,542.1,490.3,311.7,203.7,68.0,16.1,1888.8,86.8,2,0
9,0,2021,3,849.7,1.8,3.0,15.4,19.1,42.7,137.4,222.7,184.4,125.1,97.8,30.3,0.0,767.4,90.3,3,2
9,0,2022,5,385.5,0.0,18.5,0.0,11.1,22.1,51.5,110.6,95.6,70.3,24.1,13.7,0.0,352.1,91.3,4,2
9,0,2023,6,1547.2,19.5,16.6,3.9,32.1,65.8,245.8,389.3,354.4,245.9,159.2,46.6,14.5,1394.6,90.1,1,1
9,0,2024,4,1122.6,0.0,0.0,0.0,30.2,40.1,172.5,283.8,243.5,169.3,116.6,46.9,13.5,985.7,87.8,3,3
21,0,2015,4,1317.0,0.2,26.7,14.0,35.4,39.2,195.2,322.0,282.7,206.3,135.4,37.7,0.0,1141.6,86.7,3,2
21,0,2016,2,2228.1,36.1,13.8,8.5,45.5,102.7,346.5,559.6,484.3,329.1,234.7,66.6,11.2,1954.2,87.7,2,1
21,0,2017,0,702.6,0.3,0.0,5.9,26.5,33.2,92.6,160.8,147.9,101.3,78.6,35.1,3.7,581.2,82.7,0,2
21,0,2018,7,1757.5,32.4,24.9,21.7,22.5,65.0,276.0,430.4,397.0,269.5,171.7,53.6,18.9,1544.6,87.9,1,1
21,0,2019,1,2874.8,29.2,17.7,37.0,54.7,128.9,424.7,711.6,627.5,433.4,299.3,76.5,22.1,2496.5,86.8,2,0
21,0,2020,3,1145.4,10.1,9.9,21.1,35.6,45.3,177.4,295.4,252.5,165.6,118.7,36.9,23.5,1009.6,88.1,3,2
21,0,2021,5,328.9,15.6,4.3,0.0,1.9,19.9,49.0,96.6,70.0,44.1,42.5,11.3,8.8,302.2,91.9,4,2
21,0,2022,6,1915.0,24.3,16.8,7.9,40.7,88.5,284.8,491.1,421.4,290.9,201.5,59.4,6.9,1689.7,88.2,1,1
21,0,2023,4,1431.6,6.7,20.6,14.5,28.0,49.6,221.4,346.3,329.7,225.1,144.2,40.7,7.9,1266.7,88.5,3,3
21,0,2024,2,1938.5,30.8,12.6,19.4,30.8,72.7,281.5,499.3,428.6,297.8,181.8,54.1,31.2,1689.0,87.1,1,1
37,0,2015,2,1744.9,7.4,21.2,21.1,45.0,82.9,251.0,429.0,381.7,246.8,161.6,44.1,16.9,1470.1,84.3,1,1
37,0,2016,0,731.7,18.6,2.0,20.1,28.9,27.8,101.6,176.7,169.3,103.0,69.6,21.3,9.6,620.2,84.8,0,2
37,0,2017,7,1948.5,11.5,15.1,12.4,34.8,66.0,288.1,498.8,422.6,288.4,208.2,65.3,20.0,1706.1,87.6,1,1
37,0,2018,1,3047.2,19.2,29.4,19.0,53.0,111.1,452.9,758.3,683.8,450.0,303.9,100.8,39.9,2648.9,86.9,2,0
37,0,2019,3,1235.1,6.0,12.2,2.9,15.4,47.5,192.4,309.6,283.3,195.2,109.5,39.1,15.6,1090.0,88.3,3,2
