District,State,Major_Rivers,Number_of_Major_Rivers,Distance_to_Nearest_River_km,Number_of_Waterbodies,Reservoir_Present,Reservoir_Capacity_TMC,Waterbody_Area_sqkm,Flood_Plain_Area_sqkm,River_Bank_Breach_History,Flood_Risk_From_River
14,1,10,0.0,0.9074733096085408,0.0689655172413793,0,0.657142857142857,1.0,0.6947819871336669,2,2
40,1,10,0.0,0.1138790035587188,0.8103448275862069,1,0.4775510204081633,0.2880252100840336,0.174410293066476,3,1
19,1,1,1.0,0.686832740213523,0.5689655172413792,0,0.8551020408163265,0.475,0.5328806290207291,0,2
38,1,10,0.0,0.9679715302491104,0.5689655172413792,1,0.8061224489795917,0.4871848739495799,0.129735525375268,1,2
16,1,10,0.0,0.3202846975088967,0.9655172413793104,1,0.5673469387755101,0.8355042016806722,0.7812723373838455,2,3
30,1,0,0.0,0.2562277580071174,0.0344827586206896,1,0.3183673469387755,0.390126050420168,0.986061472480343,2,3
6,1,0,0.0,0.5160142348754448,0.7241379310344828,1,0.1204081632653061,0.1823529411764705,0.635096497498213,0,3
20,1,7,1.0,0.1637010676156583,0.5,0,0.0122448979591836,0.0504201680672268,0.3198713366690493,0,1
32,1,8,1.0,0.7437722419928826,0.7241379310344828,1,0.8387755102040815,0.676470588235294,0.3974267333809864,2,2
46,1,10,0.0,0.1245551601423487,0.1034482758620689,1,0.1653061224489796,0.3796218487394958,0.5096497498213008,3,1
54,1,10,0.0,0.5836298932384342,0.3103448275862069,0,1.0,0.6789915966386554,0.4510364546104359,0,3
26,1,6,0.0,0.2028469750889679,0.603448275862069,0,0.9612244897959182,0.886344537815126,0.0,3,1
31,1,10,0.0,1.0,0.5,1,0.2795918367346938,0.6262605042016807,0.1958541815582558,2,2
51,1,10,0.0,0.6405693950177935,0.1724137931034482,0,0.5367346938775509,0.8945378151260505,0.6208005718370263,2,2
10,1,10,0.0,0.3167259786476868,0.5,0,0.0081632653061224,0.2737394957983193,0.976769120800572,1,3
33,1,10,0.0,0.4306049822064056,0.396551724137931,0,0.1693877551020408,0.0747899159663865,0.916011436740529,0,3
48,1,10,0.0,0.8683274021352313,0.603448275862069,0,0.2204081632653061,0.6144957983193278,0.6940671908506075,2,2
43,1,10,0.0,0.4199288256227757,0.0,1,0.3775510204081632,0.020798319327731,0.2934238741958541,0,3
15,1,10,0.0,0.5266903914590747,0.3103448275862069,0,0.1693877551020408,0.9678571428571427,0.7405289492494638,3,3
52,1,9,0.0,0.587188612099644,0.0517241379310344,0,0.0591836734693877,0.3233193277310924,0.3155825589706933,1,3
12,1,10,0.0,0.0284697508896797,0.8103448275862069,1,0.5795918367346938,0.0121848739495798,1.0,1,1
25,1,10,0.0,0.6263345195729537,0.2068965517241379,1,0.6673469387755101,0.1264705882352941,0.1165117941386705,0,2
35,1,10,0.0,0.4199288256227757,0.5862068965517241,0,0.930612244897959,0.0,0.7269478198713366,3,3
0,1,3,1.0,0.2597864768683273,0.7068965517241379,0,0.0857142857142857,0.7638655462184875,0.7641172265904217,3,3
23,1,10,0.0,0.1779359430604982,1.0,0,0.6102040816326529,0.9357142857142856,0.7108649035025018,1,1
27,1,0,0.0,0.7544483985765125,0.8448275862068965,0,0.1081632653061224,0.0554621848739495,0.1801286633309507,1,2
4,1,10,0.0,0.3487544483985764,0.9310344827586208,0,0.5959183673469387,0.0678571428571428,0.6211579699785561,0,3
