District,State,Slope_Category,Mean_Slope_Degrees,Max_Slope_Degrees,Runoff_Coefficient,Surface_Water_Flow_Speed,Waterlogging_Potential,Impervious_Runoff_mm_per_100mm_rain,Time_to_Peak_Flow_hrs,Curve_Number
18,1,1,0.2076573653471771,0.1332665330661322,0.3939393939393939,1,3,0.3939393939393939,0.8727272727272729,0.1707317073170731
14,1,0,0.0584036340038935,0.0731462925851703,0.7727272727272728,2,1,0.7727272727272728,0.9636363636363636,0.951219512195122
40,1,1,0.2147955872809863,0.1733466933867735,0.2424242424242424,1,3,0.2424242424242424,0.2818181818181818,0.9999999999999998
19,1,0,0.062946138870863,0.0571142284569138,0.6515151515151515,2,1,0.6515151515151515,0.3272727272727272,0.4634146341463414
38,1,2,0.4597663854639844,0.3667334669338677,0.1212121212121212,0,2,0.1212121212121212,0.6090909090909091,0.0
16,1,2,0.4234263465282284,0.2705410821643286,0.2727272727272727,0,2,0.2727272727272728,0.3818181818181818,0.7804878048780488
30,1,2,0.4529526281635302,0.4098196392785571,0.2121212121212121,0,2,0.2121212121212121,0.7454545454545456,0.4390243902439024
6,1,1,0.1304347826086956,0.0811623246492986,0.4848484848484847,1,3,0.4848484848484848,0.9545454545454544,0.4634146341463414
20,1,2,0.3127839065541856,0.3817635270541081,0.0606060606060606,0,2,0.0606060606060606,0.4272727272727273,0.121951219512195
32,1,1,0.2157689811810512,0.1402805611222444,0.5,1,3,0.5,0.8636363636363636,0.048780487804878
46,1,1,0.2154445165476963,0.1913827655310621,0.4696969696969696,1,3,0.4696969696969697,0.1545454545454545,0.0731707317073169
54,1,0,0.0616482803374432,0.0380761523046092,0.787878787878788,2,1,0.787878787878788,0.2181818181818182,0.853658536585366
26,1,0,0.081765087605451,0.0861723446893787,0.7424242424242423,2,1,0.7424242424242425,0.1181818181818182,0.4634146341463414
31,1,2,0.4704737183646982,0.4488977955911823,0.2272727272727273,0,2,0.2272727272727273,0.5090909090909091,0.2926829268292683
51,1,1,0.1534717715768981,0.125250501002004,0.3484848484848485,1,3,0.3484848484848485,0.390909090909091,0.0
10,1,2,0.4675535366645035,0.3967935871743486,0.1818181818181818,0,2,0.1818181818181818,0.3272727272727272,0.3414634146341462
33,1,2,0.4503569110966904,0.4258517034068136,0.1818181818181818,0,2,0.1818181818181818,0.9636363636363636,0.8292682926829269
48,1,0,0.0752757949383517,0.0581162324649298,0.787878787878788,2,1,0.787878787878788,0.0636363636363636,0.6585365853658536
43,1,2,0.482154445165477,0.3857715430861723,0.196969696969697,0,2,0.196969696969697,0.690909090909091,0.4390243902439024
15,1,0,0.0295262816353017,0.0370741482965931,0.7424242424242423,2,1,0.7424242424242425,0.3636363636363636,0.7317073170731707
52,1,1,0.2021414665801427,0.2404809619238476,0.3484848484848485,1,3,0.3484848484848485,0.5636363636363637,0.4634146341463414
12,1,2,0.4730694354315379,0.4819639278557113,0.2424242424242424,0,2,0.2424242424242424,0.7000000000000001,0.146341463414634
25,1,1,0.1975989617131732,0.1553106212424849,0.3636363636363636,1,3,0.3636363636363636,0.7636363636363637,0.024390243902439
35,1,2,0.2790395846852693,0.2144288577154308,0.2727272727272727,0,2,0.2727272727272728,0.1272727272727273,0.4878048780487805
0,1,1,0.1469824789097988,0.1242484969939879,0.2575757575757575,1,3,0.2575757575757575,0.9090909090909092,0.6585365853658536
23,1,2,0.4130434782608695,0.4268537074148296,0.2424242424242424,0,2,0.2424242424242424,0.4090909090909091,0.7073170731707317
27,1,0,0.0804672290720311,0.0871743486973948,0.5909090909090909,2,1,0.5909090909090909,1.0,0.9268292682926832
4,1,0,0.0856586632057105,0.0821643286573146,0.7424242424242423,2,1,0.7424242424242425,0.2545454545454545,0.4634146341463414
