District,State,Year,Case_Type,Annual_Rainfall_mm,Flood_Occurred,Flood_Severity,Waterlogging_Days,Waterlogging_Severity,Affected_Villages,Affected_Population,Deaths,Cattle_Lost,Crop_Area_Damaged_Hectares,Economic_Loss_Crores,Relief_Camps,NDRF_Deployed
West Godavari,Andhra Pradesh,0.6666666666666572,flood,0.44314907428874245,1.0,Severe,0.9491525423728814,Extreme,0.9397590361445782,0.8305353151654256,0.5063291139240507,0.6330054205982735,0.7415279727290957,0.7040190309252534,0.7346938775510203,0.0
West Godavari,Andhra Pradesh,0.7777777777777715,drought,0.1908720564369225,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Godavari,Andhra Pradesh,0.8888888888888857,waterlogging,0.35581094955784454,1.0,Moderate,0.1016949152542373,Mild,0.38152610441767065,0.7653894340152145,0.7468354430379747,0.008632804657699257,0.13781832765189492,0.7751345937147865,0.7551020408163265,1.0
West Godavari,Andhra Pradesh,1.0,extreme_flood,0.6054383466366378,1.0,Catastrophic,0.4915254237288136,Severe,0.3373493975903614,0.975027311998236,0.7215189873417721,0.3252358964063441,0.9623821937036294,0.6818580192813322,0.673469387755102,1.0
Krishna,Andhra Pradesh,0.0,extreme_flood,0.6830722352863248,1.0,Catastrophic,0.7288135593220338,Extreme,0.3473895582329317,0.6577831677908853,0.0379746835443038,0.7430234892591849,0.25367956687387205,0.3496932515337423,0.7959183673469387,1.0
Krishna,Andhra Pradesh,0.11111111111111427,mild,0.24975987811744443,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krishna,Andhra Pradesh,0.22222222222220012,severe_drought,0.04421554664988574,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krishna,Andhra Pradesh,0.3333333333333144,urban_flood,0.33309045142913923,1.0,Moderate,0.03389830508474576,Mild,0.07228915662650602,0.555021899712347,0.16455696202531644,0.1029913671953423,0.8353519149789452,0.20245398773006132,0.08163265306122448,1.0
Krishna,Andhra Pradesh,0.44444444444442865,normal,0.24436127579240224,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krishna,Andhra Pradesh,0.5555555555555429,flood,0.4471566257079456,1.0,Severe,0.423728813559322,Severe,0.4738955823293172,0.953117576899562,0.45569620253164556,0.5209797229471994,0.6227792259875676,0.8580192813321647,0.1020408163265306,1.0
Krishna,Andhra Pradesh,0.6666666666666572,drought,0.1367866724075117,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krishna,Andhra Pradesh,0.7777777777777715,waterlogging,0.38161163183519364,1.0,Moderate,0.5254237288135594,Severe,0.644578313253012,0.10643560883204875,0.45569620253164556,0.3926922304758081,0.8334670142370163,0.5627895329911106,0.7551020408163265,0.0
Krishna,Andhra Pradesh,0.8888888888888857,extreme_flood,0.642698638757328,1.0,Catastrophic,0.4576271186440678,Severe,0.3975903614457831,0.1429144157236928,1.0,0.3860670548082714,0.1692600761981151,0.6261424815324903,0.4081632653061224,1.0
Krishna,Andhra Pradesh,1.0,mild,0.28238333388533765,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,0.0,mild,0.27264597754446396,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,0.11111111111111427,severe_drought,0.015434041002881455,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,0.22222222222220012,urban_flood,0.35319444904448055,1.0,Moderate,0.5084745762711864,Severe,0.78714859437751,0.36075892275465304,0.9493670886075949,0.10018068660911464,0.5315019049528775,0.8083135094528608,0.6530612244897959,1.0
Guntur,Andhra Pradesh,0.3333333333333144,normal,0.23522008412545958,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,0.44444444444442865,flood,0.3919120325903355,1.0,Severe,0.22033898305084745,Moderate,0.3132530120481927,0.4062481833762641,0.21518987341772153,0.8970086328046577,0.2759574894726288,0.454112933516965,0.8163265306122448,0.0
Guntur,Andhra Pradesh,0.5555555555555429,drought,0.10015566522041534,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,0.6666666666666572,waterlogging,0.34067499089192865,1.0,Moderate,0.4915254237288136,Severe,0.9417670682730923,0.6735228969761359,0.34177215189873417,0.9620558120859265,0.120633647483457,0.9360210341805434,0.6122448979591836,1.0
Guntur,Andhra Pradesh,0.7777777777777715,extreme_flood,0.5027324214221841,1.0,Catastrophic,0.288135593220339,Moderate,0.24297188755020077,0.06298898499594079,0.12658227848101267,0.5836177474402731,0.3912372167635853,0.1160636033554526,0.6122448979591836,1.0
Guntur,Andhra Pradesh,0.8888888888888857,mild,0.2425727817706091,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guntur,Andhra Pradesh,1.0,severe_drought,0.06746596893319644,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,0.0,severe_drought,0.06852581724240718,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,0.11111111111111427,urban_flood,0.2997383499486636,1.0,Moderate,0.1864406779661017,Moderate,0.03614457831325301,0.08789953193749812,0.27848101265822783,0.39329451917285685,0.5419691197112493,0.27306873669713283,0.6326530612244897,1.0
Prakasam,Andhra Pradesh,0.22222222222220012,normal,0.21150597820686917,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,0.3333333333333144,flood,0.4098963335872554,1.0,Severe,0.3050847457627119,Moderate,0.895582329317269,0.7544125164122558,0.49367088607594933,1.0,0.25969520753960296,0.9868536371603857,0.2040816326530612,1.0
Prakasam,Andhra Pradesh,0.44444444444442865,drought,0.15573146093465373,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,0.5555555555555429,waterlogging,0.3176564104262578,1.0,Moderate,0.2033898305084746,Moderate,0.214859437751004,0.43415753761037557,0.6329113924050633,0.22324834370608312,0.740024062562663,0.6611994491047952,0.14285714285714285,0.0
Prakasam,Andhra Pradesh,0.6666666666666572,extreme_flood,0.5017719338919618,1.0,Catastrophic,0.4745762711864407,Severe,0.5923694779116465,0.5395768394254958,0.0379746835443038,0.8863681991567959,0.6903148185281732,0.34293226493051204,0.2857142857142857,0.0
Prakasam,Andhra Pradesh,0.7777777777777715,mild,0.2572119365415825,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,0.8888888888888857,severe_drought,0.04749445235650647,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prakasam,Andhra Pradesh,1.0,urban_flood,0.3669724770642202,1.0,Moderate,0.15254237288135594,Moderate,0.4497991967871485,0.8503984043779379,0.12658227848101267,0.6279863481228669,0.40830158411870865,0.4488543883811193,0.18367346938775508,0.0
Nellore,Andhra Pradesh,0.0,urban_flood,0.41506309409465775,1.0,Moderate,0.7627118644067796,Extreme,0.610441767068273,0.2510258286309924,0.31645569620253167,0.40393495282071873,0.19033487066372567,0.09277576061099285,0.7959183673469387,1.0
Nellore,Andhra Pradesh,0.11111111111111427,normal,0.2776471367535522,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nellore,Andhra Pradesh,0.22222222222220012,flood,0.42678766601530166,1.0,Severe,0.9322033898305084,Extreme,0.2008032128514056,0.4696380784380544,0.43037974683544306,0.5581208592652078,0.6623420894325246,0.7418304745210967,0.3877551020408163,0.0
Nellore,Andhra Pradesh,0.3333333333333144,drought,0.1408604643460405,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nellore,Andhra Pradesh,0.44444444444442865,waterlogging,0.40201371178750045,1.0,Moderate,0.3728813559322034,Severe,0.4277108433734939,0.4380223106451645,0.26582278481012656,0.3772334872515559,0.24820533386805696,0.9086014774007762,0.0,0.0
Nellore,Andhra Pradesh,0.5555555555555429,extreme_flood,0.744940880336502,1.0,Catastrophic,0.6101694915254238,Severe,0.48594377510040154,0.9672556703717439,0.8860759493670886,0.37321822927123066,0.9703027872468418,0.485163390509578,0.1020408163265306,0.0
Nellore,Andhra Pradesh,0.6666666666666572,mild,0.27108932534031066,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nellore,Andhra Pradesh,0.7777777777777715,severe_drought,0.054515947405027645,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nellore,Andhra Pradesh,0.8888888888888857,urban_flood,0.3574338422813235,1.0,Moderate,1.0,Extreme,0.8393574297188754,0.02684293345895182,0.6582278481012658,0.5141537843806465,0.9306196109885703,0.5556529360210342,0.9183673469387754,1.0
Nellore,Andhra Pradesh,1.0,normal,0.22733746232570468,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,0.0,normal,0.12347232802305173,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,0.11111111111111427,flood,0.2182956314377505,1.0,Severe,0.7288135593220338,Extreme,0.056224899598393566,0.4258867629519008,0.0379746835443038,0.16121260791005823,0.4742330058151193,0.8442469012144734,0.7142857142857142,0.0
Kurnool,Andhra Pradesh,0.22222222222220012,drought,0.06312721491736495,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,0.3333333333333144,waterlogging,0.21842811247640181,1.0,Moderate,0.864406779661017,Extreme,0.39959839357429716,0.589271646637868,0.8354430379746836,0.4633607709295322,0.7258873069981954,0.7942907224239388,0.44897959183673464,1.0
Kurnool,Andhra Pradesh,0.44444444444442865,extreme_flood,0.4050938959361442,1.0,Catastrophic,0.4745762711864407,Severe,0.38554216867469876,0.236689284676215,0.2911392405063291,0.38365790002007627,0.21918989372368158,0.1467384499812195,0.14285714285714285,1.0
Kurnool,Andhra Pradesh,0.5555555555555429,mild,0.161726227933627,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,0.6666666666666572,severe_drought,0.0347431523863147,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,0.7777777777777715,urban_flood,0.23084820984996524,1.0,Moderate,0.3728813559322034,Severe,0.9759036144578312,0.7877962975955419,0.3291139240506329,0.6934350532021683,0.7789252055343894,0.29748341054213095,0.3877551020408163,0.0
Kurnool,Andhra Pradesh,0.8888888888888857,normal,0.12943397476236218,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurnool,Andhra Pradesh,1.0,flood,0.2827476567416289,1.0,Severe,0.4406779661016949,Severe,0.1184738955823293,0.618044962063885,0.7468354430379747,0.3768319614535234,0.6992981752556647,0.19919869788406158,0.14285714285714285,1.0
Kadapa,Andhra Pradesh,0.0,flood,0.35730136124267214,1.0,Severe,0.423728813559322,Severe,0.9437751004016064,0.7360588535976668,0.34177215189873417,0.24814294318409957,0.17118508121114898,0.9475397520971578,0.42857142857142855,1.0
Kadapa,Andhra Pradesh,0.11111111111111427,drought,0.09286920809459147,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadapa,Andhra Pradesh,0.22222222222220012,waterlogging,0.24363263007981983,1.0,Moderate,0.2711864406779661,Moderate,0.7670682730923694,0.668589698615858,0.46835443037974683,0.5426621160409556,0.6457790254662121,0.762614248153249,0.061224489795918366,1.0
Kadapa,Andhra Pradesh,0.3333333333333144,extreme_flood,0.49412115390984673,1.0,Catastrophic,0.576271186440678,Severe,0.22489959839357426,0.4554819440129093,0.5063291139240507,0.020678578598674967,0.4824142771205133,0.6445473895079503,0.061224489795918366,1.0
Kadapa,Andhra Pradesh,0.44444444444442865,mild,0.19464776603848577,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadapa,Andhra Pradesh,0.5555555555555429,severe_drought,0.009406153744245346,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadapa,Andhra Pradesh,0.6666666666666572,urban_flood,0.2794356307753453,1.0,Moderate,0.6101694915254238,Severe,0.7228915662650601,0.9319214617181001,0.17721518987341772,0.990764906645252,0.4336274313214357,0.5443846250156504,0.1020408163265306,1.0
Kadapa,Andhra Pradesh,0.7777777777777715,normal,0.14851124432815554,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kadapa,Andhra Pradesh,0.8888888888888857,flood,0.30950882654920014,1.0,Severe,0.8135593220338984,Extreme,0.8433734939759036,0.8871217664097502,0.7848101265822784,0.8179080505922506,0.8035893322638861,0.7299361462376361,0.7959183673469387,1.0
Kadapa,Andhra Pradesh,1.0,drought,0.0769714834564303,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,0.0,drought,0.06412082270725002,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,0.11111111111111427,waterlogging,0.15268439704567283,1.0,Moderate,0.4406779661016949,Severe,0.38152610441767065,0.20364026339791327,0.3924050632911392,0.49989961855049186,0.24980950471225186,0.8263428070614748,0.8163265306122448,1.0
Anantapur,Andhra Pradesh,0.22222222222220012,extreme_flood,0.3543867783923426,1.0,Catastrophic,0.8305084745762712,Extreme,0.4738955823293172,0.4616098543694186,0.9240506329113924,0.3738205179682795,0.7493282534589933,0.08751721547514711,0.8571428571428571,0.0
Anantapur,Andhra Pradesh,0.3333333333333144,mild,0.13857516642930484,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,0.44444444444442865,severe_drought,0.012883781008843104,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,0.5555555555555429,urban_flood,0.17030437518630148,1.0,Moderate,0.1864406779661017,Moderate,0.6204819277108433,0.591224078658555,0.5949367088607594,0.4015257980325236,0.9800681772608782,0.6401652685614123,0.6326530612244897,1.0
Anantapur,Andhra Pradesh,0.6666666666666572,normal,0.1333752856622396,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,0.7777777777777715,flood,0.22329679064683866,1.0,Severe,0.7796610169491526,Extreme,0.16265060240963855,0.9646236957894421,0.9746835443037974,0.345111423408954,0.15708842991778624,0.06447977964191812,0.02040816326530612,1.0
Anantapur,Andhra Pradesh,0.8888888888888857,drought,0.077236445533733,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anantapur,Andhra Pradesh,1.0,waterlogging,0.15414168847083765,1.0,Moderate,0.7457627118644068,Extreme,0.5863453815261044,0.752566325559019,0.9113924050632911,0.611925316201566,0.483316623220373,0.7430825090772505,0.7142857142857142,1.0
Chittoor,Andhra Pradesh,0.0,waterlogging,0.30709104759381317,1.0,Moderate,0.7627118644067796,Extreme,0.2991967871485943,0.8434686738897297,0.05063291139240506,0.07307769524191929,0.3760376980148386,0.5339927381995743,0.36734693877551017,1.0
Chittoor,Andhra Pradesh,0.11111111111111427,extreme_flood,0.583214652402875,1.0,Catastrophic,0.9491525423728814,Extreme,0.8694779116465863,0.6611989215519228,0.4430379746835443,0.7123067657096969,0.3729697212753158,0.6982596719669463,0.24489795918367346,1.0
Chittoor,Andhra Pradesh,0.22222222222220012,mild,0.19487960785612563,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chittoor,Andhra Pradesh,0.3333333333333144,severe_drought,0.0833636935713576,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chittoor,Andhra Pradesh,0.44444444444442865,urban_flood,0.31961050574636507,1.0,Moderate,0.4915254237288136,Severe,0.5783132530120482,0.6165796357732052,0.06329113924050633,0.8034531218630797,0.7364547824343293,0.12833354200575936,0.9999999999999999,1.0
Chittoor,Andhra Pradesh,0.5555555555555429,normal,0.19140198059152785,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chittoor,Andhra Pradesh,0.6666666666666572,flood,0.3152386314708707,1.0,Severe,0.9322033898305084,Extreme,0.7931726907630522,0.641081254447596,0.3291139240506329,0.48062638024493076,0.9865650691798676,0.2997370727432077,0.061224489795918366,0.0
Chittoor,Andhra Pradesh,0.7777777777777715,drought,0.12893717086741963,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chittoor,Andhra Pradesh,0.8888888888888857,waterlogging,0.31070115589706226,1.0,Moderate,0.8135593220338984,Extreme,0.9076305220883534,0.44281719503272426,0.0379746835443038,0.2963260389480024,0.08592340084218969,0.021785401277075244,0.18367346938775508,1.0
Chittoor,Andhra Pradesh,1.0,extreme_flood,0.5368131686152421,1.0,Catastrophic,0.864406779661017,Extreme,0.2469879518072289,0.378900103234342,0.9873417721518987,0.4776149367596868,0.5726889913775817,0.7248028045574058,0.9387755102040816,1.0
Alluri Sitharama Raju,Andhra Pradesh,0.0,extreme_flood,0.9036862849004739,1.0,Catastrophic,0.3389830508474576,Severe,0.9999999999999999,0.49374279614725425,0.06329113924050633,0.37703272435253965,0.7601764587928614,0.32915988481282077,0.3061224489795918,1.0
Alluri Sitharama Raju,Andhra Pradesh,0.11111111111111427,mild,0.39952969231278773,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
