District,State,Year,Month,Month_Number,Case_Type,Soil_Moisture_Percent,Saturation_Level,Field_Capacity_Percent,Wilting_Point_Percent,Excess_Water_mm,Waterlogging_Risk
Kadapa,Andhra Pradesh,2020,Mar,3,drought,17.0,Very Low,44.8,14.0,0.0,Low
Kadapa,Andhra Pradesh,2020,Apr,4,drought,9.6,Very Low,40.8,16.0,0.0,Low
Kadapa,Andhra Pradesh,2020,May,5,drought,12.9,Very Low,33.9,12.9,0.0,Low
Kadapa,Andhra Pradesh,2020,Jun,6,drought,27.5,Low,41.5,13.9,0.0,Low
Kadapa,Andhra Pradesh,2020,Jul,7,drought,21.2,Low,28.3,14.1,0.0,Low
Kadapa,Andhra Pradesh,2020,Aug,8,drought,29.5,Low,43.7,15.9,0.0,Low
Kadapa,Andhra Pradesh,2020,Sep,9,drought,14.6,Very Low,32.2,15.5,0.0,Low
Kadapa,Andhra Pradesh,2020,Oct,10,drought,30.0,Low,38.4,16.5,0.0,Low
Kadapa,Andhra Pradesh,2020,Nov,11,drought,2.9,Very Low,36.1,14.0,0.0,Low
Kadapa,Andhra Pradesh,2020,Dec,12,drought,4.8,Very Low,29.9,10.4,0.0,Low
Anantapur,Andhra Pradesh,2020,Jan,1,waterlogging,30.6,Low,35.2,17.4,0.0,Low
Anantapur,Andhra Pradesh,2020,Feb,2,waterlogging,44.7,Moderate,30.2,12.4,0.0,Low
Anantapur,Andhra Pradesh,2020,Mar,3,waterlogging,44.1,Moderate,33.5,15.0,0.0,Low
Anantapur,Andhra Pradesh,2020,Apr,4,waterlogging,37.8,Low,34.5,13.4,0.0,Low
Anantapur,Andhra Pradesh,2020,May,5,waterlogging,34.8,Low,28.5,9.9,0.0,Low
Anantapur,Andhra Pradesh,2020,Jun,6,waterlogging,86.6,Saturated,43.0,8.1,38.2,Extreme
Anantapur,Andhra Pradesh,2020,Jul,7,waterlogging,77.1,High,37.8,12.7,16.9,High
Anantapur,Andhra Pradesh,2020,Aug,8,waterlogging,81.7,High,35.6,14.0,24.1,High
Anantapur,Andhra Pradesh,2020,Sep,9,waterlogging,83.1,High,37.5,17.2,27.5,High
Anantapur,Andhra Pradesh,2020,Oct,10,waterlogging,70.1,High,44.7,17.9,6.4,High
Anantapur,Andhra Pradesh,2020,Nov,11,waterlogging,37.5,Low,40.1,15.5,0.0,Low
Anantapur,Andhra Pradesh,2020,Dec,12,waterlogging,33.7,Low,28.2,13.3,0.0,Low
Chittoor,Andhra Pradesh,2020,Jan,1,extreme_flood,54.7,Moderate,28.1,15.3,0.0,Medium
Chittoor,Andhra Pradesh,2020,Feb,2,extreme_flood,38.2,Low,40.0,13.4,0.0,Low
Chittoor,Andhra Pradesh,2020,Mar,3,extreme_flood,39.4,Low,37.9,17.2,0.0,Low
Chittoor,Andhra Pradesh,2020,Apr,4,extreme_flood,52.3,Moderate,27.2,8.8,0.0,Medium
Chittoor,Andhra Pradesh,2020,May,5,extreme_flood,37.6,Low,39.1,14.9,0.0,Low
Chittoor,Andhra Pradesh,2020,Jun,6,extreme_flood,79.0,High,36.6,10.2,19.2,High
Chittoor,Andhra Pradesh,2020,Jul,7,extreme_flood,86.6,Saturated,41.3,16.2,34.7,Extreme
Chittoor,Andhra Pradesh,2020,Aug,8,extreme_flood,81.6,High,32.3,17.6,30.1,High
Chittoor,Andhra Pradesh,2020,Sep,9,extreme_flood,83.8,High,42.2,17.0,27.9,High
Chittoor,Andhra Pradesh,2020,Oct,10,extreme_flood,86.3,Saturated,40.6,8.1,35.4,Extreme
Chittoor,Andhra Pradesh,2020,Nov,11,extreme_flood,43.5,Moderate,28.3,8.1,0.0,Low
Chittoor,Andhra Pradesh,2020,Dec,12,extreme_flood,45.0,Moderate,33.2,17.2,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Jan,1,mild,24.6,Low,40.1,15.6,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Feb,2,mild,20.5,Low,25.7,8.6,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Mar,3,mild,8.3,Very Low,33.5,10.9,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Apr,4,mild,21.8,Low,44.4,9.2,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,May,5,mild,25.1,Low,28.9,12.8,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Jun,6,mild,36.0,Low,39.0,10.6,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Jul,7,mild,38.3,Low,26.8,12.5,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Aug,8,mild,39.1,Low,27.0,13.3,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Sep,9,mild,43.4,Moderate,43.1,17.9,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Oct,10,mild,30.8,Low,40.6,10.9,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Nov,11,mild,19.6,Very Low,34.8,17.7,0.0,Low
Alluri Sitharama Raju,Andhra Pradesh,2020,Dec,12,mild,12.4,Very Low,32.4,9.4,0.0,Low
Anakapalli,Andhra Pradesh,2020,Jan,1,severe_drought,11.0,Very Low,31.8,11.9,0.0,Low
Anakapalli,Andhra Pradesh,2020,Feb,2,severe_drought,0.0,Very Low,29.9,17.0,0.0,Low
Anakapalli,Andhra Pradesh,2020,Mar,3,severe_drought,9.4,Very Low,38.2,9.1,0.0,Low
Anakapalli,Andhra Pradesh,2020,Apr,4,severe_drought,0.0,Very Low,34.6,15.7,0.0,Low
Anakapalli,Andhra Pradesh,2020,May,5,severe_drought,0.0,Very Low,44.3,8.7,0.0,Low
Anakapalli,Andhra Pradesh,2020,Jun,6,severe_drought,0.4,Very Low,35.8,11.0,0.0,Low
Anakapalli,Andhra Pradesh,2020,Jul,7,severe_drought,8.1,Very Low,32.7,14.6,0.0,Low
Anakapalli,Andhra Pradesh,2020,Aug,8,severe_drought,2.4,Very Low,29.0,15.4,0.0,Low
Anakapalli,Andhra Pradesh,2020,Sep,9,severe_drought,2.9,Very Low,36.2,11.7,0.0,Low
Anakapalli,Andhra Pradesh,2020,Oct,10,severe_drought,16.9,Very Low,27.5,17.0,0.0,Low
Anakapalli,Andhra Pradesh,2020,Nov,11,severe_drought,14.0,Very Low,26.5,14.6,0.0,Low
Anakapalli,Andhra Pradesh,2020,Dec,12,severe_drought,0.0,Very Low,38.2,11.6,0.0,Low
Bapatla,Andhra Pradesh,2020,Jan,1,urban_flood,9.5,Very Low,27.5,8.7,0.0,Low
Bapatla,Andhra Pradesh,2020,Feb,2,urban_flood,13.9,Very Low,41.7,13.1,0.0,Low
Bapatla,Andhra Pradesh,2020,Mar,3,urban_flood,16.2,Very Low,27.0,11.7,0.0,Low
Bapatla,Andhra Pradesh,2020,Apr,4,urban_flood,13.4,Very Low,40.5,15.9,0.0,Low
Bapatla,Andhra Pradesh,2020,May,5,urban_flood,10.1,Very Low,42.6,13.2,0.0,Low
Bapatla,Andhra Pradesh,2020,Jun,6,urban_flood,36.8,Low,35.2,10.6,0.0,Low
Bapatla,Andhra Pradesh,2020,Jul,7,urban_flood,38.7,Low,29.1,11.8,0.0,Low
Bapatla,Andhra Pradesh,2020,Aug,8,urban_flood,25.7,Low,38.8,15.1,0.0,Low
Bapatla,Andhra Pradesh,2020,Sep,9,urban_flood,35.6,Low,26.7,18.0,0.0,Low
Bapatla,Andhra Pradesh,2020,Oct,10,urban_flood,41.2,Moderate,34.5,15.6,0.0,Low
Bapatla,Andhra Pradesh,2020,Nov,11,urban_flood,16.7,Very Low,36.2,14.1,0.0,Low
Bapatla,Andhra Pradesh,2020,Dec,12,urban_flood,12.7,Very Low,34.6,17.3,0.0,Low
Eluru,Andhra Pradesh,2020,Jan,1,normal,24.8,Low,40.3,14.4,0.0,Low
Eluru,Andhra Pradesh,2020,Feb,2,normal,23.0,Low,26.9,16.3,0.0,Low
Eluru,Andhra Pradesh,2020,Mar,3,normal,24.0,Low,37.9,8.5,0.0,Low
Eluru,Andhra Pradesh,2020,Apr,4,normal,18.4,Very Low,41.3,9.8,0.0,Low
Eluru,Andhra Pradesh,2020,May,5,normal,30.9,Low,31.1,13.5,0.0,Low
Eluru,Andhra Pradesh,2020,Jun,6,normal,54.8,Moderate,35.9,14.3,0.0,Medium
Eluru,Andhra Pradesh,2020,Jul,7,normal,49.0,Moderate,28.7,15.4,0.0,Low
Eluru,Andhra Pradesh,2020,Aug,8,normal,43.2,Moderate,38.1,9.1,0.0,Low
Eluru,Andhra Pradesh,2020,Sep,9,normal,56.0,Moderate,44.6,14.1,0.0,Medium
Eluru,Andhra Pradesh,2020,Oct,10,normal,46.0,Moderate,39.2,15.7,0.0,Low
Eluru,Andhra Pradesh,2020,Nov,11,normal,23.6,Low,30.1,11.1,0.0,Low
Eluru,Andhra Pradesh,2020,Dec,12,normal,19.6,Very Low,35.4,13.1,0.0,Low
Konaseema,Andhra Pradesh,2020,Jan,1,flood,38.5,Low,36.6,8.0,0.0,Low
Konaseema,Andhra Pradesh,2020,Feb,2,flood,41.3,Moderate,25.5,13.7,0.0,Low
Konaseema,Andhra Pradesh,2020,Mar,3,flood,30.9,Low,41.9,12.5,0.0,Low
Konaseema,Andhra Pradesh,2020,Apr,4,flood,43.6,Moderate,27.8,9.9,0.0,Low
Konaseema,Andhra Pradesh,2020,May,5,flood,46.1,Moderate,31.4,11.5,0.0,Low
Konaseema,Andhra Pradesh,2020,Jun,6,flood,67.6,High,43.5,14.0,0.0,Medium
Konaseema,Andhra Pradesh,2020,Jul,7,flood,73.7,High,40.1,13.2,15.1,High
Konaseema,Andhra Pradesh,2020,Aug,8,flood,79.1,High,44.7,16.6,20.0,High
Konaseema,Andhra Pradesh,2020,Sep,9,flood,74.6,High,26.3,16.0,18.9,High
Konaseema,Andhra Pradesh,2020,Oct,10,flood,68.8,High,36.6,8.4,6.2,Medium
Konaseema,Andhra Pradesh,2020,Nov,11,flood,47.4,Moderate,27.0,16.5,0.0,Low
Konaseema,Andhra Pradesh,2020,Dec,12,flood,29.4,Low,34.6,15.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Jan,1,drought,16.3,Very Low,37.6,8.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Feb,2,drought,8.7,Very Low,39.3,10.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Mar,3,drought,15.3,Very Low,44.3,14.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Apr,4,drought,17.7,Very Low,30.5,11.7,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,May,5,drought,11.9,Very Low,40.5,12.7,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Jun,6,drought,22.3,Low,30.0,11.1,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Jul,7,drought,23.8,Low,31.4,8.6,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Aug,8,drought,28.4,Low,25.2,9.4,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Sep,9,drought,28.7,Low,30.5,13.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Oct,10,drought,12.7,Very Low,29.4,11.4,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Nov,11,drought,10.5,Very Low,26.2,17.5,0.0,Low
Parvathipuram Manyam,Andhra Pradesh,2020,Dec,12,drought,7.1,Very Low,30.6,15.3,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Jan,1,waterlogging,30.3,Low,36.4,10.8,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Feb,2,waterlogging,43.9,Moderate,39.2,11.8,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Mar,3,waterlogging,47.5,Moderate,42.3,9.9,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Apr,4,waterlogging,40.8,Moderate,26.8,14.1,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,May,5,waterlogging,32.3,Low,41.5,12.2,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Jun,6,waterlogging,68.7,High,32.8,13.6,0.0,Medium
Sri Sathya Sai,Andhra Pradesh,2020,Jul,7,waterlogging,79.3,High,44.9,12.3,28.4,High
Sri Sathya Sai,Andhra Pradesh,2020,Aug,8,waterlogging,78.7,High,44.0,15.6,26.4,High
Sri Sathya Sai,Andhra Pradesh,2020,Sep,9,waterlogging,74.8,High,27.4,11.5,18.9,High
Sri Sathya Sai,Andhra Pradesh,2020,Oct,10,waterlogging,78.6,High,28.3,11.3,21.5,High
Sri Sathya Sai,Andhra Pradesh,2020,Nov,11,waterlogging,41.0,Moderate,42.7,12.5,0.0,Low
Sri Sathya Sai,Andhra Pradesh,2020,Dec,12,waterlogging,42.5,Moderate,27.3,17.9,0.0,Low
Tirupati,Andhra Pradesh,2020,Jan,1,extreme_flood,35.2,Low,40.1,10.3,0.0,Low
Tirupati,Andhra Pradesh,2020,Feb,2,extreme_flood,46.9,Moderate,39.3,13.8,0.0,Low
Tirupati,Andhra Pradesh,2020,Mar,3,extreme_flood,41.5,Moderate,43.1,10.8,0.0,Low
Tirupati,Andhra Pradesh,2020,Apr,4,extreme_flood,48.7,Moderate,35.5,9.0,0.0,Low
Tirupati,Andhra Pradesh,2020,May,5,extreme_flood,38.9,Low,41.5,10.3,0.0,Low
Tirupati,Andhra Pradesh,2020,Jun,6,extreme_flood,81.8,High,32.6,10.8,31.4,High
Tirupati,Andhra Pradesh,2020,Jul,7,extreme_flood,87.8,Saturated,42.7,11.1,44.5,Extreme
Tirupati,Andhra Pradesh,2020,Aug,8,extreme_flood,90.7,Saturated,30.9,13.5,43.4,Extreme
Tirupati,Andhra Pradesh,2020,Sep,9,extreme_flood,76.4,High,30.4,10.7,20.8,High
Tirupati,Andhra Pradesh,2020,Oct,10,extreme_flood,93.7,Saturated,41.1,17.7,51.5,Extreme
Tirupati,Andhra Pradesh,2020,Nov,11,extreme_flood,48.7,Moderate,44.6,16.2,0.0,Low
Tirupati,Andhra Pradesh,2020,Dec,12,extreme_flood,41.5,Moderate,39.2,12.1,0.0,Low
Hyderabad,Telangana,2020,Jan,1,mild,9.2,Very Low,42.0,13.8,0.0,Low
Hyderabad,Telangana,2020,Feb,2,mild,17.2,Very Low,43.2,10.0,0.0,Low
Hyderabad,Telangana,2020,Mar,3,mild,26.6,Low,42.9,12.6,0.0,Low
Hyderabad,Telangana,2020,Apr,4,mild,23.6,Low,33.9,10.0,0.0,Low
Hyderabad,Telangana,2020,May,5,mild,17.8,Very Low,36.5,13.3,0.0,Low
Hyderabad,Telangana,2020,Jun,6,mild,39.6,Low,34.7,17.0,0.0,Low
Hyderabad,Telangana,2020,Jul,7,mild,36.8,Low,35.9,13.8,0.0,Low
