Date,District,State,Year_Type,Daily_Rainfall_mm,Cumulative_Monthly_mm,Rainfall_Category,Flood_Alert,Waterlogging_Risk
73,10,0,3,0.0,13.1,5,0,1
74,10,0,3,0.0,13.1,5,0,1
75,10,0,3,0.0,13.1,5,0,1
76,10,0,3,0.0,13.1,5,0,1
77,10,0,3,0.0,13.1,5,0,1
78,10,0,3,0.0,13.1,5,0,1
79,10,0,3,0.0,13.1,5,0,1
80,10,0,3,0.0,13.1,5,0,1
81,10,0,3,0.0,13.1,5,0,1
82,10,0,3,0.0,13.1,5,0,1
83,10,0,3,0.0,13.1,5,0,1
84,10,0,3,0.0,13.1,5,0,1
85,10,0,3,0.0,13.1,5,0,1
86,10,0,3,0.0,13.1,5,0,1
87,10,0,3,0.0,13.1,5,0,1
88,10,0,3,0.0,13.1,5,0,1
89,10,0,3,0.0,13.1,5,0,1
90,10,0,3,0.0,13.1,5,0,1
91,10,0,3,0.0,0.0,5,0,1
92,10,0,3,2.3,2.3,3,0,1
93,10,0,3,0.0,2.3,5,0,1
94,10,0,3,0.0,2.3,5,0,1
95,10,0,3,0.0,2.3,5,0,1
96,10,0,3,0.0,2.3,5,0,1
97,10,0,3,0.0,2.3,5,0,1
98,10,0,3,0.0,2.3,5,0,1
99,10,0,3,7.2,9.5,3,0,1
100,10,0,3,0.0,9.5,5,0,1
101,10,0,3,0.0,9.5,5,0,1
102,10,0,3,0.0,9.5,5,0,1
103,10,0,3,0.0,9.5,5,0,1
104,10,0,3,1.4,10.9,3,0,1
105,10,0,3,0.0,10.9,5,0,1
106,10,0,3,16.4,27.3,4,0,2
107,10,0,3,0.0,27.3,5,0,1
108,10,0,3,0.0,27.3,5,0,1
109,10,0,3,0.0,27.3,5,0,1
110,10,0,3,11.0,38.3,4,0,1
111,10,0,3,0.0,38.3,5,0,1
112,10,0,3,0.0,38.3,5,0,1
113,10,0,3,0.0,38.3,5,0,1
114,10,0,3,0.0,38.3,5,0,1
115,10,0,3,0.0,38.3,5,0,1
116,10,0,3,0.0,38.3,5,0,1
117,10,0,3,0.0,38.3,5,0,1
118,10,0,3,0.0,38.3,5,0,1
119,10,0,3,0.0,38.3,5,0,1
120,10,0,3,0.0,38.3,5,0,1
121,10,0,3,16.8,16.8,4,0,2
122,10,0,3,0.2,17.0,3,0,1
123,10,0,3,1.1,18.1,3,0,1
124,10,0,3,0.0,18.1,5,0,1
125,10,0,3,0.0,18.1,5,0,1
126,10,0,3,0.0,18.1,5,0,1
127,10,0,3,0.0,18.1,5,0,1
128,10,0,3,0.0,18.1,5,0,1
129,10,0,3,0.0,18.1,5,0,1
130,10,0,3,0.0,18.1,5,0,1
131,10,0,3,3.7,21.8,3,0,1
132,10,0,3,0.0,21.8,5,0,1
133,10,0,3,15.7,37.5,4,0,2
134,10,0,3,0.0,37.5,5,0,1
135,10,0,3,0.0,37.5,5,0,1
136,10,0,3,0.0,37.5,5,0,1
137,10,0,3,0.0,37.5,5,0,1
138,10,0,3,0.0,37.5,5,0,1
139,10,0,3,0.0,37.5,5,0,1
140,10,0,3,0.0,37.5,5,0,1
141,10,0,3,0.0,37.5,5,0,1
142,10,0,3,12.0,49.5,4,0,1
143,10,0,3,0.0,49.5,5,0,1
144,10,0,3,0.0,49.5,5,0,1
145,10,0,3,0.0,49.5,5,0,1
146,10,0,3,5.7,55.2,3,0,1
147,10,0,3,0.0,55.2,5,0,1
148,10,0,3,0.0,55.2,5,0,1
149,10,0,3,0.0,55.2,5,0,1
150,10,0,3,4.0,59.2,3,0,1
151,10,0,3,0.0,59.2,5,0,1
152,10,0,3,39.6,39.6,2,0,0
153,10,0,3,31.4,71.0,4,0,2
154,10,0,3,7.6,78.6,4,0,1
155,10,0,3,7.8,86.4,4,0,1
156,10,0,3,31.6,118.0,4,0,2
157,10,0,3,31.6,149.6,4,0,2
158,10,0,3,0.0,149.6,5,0,1
159,10,0,3,59.0,208.6,2,0,0
160,10,0,3,0.0,208.6,5,0,1
161,10,0,3,9.0,217.6,4,0,1
162,10,0,3,21.1,238.7,4,0,2
163,10,0,3,27.9,266.6,4,0,2
164,10,0,3,16.3,282.9,4,0,2
165,10,0,3,3.4,286.3,3,0,1
166,10,0,3,59.1,345.4,2,0,0
167,10,0,3,58.1,403.5,2,0,0
168,10,0,3,10.3,413.8,4,0,1
169,10,0,3,32.1,445.9,4,0,2
170,10,0,3,30.1,476.0,4,0,2
171,10,0,3,7.0,483.0,3,0,1
172,10,0,3,16.1,499.1,4,0,2
173,10,0,3,39.0,538.1,2,0,0
174,10,0,3,0.0,538.1,5,0,1
175,10,0,3,9.1,547.2,4,0,1
176,10,0,3,18.2,565.4,4,0,2
177,10,0,3,0.0,565.4,5,0,1
178,10,0,3,8.9,574.3,4,0,1
179,10,0,3,102.4,676.7,6,1,0
180,10,0,3,31.7,708.4,4,0,2
181,10,0,3,24.7,733.1,4,0,2
182,10,0,3,4.1,4.1,3,0,1
183,10,0,3,30.0,34.1,4,0,2
184,10,0,3,38.6,72.7,2,0,0
185,10,0,3,15.1,87.8,4,0,2
186,10,0,3,21.4,109.2,4,0,2
187,10,0,3,0.0,109.2,5,0,1
188,10,0,3,25.9,135.1,4,0,2
189,10,0,3,7.4,142.5,3,0,1
190,10,0,3,1.1,143.6,3,0,1
191,10,0,3,35.0,178.6,4,0,2
192,10,0,3,24.0,202.6,4,0,2
193,10,0,3,42.4,245.0,2,0,0
194,10,0,3,9.8,254.8,4,0,1
195,10,0,3,29.5,284.3,4,0,2
196,10,0,3,11.7,296.0,4,0,1
197,10,0,3,15.6,311.6,4,0,2
198,10,0,3,79.4,391.0,6,1,0
199,10,0,3,9.2,400.2,4,0,1
200,10,0,3,7.5,407.7,4,0,1
201,10,0,3,53.2,460.9,2,0,0
202,10,0,3,14.6,475.5,4,0,1
203,10,0,3,23.2,498.7,4,0,2
204,10,0,3,0.0,498.7,5,0,1
205,10,0,3,17.1,515.8,4,0,2
206,10,0,3,0.1,515.9,3,0,1
207,10,0,3,69.8,585.7,6,1,0
208,10,0,3,2.1,587.8,3,0,1
209,10,0,3,64.9,652.7,6,1,0
210,10,0,3,5.8,658.5,3,0,1
211,10,0,3,40.5,699.0,2,0,0
212,10,0,3,25.7,724.7,4,0,2
213,10,0,3,23.1,23.1,4,0,2
214,10,0,3,12.8,35.9,4,0,1
215,10,0,3,50.8,86.7,2,0,0
216,10,0,3,29.6,116.3,4,0,2
217,10,0,3,3.8,120.1,3,0,1
218,10,0,3,9.1,129.2,4,0,1
219,10,0,3,3.3,132.5,3,0,1
220,10,0,3,21.8,154.3,4,0,2
221,10,0,3,14.1,168.4,4,0,1
222,10,0,3,47.4,215.8,2,0,0
223,10,0,3,2.9,218.7,3,0,1
224,10,0,3,16.4,235.1,4,0,2
225,10,0,3,0.0,235.1,5,0,1
226,10,0,3,0.0,235.1,5,0,1
227,10,0,3,1.0,236.1,3,0,1
228,10,0,3,1.1,237.2,3,0,1
229,10,0,3,11.1,248.3,4,0,1
230,10,0,3,3.6,251.9,3,0,1
231,10,0,3,13.7,265.6,4,0,1
232,10,0,3,55.0,320.6,2,0,0
233,10,0,3,13.0,333.6,4,0,1
234,10,0,3,17.2,350.8,4,0,2
235,10,0,3,0.0,350.8,5,0,1
236,10,0,3,0.0,350.8,5,0,1
237,10,0,3,6.3,357.1,3,0,1
238,10,0,3,34.7,391.8,4,0,2
239,10,0,3,9.7,401.5,4,0,1
240,10,0,3,27.6,429.1,4,0,2
241,10,0,3,10.6,439.7,4,0,1
242,10,0,3,2.1,441.8,3,0,1
243,10,0,3,69.0,510.8,6,1,0
244,10,0,3,5.1,5.1,3,0,1
245,10,0,3,8.3,13.4,4,0,1
246,10,0,3,1.2,14.6,3,0,1
247,10,0,3,5.6,20.2,3,0,1
248,10,0,3,66.2,86.4,6,1,0
249,10,0,3,4.0,90.4,3,0,1
250,10,0,3,14.6,105.0,4,0,1
251,10,0,3,43.0,148.0,2,0,0
252,10,0,3,2.7,150.7,3,0,1
253,10,0,3,45.9,196.6,2,0,0
254,10,0,3,2.7,199.3,3,0,1
255,10,0,3,4.6,203.9,3,0,1
256,10,0,3,9.7,213.6,4,0,1
257,10,0,3,2.5,216.1,3,0,1
258,10,0,3,25.6,241.7,4,0,2
259,10,0,3,18.4,260.1,4,0,2
260,10,0,3,13.2,273.3,4,0,1
261,10,0,3,25.4,298.7,4,0,2
262,10,0,3,3.0,301.7,3,0,1
263,10,0,3,7.5,309.2,4,0,1
264,10,0,3,4.5,313.7,3,0,1
265,10,0,3,2.1,315.8,3,0,1
266,10,0,3,13.8,329.6,4,0,1
267,10,0,3,2.3,331.9,3,0,1
268,10,0,3,13.7,345.6,4,0,1
269,10,0,3,15.3,360.9,4,0,2
270,10,0,3,12.1,373.0,4,0,1
271,10,0,3,3.1,376.1,3,0,1
272,10,0,3,11.7,387.8,4,0,1
273,10,0,3,20.3,408.1,4,0,2
274,10,0,3,0.0,0.0,5,0,1
275,10,0,3,5.9,5.9,3,0,1
276,10,0,3,16.5,22.4,4,0,2
277,10,0,3,0.0,22.4,5,0,1
278,10,0,3,17.4,39.8,4,0,2
279,10,0,3,7.8,47.6,4,0,1
280,10,0,3,0.0,47.6,5,0,1
281,10,0,3,15.2,62.8,4,0,2
282,10,0,3,0.0,62.8,5,0,1
283,10,0,3,3.2,66.0,3,0,1
284,10,0,3,8.3,74.3,4,0,1
285,10,0,3,12.8,87.1,4,0,1
286,10,0,3,6.0,93.1,3,0,1
287,10,0,3,0.0,93.1,5,0,1
288,10,0,3,0.8,93.9,3,0,1
289,10,0,3,0.0,93.9,5,0,1
290,10,0,3,9.7,103.6,4,0,1
291,10,0,3,0.7,104.3,3,0,1
292,10,0,3,3.0,107.3,3,0,1
293,10,0,3,0.0,107.3,5,0,1
294,10,0,3,15.0,122.3,4,0,1
295,10,0,3,0.4,122.7,3,0,1
296,10,0,3,3.2,125.9,3,0,1
297,10,0,3,6.1,132.0,3,0,1
298,10,0,3,5.8,137.8,3,0,1
299,10,0,3,3.4,141.2,3,0,1
300,10,0,3,0.0,141.2,5,0,1
301,10,0,3,1.4,142.6,3,0,1
302,10,0,3,0.4,143.0,3,0,1
303,10,0,3,0.5,143.5,3,0,1
304,10,0,3,5.1,148.6,3,0,1
305,10,0,3,0.0,0.0,5,0,1
306,10,0,3,0.0,0.0,5,0,1
307,10,0,3,0.0,0.0,5,0,1
308,10,0,3,0.0,0.0,5,0,1
309,10,0,3,3.9,3.9,3,0,1
310,10,0,3,0.0,3.9,5,0,1
311,10,0,3,0.0,3.9,5,0,1
312,10,0,3,0.0,3.9,5,0,1
313,10,0,3,4.1,8.0,3,0,1
314,10,0,3,0.0,8.0,5,0,1
315,10,0,3,4.5,12.5,3,0,1
316,10,0,3,0.0,12.5,5,0,1
317,10,0,3,0.0,12.5,5,0,1
318,10,0,3,1.1,13.6,3,0,1
319,10,0,3,0.0,13.6,5,0,1
320,10,0,3,0.0,13.6,5,0,1
321,10,0,3,0.0,13.6,5,0,1
322,10,0,3,11.6,25.2,4,0,1
323,10,0,3,0.0,25.2,5,0,1
324,10,0,3,0.0,25.2,5,0,1
325,10,0,3,0.0,25.2,5,0,1
326,10,0,3,0.0,25.2,5,0,1
327,10,0,3,0.0,25.2,5,0,1
328,10,0,3,0.0,25.2,5,0,1
329,10,0,3,0.2,25.4,3,0,1
330,10,0,3,0.0,25.4,5,0,1
331,10,0,3,0.0,25.4,5,0,1
332,10,0,3,0.0,25.4,5,0,1
333,10,0,3,1.3,26.7,3,0,1
334,10,0,3,0.1,26.8,3,0,1
335,10,0,3,0.0,0.0,5,0,1
336,10,0,3,0.0,0.0,5,0,1
337,10,0,3,0.0,0.0,5,0,1
338,10,0,3,0.0,0.0,5,0,1
339,10,0,3,0.0,0.0,5,0,1
340,10,0,3,0.0,0.0,5,0,1
341,10,0,3,0.0,0.0,5,0,1
342,10,0,3,0.0,0.0,5,0,1
343,10,0,3,0.0,0.0,5,0,1
344,10,0,3,0.0,0.0,5,0,1
345,10,0,3,0.0,0.0,5,0,1
346,10,0,3,0.0,0.0,5,0,1
347,10,0,3,0.0,0.0,5,0,1
348,10,0,3,0.0,0.0,5,0,1
349,10,0,3,0.0,0.0,5,0,1
350,10,0,3,0.0,0.0,5,0,1
351,10,0,3,0.0,0.0,5,0,1
352,10,0,3,0.0,0.0,5,0,1
353,10,0,3,0.0,0.0,5,0,1
354,10,0,3,0.0,0.0,5,0,1
355,10,0,3,0.0,0.0,5,0,1
356,10,0,3,0.0,0.0,5,0,1
357,10,0,3,0.8,0.8,3,0,1
358,10,0,3,0.0,0.8,5,0,1
359,10,0,3,3.9,4.7,3,0,1
360,10,0,3,0.0,4.7,5,0,1
361,10,0,3,0.0,4.7,5,0,1
362,10,0,3,0.0,4.7,5,0,1
363,10,0,3,1.5,6.2,3,0,1
364,10,0,3,23.8,30.0,4,0,2
365,10,0,3,0.0,30.0,5,0,1
366,10,0,2,0.4,0.4,3,0,1
367,10,0,2,0.0,0.4,5,0,1
368,10,0,2,0.0,0.4,5,0,1
369,10,0,2,0.0,0.4,5,0,1
370,10,0,2,0.0,0.4,5,0,1
371,10,0,2,0.0,0.4,5,0,1
372,10,0,2,0.0,0.4,5,0,1
373,10,0,2,0.0,0.4,5,0,1
374,10,0,2,0.0,0.4,5,0,1
375,10,0,2,0.0,0.4,5,0,1
376,10,0,2,0.0,0.4,5,0,1
377,10,0,2,0.0,0.4,5,0,1
378,10,0,2,0.0,0.4,5,0,1
379,10,0,2,0.0,0.4,5,0,1
380,10,0,2,0.0,0.4,5,0,1
381,10,0,2,3.0,3.4,3,0,1
382,10,0,2,0.0,3.4,5,0,1
383,10,0,2,0.0,3.4,5,0,1
384,10,0,2,0.0,3.4,5,0,1
385,10,0,2,0.0,3.4,5,0,1
386,10,0,2,0.0,3.4,5,0,1
387,10,0,2,0.0,3.4,5,0,1
388,10,0,2,12.8,16.2,4,0,1
389,10,0,2,5.6,21.8,3,0,1
390,10,0,2,0.0,21.8,5,0,1
391,10,0,2,0.0,21.8,5,0,1
392,10,0,2,0.0,21.8,5,0,1
393,10,0,2,13.5,35.3,4,0,1
394,10,0,2,0.0,35.3,5,0,1
395,10,0,2,0.0,35.3,5,0,1
396,10,0,2,0.0,35.3,5,0,1
397,10,0,2,0.0,0.0,5,0,1
398,10,0,2,0.0,0.0,5,0,1
399,10,0,2,0.0,0.0,5,0,1
400,10,0,2,0.0,0.0,5,0,1
401,10,0,2,26.1,26.1,4,0,2
402,10,0,2,0.0,26.1,5,0,1
403,10,0,2,0.0,26.1,5,0,1
404,10,0,2,0.0,26.1,5,0,1
405,10,0,2,0.0,26.1,5,0,1
406,10,0,2,0.0,26.1,5,0,1
407,10,0,2,0.0,26.1,5,0,1
408,10,0,2,0.0,26.1,5,0,1
409,10,0,2,0.0,26.1,5,0,1
410,10,0,2,0.0,26.1,5,0,1
411,10,0,2,0.0,26.1,5,0,1
412,10,0,2,0.0,26.1,5,0,1
413,10,0,2,0.0,26.1,5,0,1
414,10,0,2,0.0,26.1,5,0,1
415,10,0,2,0.0,26.1,5,0,1
416,10,0,2,0.0,26.1,5,0,1
417,10,0,2,0.0,26.1,5,0,1
418,10,0,2,0.0,26.1,5,0,1
419,10,0,2,0.0,26.1,5,0,1
420,10,0,2,0.0,26.1,5,0,1
421,10,0,2,7.5,33.6,4,0,1
422,10,0,2,9.3,42.9,4,0,1
423,10,0,2,0.0,42.9,5,0,1
424,10,0,2,0.0,42.9,5,0,1
425,10,0,2,0.0,0.0,5,0,1
426,10,0,2,0.0,0.0,5,0,1
427,10,0,2,0.0,0.0,5,0,1
428,10,0,2,0.0,0.0,5,0,1
429,10,0,2,0.0,0.0,5,0,1
430,10,0,2,0.0,0.0,5,0,1
431,10,0,2,0.0,0.0,5,0,1
432,10,0,2,0.0,0.0,5,0,1
433,10,0,2,13.0,13.0,4,0,1
434,10,0,2,0.0,13.0,5,0,1
435,10,0,2,0.0,13.0,5,0,1
436,10,0,2,0.0,13.0,5,0,1
437,10,0,2,0.0,13.0,5,0,1
438,10,0,2,0.0,13.0,5,0,1
439,10,0,2,0.0,13.0,5,0,1
440,10,0,2,0.0,13.0,5,0,1
441,10,0,2,0.0,13.0,5,0,1
442,10,0,2,0.0,13.0,5,0,1
443,10,0,2,0.0,13.0,5,0,1
444,10,0,2,0.0,13.0,5,0,1
445,10,0,2,0.0,13.0,5,0,1
446,10,0,2,0.0,13.0,5,0,1
447,10,0,2,0.0,13.0,5,0,1
448,10,0,2,0.0,13.0,5,0,1
449,10,0,2,0.0,13.0,5,0,1
450,10,0,2,0.0,13.0,5,0,1
451,10,0,2,0.0,13.0,5,0,1
452,10,0,2,0.0,13.0,5,0,1
453,10,0,2,0.0,13.0,5,0,1
454,10,0,2,0.0,13.0,5,0,1
455,10,0,2,0.0,13.0,5,0,1
456,10,0,2,0.0,0.0,5,0,1
457,10,0,2,0.0,0.0,5,0,1
458,10,0,2,0.0,0.0,5,0,1
459,10,0,2,0.0,0.0,5,0,1
460,10,0,2,5.6,5.6,3,0,1
461,10,0,2,0.0,5.6,5,0,1
462,10,0,2,0.0,5.6,5,0,1
463,10,0,2,7.6,13.2,4,0,1
464,10,0,2,0.0,13.2,5,0,1
465,10,0,2,0.0,13.2,5,0,1
466,10,0,2,0.0,13.2,5,0,1
467,10,0,2,0.0,13.2,5,0,1
468,10,0,2,0.0,13.2,5,0,1
469,10,0,2,2.5,15.7,3,0,1
470,10,0,2,0.0,15.7,5,0,1
471,10,0,2,0.0,15.7,5,0,1
472,10,0,2,0.0,15.7,5,0,1
473,10,0,2,0.0,15.7,5,0,1
474,10,0,2,0.0,15.7,5,0,1
475,10,0,2,0.0,15.7,5,0,1
476,10,0,2,4.2,19.9,3,0,1
477,10,0,2,0.0,19.9,5,0,1
478,10,0,2,0.0,19.9,5,0,1
479,10,0,2,12.0,31.9,4,0,1
480,10,0,2,0.0,31.9,5,0,1
481,10,0,2,4.0,35.9,3,0,1
482,10,0,2,0.3,36.2,3,0,1
483,10,0,2,0.0,36.2,5,0,1
484,10,0,2,0.1,36.3,3,0,1
485,10,0,2,0.0,36.3,5,0,1
486,10,0,2,5.3,5.3,3,0,1
487,10,0,2,1.0,6.3,3,0,1
488,10,0,2,0.0,6.3,5,0,1
489,10,0,2,0.0,6.3,5,0,1
490,10,0,2,0.0,6.3,5,0,1
491,10,0,2,0.0,6.3,5,0,1
492,10,0,2,0.3,6.6,3,0,1
493,10,0,2,0.0,6.6,5,0,1
494,10,0,2,0.0,6.6,5,0,1
495,10,0,2,0.0,6.6,5,0,1
496,10,0,2,4.4,11.0,3,0,1
497,10,0,2,0.0,11.0,5,0,1
498,10,0,2,0.0,11.0,5,0,1
499,10,0,2,0.5,11.5,3,0,1
500,10,0,2,0.0,11.5,5,0,1
501,10,0,2,12.0,23.5,4,0,1
502,10,0,2,0.0,23.5,5,0,1
503,10,0,2,0.2,23.7,3,0,1
504,10,0,2,0.0,23.7,5,0,1
505,10,0,2,7.6,31.3,4,0,1
506,10,0,2,0.0,31.3,5,0,1
507,10,0,2,0.0,31.3,5,0,1
508,10,0,2,0.0,31.3,5,0,1
509,10,0,2,0.0,31.3,5,0,1
510,10,0,2,0.0,31.3,5,0,1
511,10,0,2,17.5,48.8,4,0,2
512,10,0,2,0.4,49.2,3,0,1
513,10,0,2,0.0,49.2,5,0,1
514,10,0,2,0.7,49.9,3,0,1
515,10,0,2,0.0,49.9,5,0,1
516,10,0,2,19.2,69.1,4,0,2
517,10,0,2,43.2,43.2,2,0,0
518,10,0,2,74.5,117.7,6,1,0
519,10,0,2,7.6,125.3,4,0,1
520,10,0,2,80.1,205.4,6,1,0
521,10,0,2,10.7,216.1,4,0,1
522,10,0,2,9.7,225.8,4,0,1
523,10,0,2,6.9,232.7,3,0,1
524,10,0,2,11.9,244.6,4,0,1
525,10,0,2,33.6,278.2,4,0,2
526,10,0,2,2.5,280.7,3,0,1
527,10,0,2,0.0,280.7,5,0,1
528,10,0,2,7.5,288.2,4,0,1
529,10,0,2,30.7,318.9,4,0,2
530,10,0,2,25.7,344.6,4,0,2
531,10,0,2,51.8,396.4,2,0,0
532,10,0,2,37.1,433.5,2,0,0
533,10,0,2,18.3,451.8,4,0,2
534,10,0,2,18.5,470.3,4,0,2
535,10,0,2,1.6,471.9,3,0,1
536,10,0,2,39.9,511.8,2,0,0
537,10,0,2,0.0,511.8,5,0,1
538,10,0,2,6.5,518.3,3,0,1
539,10,0,2,2.8,521.1,3,0,1
540,10,0,2,45.8,566.9,2,0,0
541,10,0,2,1.3,568.2,3,0,1
542,10,0,2,27.7,595.9,4,0,2
543,10,0,2,5.5,601.4,3,0,1
544,10,0,2,8.2,609.6,4,0,1
545,10,0,2,9.2,618.8,4,0,1
546,10,0,2,11.8,630.6,4,0,1
547,10,0,2,16.5,16.5,4,0,2
548,10,0,2,0.0,16.5,5,0,1
549,10,0,2,5.2,21.7,3,0,1
550,10,0,2,29.3,51.0,4,0,2
551,10,0,2,0.0,51.0,5,0,1
552,10,0,2,45.4,96.4,2,0,0
553,10,0,2,30.3,126.7,4,0,2
554,10,0,2,11.4,138.1,4,0,1
555,10,0,2,48.2,186.3,2,0,0
556,10,0,2,19.4,205.7,4,0,2
557,10,0,2,36.9,242.6,2,0,0
558,10,0,2,19.8,262.4,4,0,2
559,10,0,2,4.6,267.0,3,0,1
560,10,0,2,33.5,300.5,4,0,2
561,10,0,2,9.5,310.0,4,0,1
562,10,0,2,23.2,333.2,4,0,2
563,10,0,2,32.8,366.0,4,0,2
564,10,0,2,20.1,386.1,4,0,2
565,10,0,2,56.6,442.7,2,0,0
566,10,0,2,9.3,452.0,4,0,1
567,10,0,2,7.9,459.9,4,0,1
568,10,0,2,6.5,466.4,3,0,1
569,10,0,2,14.6,481.0,4,0,1
570,10,0,2,36.8,517.8,2,0,0
571,10,0,2,10.0,527.8,4,0,1
572,10,0,2,5.4,533.2,3,0,1
573,10,0,2,14.1,547.3,4,0,1
574,10,0,2,53.3,600.6,2,0,0
575,10,0,2,2.0,602.6,3,0,1
576,10,0,2,21.2,623.8,4,0,2
577,10,0,2,25.7,649.5,4,0,2
578,10,0,2,9.9,9.9,4,0,1
579,10,0,2,3.5,13.4,3,0,1
580,10,0,2,46.7,60.1,2,0,0
581,10,0,2,32.8,92.9,4,0,2
582,10,0,2,17.3,110.2,4,0,2
583,10,0,2,7.6,117.8,4,0,1
584,10,0,2,4.4,122.2,3,0,1
585,10,0,2,25.4,147.6,4,0,2
586,10,0,2,3.4,151.0,3,0,1
587,10,0,2,13.0,164.0,4,0,1
588,10,0,2,6.3,170.3,3,0,1
589,10,0,2,26.0,196.3,4,0,2
590,10,0,2,8.9,205.2,4,0,1
591,10,0,2,49.0,254.2,2,0,0
592,10,0,2,10.0,264.2,4,0,1
593,10,0,2,10.2,274.4,4,0,1
594,10,0,2,30.8,305.2,4,0,2
595,10,0,2,31.2,336.4,4,0,2
596,10,0,2,18.2,354.6,4,0,2
597,10,0,2,16.8,371.4,4,0,2
598,10,0,2,6.0,377.4,3,0,1
599,10,0,2,20.7,398.1,4,0,2
600,10,0,2,35.0,433.1,4,0,2
601,10,0,2,16.4,449.5,4,0,2
602,10,0,2,6.2,455.7,3,0,1
603,10,0,2,4.7,460.4,3,0,1
604,10,0,2,0.0,460.4,5,0,1
605,10,0,2,11.4,471.8,4,0,1
606,10,0,2,10.8,482.6,4,0,1
607,10,0,2,268.1,750.7,0,3,0
608,10,0,2,0.0,750.7,5,0,1
609,10,0,2,3.7,3.7,3,0,1
610,10,0,2,7.5,11.2,4,0,1
611,10,0,2,14.2,25.4,4,0,1
612,10,0,2,24.0,49.4,4,0,2
613,10,0,2,0.7,50.1,3,0,1
614,10,0,2,15.1,65.2,4,0,2
615,10,0,2,0.0,65.2,5,0,1
616,10,0,2,52.5,117.7,2,0,0
617,10,0,2,14.6,132.3,4,0,1
618,10,0,2,87.7,220.0,6,1,0
619,10,0,2,11.1,231.1,4,0,1
620,10,0,2,0.0,231.1,5,0,1
621,10,0,2,22.2,253.3,4,0,2
622,10,0,2,17.2,270.5,4,0,2
623,10,0,2,29.1,299.6,4,0,2
624,10,0,2,0.4,300.0,3,0,1
625,10,0,2,3.5,303.5,3,0,1
626,10,0,2,7.5,311.0,4,0,1
627,10,0,2,21.1,332.1,4,0,2
628,10,0,2,14.5,346.6,4,0,1
629,10,0,2,89.4,436.0,6,1,0
