District,State,Population_2011,Population_Density_per_sqkm,Area_sqkm,Urban_Population_Percent,Rural_Population_Percent,Population_Growth_Rate,Vulnerable_Population_Percent,Flood_Exposure_Index
6,1,0.0232627118878879,0.0232167073501491,0.6621167161226509,0.2335483870967741,0.7664516129032257,0.6000000000000001,0.8669354838709676,0.1812297734627831
20,1,0.0189281534197804,0.0188228912394901,0.6583580613254204,0.6348387096774194,0.3651612903225806,0.0967741935483871,0.2903225806451612,0.1844660194174757
32,1,0.0199754046095878,0.0244643341470029,0.5198813056379822,0.3561290322580644,0.6438709677419354,0.7354838709677421,0.4435483870967741,0.2146709816612729
46,1,0.0127631723650622,0.0265798752373203,0.2585558852621167,0.9741935483870968,0.0258064516129032,0.5935483870967743,0.8145161290322579,0.2351672060409925
54,1,0.0245474056729598,0.0174125305126118,0.9576656775469832,0.3548387096774194,0.6451612903225807,0.1548387096774194,0.9435483870967744,0.4314994606256743
26,1,0.0050269366930408,0.0088418768646596,0.3327398615232443,0.2064516129032257,0.7935483870967741,0.5096774193548388,0.1008064516129032,0.0927723840345199
31,1,0.0122373427467049,0.0129644697586113,0.5996043521266073,0.7612903225806452,0.2387096774193548,0.8322580645161292,0.9637096774193548,0.3376483279395901
51,1,0.0005798974622798,0.0086248982912937,0.0,0.9251612903225804,0.0748387096774193,0.4064516129032258,0.5241935483870968,0.3106796116504854
10,1,0.0032035669814818,0.0040683482506102,0.4555885262116715,0.8735483870967742,0.1264516129032257,0.7096774193548386,0.9556451612903226,0.1197411003236246
33,1,0.0035208204146072,0.0035259018171955,0.5568743818001978,0.512258064516129,0.4877419354838709,0.1032258064516128,0.8104838709677419,0.0
48,1,0.0,0.0022240303770002,0.1139465875370919,0.336774193548387,0.663225806451613,0.9483870967741936,0.8024193548387096,0.2491909385113269
43,1,0.0033158210445801,0.0123677786818551,0.1169139465875371,0.3974193548387097,0.6025806451612903,0.032258064516129,0.6572580645161291,0.1866235167206041
15,1,0.0119302530103056,0.0077027393544887,0.9679525222551928,0.969032258064516,0.0309677419354838,0.7741935483870969,0.7056451612903226,0.0668824163969795
52,1,0.0297543670016933,0.0287496609709791,0.6935707220573689,0.8516129032258064,0.1483870967741935,0.367741935483871,0.5000000000000001,0.5533980582524273
12,1,0.0172180831081577,0.0282614591809058,0.3592482690405539,0.6335483870967742,0.3664516129032257,0.0064516129032258,0.5806451612903226,0.4735706580366775
25,1,0.0054578673586947,0.0250067805804176,0.0557863501483679,0.2438709677419354,0.7561290322580645,0.0580645161290322,0.435483870967742,0.3818770226537216
35,1,0.0017895914778297,0.005424464334147,0.1962413452027695,0.2361290322580644,0.7638709677419355,0.9419354838709678,0.9032258064516128,0.3063646170442287
0,1,0.0100208004398575,0.0091673447247084,0.685459940652819,0.8180645161290322,0.1819354838709677,0.5419354838709679,0.6895161290322581,0.1963322545846818
23,1,0.0013795801433557,0.0010848928668294,0.5359050445103858,0.8683870967741936,0.1316129032258064,0.9290322580645164,0.1612903225806451,0.1715210355987055
27,1,0.0025124104152627,0.0074315161377813,0.1861523244312561,0.8064516129032259,0.1935483870967742,0.3741935483870967,0.5443548387096774,0.1014023732470334
4,1,0.0002499236652219,0.0018985625169514,0.1835806132542037,0.9070967741935484,0.0929032258064516,0.2129032258064516,0.4112903225806451,0.1521035598705502
