State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Monsoon_Percent_of_Annual,Rainfall_Category,Flood_Events,Drought_Declared,Peak_Month,Peak_Month_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
29,2019,824.3,950,-13.2,731.8,88.8,2,0,0,1,222.0,14.6,20.9,10.5,17.7,22.6,107.4,222.0,197.4,129.0,76.0,18.7,17.3
29,2020,1219.0,950,28.3,1051.6,86.3,1,2,0,1,309.0,27.7,23.4,17.9,7.7,35.2,198.8,309.0,248.5,166.9,128.4,16.8,0.0
29,2021,964.9,950,1.6,832.2,86.2,2,0,0,1,235.9,7.6,29.4,0.0,0.0,38.4,131.9,235.9,222.0,153.6,88.8,30.6,10.0
29,2022,1057.9,950,11.4,938.9,88.8,2,4,0,1,258.5,0.6,14.2,29.7,20.6,58.6,156.1,258.5,238.5,165.4,120.4,20.9,10.5
29,2023,680.0,950,-28.4,599.9,88.2,0,0,1,0,166.7,12.6,0.0,24.4,31.8,43.8,96.8,150.6,166.7,99.1,86.7,38.9,20.9
29,2024,846.8,950,-10.9,753.3,89.0,2,0,0,1,219.5,3.9,22.5,1.1,3.7,36.1,144.5,219.5,189.1,110.9,89.3,45.0,0.0
28,2015,1034.8,998,3.7,948.1,91.6,2,0,0,1,271.1,25.4,20.0,18.2,28.8,35.8,147.0,271.1,240.1,169.9,120.0,31.5,10.4
28,2016,1216.5,998,21.9,1020.4,83.9,1,10,0,1,287.9,18.2,20.2,24.0,39.9,42.2,177.5,287.9,270.8,163.9,120.3,38.2,3.6
28,2017,1256.7,998,25.9,1127.9,89.8,1,3,0,1,305.0,2.6,0.0,4.7,26.6,43.3,201.6,305.0,295.1,186.8,139.4,25.5,9.0
28,2018,1112.1,998,11.4,938.5,84.4,2,5,0,1,275.6,20.2,30.2,11.8,15.2,56.3,157.6,275.6,227.8,147.8,129.7,46.8,19.0
28,2019,736.4,998,-26.2,667.9,90.7,0,0,1,1,189.6,24.0,5.1,0.0,0.0,16.8,127.8,189.6,162.7,116.7,71.1,31.3,0.0
28,2020,1065.8,998,6.8,917.1,86.0,2,0,0,1,285.6,0.0,0.0,4.3,5.0,26.4,152.3,285.6,221.5,140.6,117.1,44.3,4.5
28,2021,1000.0,998,0.2,876.9,87.7,2,0,0,1,267.3,16.0,0.0,28.0,35.5,30.4,130.6,267.3,220.0,151.6,107.4,34.6,27.8
28,2022,1311.1,998,31.4,1168.9,89.2,1,13,0,1,340.2,27.8,18.6,25.1,33.3,55.4,181.8,340.2,301.3,201.7,143.9,45.4,1.4
28,2023,743.6,998,-25.5,638.2,85.8,0,0,1,1,199.7,0.0,0.0,0.0,22.2,12.6,104.3,199.7,144.5,124.1,65.6,7.0,15.3
28,2024,1106.6,998,10.9,996.0,90.0,2,14,0,1,288.9,26.2,20.5,23.2,13.4,31.4,176.0,288.9,263.1,162.5,105.5,44.3,4.7
14,2015,3195.6,3000,6.5,2753.0,86.1,2,0,0,1,798.8,21.5,39.2,41.6,53.4,122.9,480.7,798.8,698.6,471.3,303.6,78.0,50.3
14,2016,3751.9,3000,25.1,3225.9,86.0,1,7,0,1,921.7,31.7,55.8,44.6,74.3,149.8,546.1,921.7,829.5,564.9,363.7,130.4,48.8
14,2017,2277.9,3000,-24.1,1961.2,86.1,0,0,0,1,554.1,22.6,5.1,24.8,43.2,106.6,335.7,554.1,486.8,352.1,232.5,52.4,6.1
14,2018,3466.9,3000,15.6,3055.8,88.1,2,6,0,1,861.7,17.6,47.5,42.9,52.6,122.1,539.5,861.7,757.5,532.5,364.6,123.4,44.8
14,2019,3481.0,3000,16.0,3024.6,86.9,2,7,0,1,860.4,34.1,29.9,43.0,59.6,132.4,519.5,860.4,762.0,525.0,357.7,115.1,47.7
14,2020,3554.8,3000,18.5,3081.1,86.7,2,11,0,1,907.2,38.9,54.0,30.5,62.5,156.9,522.2,907.2,762.5,552.0,337.2,122.3,36.7
14,2021,3892.3,3000,29.7,3410.6,87.6,1,8,0,1,992.9,29.0,46.7,21.9,64.5,144.4,575.6,992.9,864.2,579.2,398.7,133.4,57.3
14,2022,2869.3,3000,-4.4,2459.2,85.7,2,0,0,1,708.0,13.0,22.1,15.5,63.3,110.3,419.6,708.0,625.7,420.8,285.1,67.4,19.9
14,2023,2901.9,3000,-3.3,2539.7,87.5,2,0,0,1,728.7,33.1,19.9,14.3,41.1,133.7,431.9,728.7,655.2,418.6,305.3,89.1,15.6
14,2024,2901.9,3000,-3.3,2500.4,86.2,2,0,0,1,738.7,40.1,28.2,48.4,53.1,126.1,431.0,738.7,641.2,417.8,271.7,72.4,9.6
13,2015,934.7,1248,-25.1,805.7,86.2,0,0,1,1,244.0,17.0,10.7,19.3,35.2,40.8,149.3,244.0,200.8,129.9,81.7,18.1,0.3
13,2016,1041.7,1248,-16.5,923.5,88.7,2,0,0,1,259.5,25.5,20.7,0.0,11.6,22.6,156.2,259.5,242.4,148.6,116.8,50.0,0.0
13,2017,1515.9,1248,21.5,1375.4,90.7,1,3,0,1,395.1,18.8,14.4,12.0,41.7,66.2,239.6,395.1,338.2,246.6,155.9,50.9,17.4
13,2018,1607.1,1248,28.8,1433.2,89.2,1,2,0,1,419.7,10.0,16.6,27.4,28.0,69.2,255.6,419.7,339.4,258.1,160.4,38.5,14.4
13,2019,1377.2,1248,10.4,1191.1,86.5,2,3,0,1,347.7,7.7,2.1,17.0,21.2,56.6,205.0,347.7,299.0,214.5,124.9,49.2,10.2
13,2020,1291.6,1248,3.5,1096.4,84.9,2,0,0,1,304.2,31.8,17.0,1.9,38.7,45.5,187.6,304.2,286.1,195.1,123.4,54.5,0.0
13,2021,1141.4,1248,-8.5,952.5,83.5,2,0,0,1,280.4,4.3,0.0,10.7,30.3,46.1,157.5,280.4,231.2,185.9,97.5,38.1,30.9
13,2022,1308.9,1248,4.9,1113.7,85.1,2,0,0,1,313.1,30.1,2.5,23.5,27.4,61.2,178.8,313.1,273.3,203.8,144.7,49.3,0.0
13,2023,1577.1,1248,26.4,1362.5,86.4,1,10,0,1,407.9,9.9,11.7,0.0,41.0,50.4,239.1,407.9,330.5,238.0,147.0,41.0,14.7
13,2024,1513.8,1248,21.3,1291.0,85.3,1,13,0,1,363.5,15.1,0.0,16.6,33.7,70.4,224.3,363.5,324.4,221.6,157.2,48.2,9.4
7,2015,2682.0,2932,-8.5,2339.0,87.2,2,0,0,1,654.0,44.2,7.1,15.8,48.3,106.8,416.3,654.0,602.3,384.5,281.9,62.5,7.5
7,2016,3380.7,2932,15.3,2990.3,88.5,2,13,0,1,844.8,53.7,49.7,36.8,84.3,115.4,526.1,844.8,752.7,519.9,346.8,102.8,32.9
7,2017,3518.9,2932,20.0,3031.4,86.1,1,1,0,1,884.1,22.7,28.1,32.2,70.7,130.5,512.4,884.1,765.7,531.1,338.1,104.8,36.5
7,2018,2756.1,2932,-6.0,2330.5,84.6,2,0,0,1,674.6,25.7,29.5,29.5,43.2,117.6,396.9,674.6,586.4,398.1,274.5,86.9,39.3
7,2019,2255.7,2932,-23.1,1953.7,86.6,0,0,0,1,559.1,36.6,32.4,18.9,62.4,109.9,326.6,559.1,513.3,347.2,207.5,78.9,35.7
7,2020,3482.7,2932,18.8,3047.7,87.5,2,13,0,1,863.3,46.8,47.8,22.3,59.1,144.7,538.7,863.3,769.7,529.7,346.3,113.0,50.8
7,2021,2626.8,2932,-10.4,2310.7,88.0,2,0,0,1,673.0,36.2,26.4,15.6,68.5,100.4,395.8,673.0,582.9,378.7,280.3,83.9,19.7
7,2022,2317.8,2932,-20.9,1976.0,85.3,0,0,0,1,571.9,34.9,28.0,24.5,62.1,104.3,333.7,571.9,499.9,357.4,213.1,72.3,33.7
7,2023,3723.3,2932,27.0,3231.1,86.8,1,3,0,1,942.7,30.9,50.1,21.7,88.3,134.0,554.4,942.7,805.1,547.7,381.2,120.5,42.9
7,2024,3130.1,2932,6.8,2721.8,87.0,2,0,0,1,779.5,39.9,35.3,44.4,81.0,118.9,458.6,779.5,680.1,474.1,329.5,79.5,15.3
18,2015,1019.8,1177,-13.4,862.7,84.6,2,0,0,1,261.0,19.2,13.9,0.0,37.1,52.4,133.9,261.0,235.2,147.9,84.7,13.7,0.0
18,2016,1466.9,1177,24.6,1268.8,86.5,1,10,0,1,360.0,31.1,0.0,4.1,16.0,46.1,233.5,360.0,315.2,209.1,151.0,39.2,24.4
18,2017,1438.1,1177,22.2,1235.5,85.9,1,8,0,1,353.4,0.0,7.7,10.3,30.3,74.3,209.6,353.4,325.9,213.8,132.8,41.2,0.0
18,2018,1265.8,1177,7.5,1096.6,86.6,2,0,0,1,305.0,0.0,0.0,5.1,36.5,41.7,178.7,305.0,279.1,208.9,124.9,40.3,27.1
18,2019,1233.3,1177,4.8,1077.7,87.4,2,0,0,1,302.3,0.0,4.3,4.7,20.6,46.4,197.0,302.3,270.0,190.0,118.4,50.5,15.8
18,2020,1048.9,1177,-10.9,893.6,85.2,2,0,0,1,246.3,19.1,11.6,11.9,20.2,41.8,167.9,246.3,224.1,140.3,115.0,22.4,26.4
18,2021,1226.8,1177,4.2,1051.3,85.7,2,0,0,1,296.8,24.3,31.4,25.9,39.2,45.4,186.1,296.8,257.7,184.2,126.5,30.4,15.0
18,2022,1502.9,1177,27.7,1337.9,89.0,1,10,0,1,394.2,17.3,23.9,27.2,49.6,64.2,237.7,394.2,348.4,211.1,146.5,38.0,0.0
18,2023,889.3,1177,-24.4,781.3,87.9,0,0,0,1,235.0,0.0,0.0,0.0,21.1,32.4,149.1,235.0,189.3,123.8,84.1,30.3,0.0
18,2024,1301.4,1177,10.6,1158.4,89.0,2,3,0,1,311.0,9.4,15.1,10.5,17.8,70.0,205.8,311.0,301.0,194.7,145.9,51.0,10.0
8,2015,859.5,832,3.3,761.0,88.5,2,0,0,0,205.1,18.3,16.5,4.7,5.9,40.2,125.8,200.2,205.1,136.6,93.3,38.7,9.8
8,2016,1023.2,832,23.0,850.4,83.1,1,5,0,1,241.4,10.2,0.0,6.4,20.4,49.7,137.7,241.4,215.6,144.1,111.6,20.7,15.6
8,2017,677.2,832,-18.6,562.5,83.1,2,0,0,1,178.8,23.3,3.5,2.1,14.3,9.0,88.2,178.8,132.3,105.7,57.5,15.9,0.0
8,2018,774.7,832,-6.9,661.2,85.3,2,0,0,1,203.0,16.5,0.0,10.4,14.5,37.5,133.7,203.0,159.0,97.5,68.0,27.0,0.0
8,2019,850.8,832,2.3,743.9,87.4,2,0,0,1,212.5,12.4,1.9,19.3,1.3,17.0,136.8,212.5,194.7,125.0,74.9,38.3,20.5
8,2020,958.1,832,15.2,823.9,86.0,2,5,0,1,257.5,0.5,13.2,4.0,2.8,55.0,129.2,257.5,208.6,131.1,97.5,43.7,18.9
8,2021,992.9,832,19.3,845.7,85.2,2,6,0,1,230.3,18.9,15.4,29.2,36.0,45.6,156.7,230.3,225.2,130.7,102.8,49.8,12.2
8,2022,1077.5,832,29.5,975.1,90.5,1,8,0,1,268.3,0.0,18.7,2.7,38.5,61.9,179.4,268.3,251.5,175.4,100.5,45.5,0.0
8,2023,706.8,832,-15.0,596.0,84.3,2,0,0,1,169.3,0.0,0.0,14.9,7.7,37.3,88.6,169.3,157.1,117.6,63.4,26.2,22.5
8,2024,915.5,832,10.0,841.1,91.9,2,5,0,1,246.4,0.0,0.0,24.0,0.0,51.6,138.5,246.4,213.4,157.2,85.6,38.2,5.2
26,2015,316.7,313,1.2,256.5,81.0,2,0,0,1,88.5,6.4,0.0,0.0,0.0,6.1,48.4,88.5,49.8,46.2,23.6,23.6,11.8
26,2016,339.0,313,8.3,303.9,89.6,2,0,0,1,103.0,0.0,19.8,0.0,0.0,9.2,35.8,103.0,86.5,41.2,37.4,29.5,18.8
26,2017,341.3,313,9.0,279.6,81.9,2,0,0,0,88.3,19.6,23.0,13.1,0.0,9.7,64.7,74.6,88.3,36.0,16.0,5.6,0.0
26,2018,413.9,313,32.2,355.7,85.9,1,3,0,1,104.5,17.2,16.2,9.3,0.0,17.3,66.0,104.5,81.5,62.7,41.0,32.3,20.0
26,2019,264.8,313,-15.4,255.0,96.3,2,0,0,1,56.8,0.0,4.1,6.4,8.5,0.0,54.8,56.8,43.4,55.3,44.7,22.4,15.0
26,2020,352.4,313,12.6,294.8,83.7,2,8,0,1,87.9,5.6,0.0,0.0,2.0,4.5,61.8,87.9,60.8,41.7,42.6,0.0,17.6
26,2021,398.7,313,27.4,376.2,94.4,1,13,0,1,109.0,4.6,20.2,6.8,14.5,17.7,74.4,109.0,88.6,74.5,29.7,0.0,0.0
26,2022,389.4,313,24.4,348.1,89.4,1,2,0,1,112.2,11.8,11.1,8.6,17.9,1.9,73.6,112.2,66.8,71.4,24.1,5.1,13.6
26,2023,385.5,313,23.2,357.4,92.7,1,14,0,1,101.7,17.1,4.2,0.0,0.0,20.1,77.1,101.7,75.2,63.2,40.2,22.8,0.0
26,2024,222.8,313,-28.8,207.8,93.3,0,0,1,0,59.9,0.0,15.8,0.0,0.0,19.1,45.0,42.7,59.9,51.3,8.9,17.5,10.6
17,2015,1025.0,1017,0.8,877.2,85.6,2,0,0,1,262.1,0.0,0.0,24.3,40.1,48.0,151.6,262.1,229.3,149.1,85.1,43.6,5.1
17,2016,1253.2,1017,23.2,1094.7,87.4,1,4,0,1,327.5,2.6,0.0,0.0,23.8,67.9,172.1,327.5,276.8,201.0,117.3,51.2,23.4
17,2017,1144.6,1017,12.5,1004.4,87.8,2,2,0,1,291.7,2.4,29.5,0.0,20.2,63.5,168.5,291.7,247.7,162.7,133.8,30.7,27.2
17,2018,852.8,1017,-16.1,784.7,92.0,2,0,0,0,202.4,0.0,14.6,3.3,31.6,33.0,146.6,200.6,202.4,139.0,96.1,39.4,19.0
17,2019,1125.9,1017,10.7,953.1,84.7,2,6,0,1,266.2,0.0,0.0,28.1,27.2,56.9,168.1,266.2,232.7,176.3,109.8,21.8,10.9
17,2020,1096.6,1017,7.8,927.6,84.6,2,0,0,1,269.9,1.7,22.9,3.4,20.1,24.3,147.4,269.9,240.5,168.5,101.3,40.7,25.4
17,2021,1227.4,1017,20.7,1068.7,87.1,1,2,0,1,306.8,0.0,11.5,0.0,14.2,68.6,169.8,306.8,274.8,192.2,125.1,17.2,5.3
17,2022,1065.1,1017,4.7,936.0,87.9,2,0,0,1,254.3,26.0,0.0,23.6,15.6,35.5,178.9,254.3,242.0,172.6,88.2,38.8,28.7
17,2023,794.0,1017,-21.9,746.9,94.1,0,0,0,1,216.4,23.8,11.7,12.6,20.4,23.7,136.5,216.4,179.7,130.4,83.9,23.2,14.4
17,2024,1077.5,1017,5.9,952.9,88.4,2,0,0,1,278.4,14.7,22.1,10.0,3.2,29.7,159.2,278.4,240.8,167.6,106.9,37.0,3.9
5,2015,1299.3,1292,0.6,1112.0,85.6,2,0,0,1,330.9,22.8,27.9,10.3,7.7,38.4,175.7,330.9,279.1,196.6,129.7,22.2,9.1
5,2016,1089.6,1292,-15.7,983.9,90.3,2,0,0,1,286.3,7.6,0.0,24.5,8.8,62.0,160.1,286.3,244.9,172.9,119.7,32.9,12.6
5,2017,1336.1,1292,3.4,1185.7,88.7,2,0,0,1,340.2,16.9,0.0,9.2,31.0,57.4,212.1,340.2,313.6,191.8,128.0,35.4,12.0
5,2018,1606.5,1292,24.3,1369.7,85.3,1,14,0,1,402.1,5.5,27.1,12.3,36.2,69.6,235.9,402.1,349.9,223.7,158.1,32.1,12.3
5,2019,1336.7,1292,3.5,1148.8,85.9,2,0,0,1,340.5,7.7,17.1,0.0,22.4,72.2,190.8,340.5,287.1,211.5,118.9,58.9,11.5
5,2020,1102.6,1292,-14.7,946.1,85.8,2,0,0,1,265.6,0.0,0.0,11.8,15.5,57.3,162.6,265.6,247.3,173.7,96.9,19.8,0.0
5,2021,1522.8,1292,17.9,1285.4,84.4,2,13,0,1,368.9,21.8,14.2,29.0,42.7,64.3,243.2,368.9,319.5,219.2,134.6,46.9,32.7
5,2022,1441.9,1292,11.6,1245.2,86.4,2,7,0,1,356.4,3.4,1.6,0.0,13.0,61.1,223.8,356.4,316.4,223.7,124.9,36.2,33.3
5,2023,1286.3,1292,-0.4,1133.5,88.1,2,0,0,1,329.8,13.5,12.4,19.5,11.3,32.7,185.3,329.8,271.1,199.9,147.4,22.3,19.8
5,2024,1277.1,1292,-1.2,1140.6,89.3,2,0,0,1,319.2,27.5,0.0,20.5,39.1,68.9,198.9,319.2,285.7,206.3,130.5,19.5,30.0
23,2015,1709.7,1489,14.8,1499.0,87.7,2,9,0,1,433.7,24.2,5.7,23.5,29.9,74.4,240.7,433.7,396.1,238.4,190.1,47.6,31.9
23,2016,1129.9,1489,-24.1,1019.1,90.2,0,0,0,1,298.5,2.8,0.0,17.3,33.2,62.2,167.0,298.5,263.7,162.2,127.7,28.9,3.2
23,2017,1670.5,1489,12.2,1439.3,86.2,2,14,0,1,421.5,9.8,21.9,21.1,35.9,62.0,252.5,421.5,369.3,248.4,147.6,53.6,3.4
23,2018,1641.9,1489,10.3,1397.4,85.1,2,7,0,1,404.1,15.0,11.6,31.0,33.6,64.8,227.3,404.1,356.4,242.2,167.4,50.6,20.7
23,2019,1829.1,1489,22.8,1602.5,87.6,1,2,0,1,473.2,27.0,36.5,0.0,24.4,53.5,280.3,473.2,392.2,291.5,165.3,72.3,12.4
23,2020,1203.3,1489,-19.2,1057.4,87.9,2,0,0,1,284.4,16.7,13.0,18.8,41.2,49.4,183.7,284.4,273.4,176.5,139.4,49.0,12.9
23,2021,1161.6,1489,-22.0,1007.7,86.8,0,0,0,1,307.1,26.0,23.6,0.0,15.0,58.2,161.6,307.1,252.5,157.7,128.8,29.8,12.7
23,2022,1151.0,1489,-22.7,1015.6,88.2,0,0,0,1,274.7,0.0,17.0,12.1,26.8,57.8,178.5,274.7,247.6,188.9,125.9,36.8,1.7
23,2023,1334.6,1489,-10.4,1134.3,85.0,2,0,0,1,330.6,22.6,27.4,20.2,39.1,64.1,186.2,330.6,279.7,189.6,148.2,39.0,14.8
23,2024,1215.0,1489,-18.4,1025.2,84.4,2,0,0,1,286.1,4.6,1.4,0.4,29.8,38.9,187.5,286.1,253.0,173.2,125.4,43.5,9.9
33,2015,1565.8,1582,-1.0,1379.4,88.1,2,0,0,1,407.7,24.6,0.0,9.3,44.1,66.8,228.4,407.7,355.4,225.5,162.4,50.8,11.7
33,2016,1484.7,1582,-6.2,1281.9,86.3,2,0,0,1,376.8,8.6,19.5,12.5,43.0,66.2,205.5,376.8,317.5,226.4,155.7,33.8,13.1
33,2017,1303.1,1582,-17.6,1137.6,87.3,2,0,0,1,329.0,0.0,8.2,7.5,45.9,50.0,188.8,329.0,270.2,213.9,135.7,49.3,0.0
33,2018,1528.5,1582,-3.4,1308.6,85.6,2,0,0,1,377.4,12.2,28.2,0.0,22.6,80.4,228.3,377.4,321.1,248.2,133.6,55.3,26.0
33,2019,1358.0,1582,-14.2,1139.6,83.9,2,0,0,1,339.8,20.4,0.0,3.9,38.7,68.9,208.0,339.8,285.1,186.2,120.5,29.8,7.2
33,2020,1499.1,1582,-5.2,1337.8,89.2,2,0,0,1,389.7,8.8,4.6,15.4,43.0,51.2,242.6,389.7,316.3,236.3,152.9,47.6,10.6
33,2021,1622.7,1582,2.6,1400.5,86.3,2,0,0,1,391.3,12.1,17.8,21.3,39.4,66.2,252.3,391.3,345.5,256.2,155.2,29.6,2.4
33,2022,1337.3,1582,-15.5,1175.0,87.9,2,0,0,1,338.6,31.7,16.3,30.7,29.8,52.7,193.2,338.6,279.8,216.5,146.9,32.8,31.5
33,2023,1956.0,1582,23.6,1702.2,87.0,1,6,0,1,500.1,26.2,4.4,18.7,39.4,67.5,276.6,500.1,415.2,297.2,213.1,73.7,10.7
33,2024,1107.7,1582,-30.0,954.2,86.1,0,0,1,1,265.4,0.0,15.2,5.7,17.6,46.9,153.8,265.4,243.1,176.3,115.6,25.1,8.3
12,2015,973.1,1200,-18.9,823.9,84.7,2,0,0,1,248.6,0.0,21.0,0.3,6.6,46.6,150.7,248.6,203.2,135.3,86.1,16.1,16.0
12,2016,1501.5,1200,25.1,1307.6,87.1,1,5,0,1,374.6,24.0,26.7,11.2,36.2,54.2,226.2,374.6,317.4,220.7,168.7,35.0,0.4
12,2017,855.0,1200,-28.7,763.4,89.3,0,0,1,0,207.1,0.0,19.0,0.0,18.5,22.8,108.7,203.4,207.1,140.3,103.9,25.2,0.0
12,2018,1267.4,1200,5.6,1094.9,86.4,2,0,0,1,326.3,10.8,26.4,0.0,24.9,36.7,183.1,326.3,277.9,185.1,122.5,36.4,24.1
12,2019,1535.8,1200,28.0,1336.0,87.0,1,11,0,1,397.6,33.6,26.8,8.0,38.2,58.9,220.6,397.6,319.4,246.4,152.0,51.6,21.7
12,2020,1191.1,1200,-0.7,1026.9,86.2,2,0,0,1,295.5,1.0,27.5,9.9,39.1,31.9,198.2,295.5,244.0,160.2,129.0,42.1,24.0
12,2021,922.2,1200,-23.1,840.8,91.2,0,0,0,1,248.2,0.0,9.6,4.7,16.9,56.6,157.2,248.2,214.2,132.5,88.7,29.7,22.4
12,2022,893.6,1200,-25.5,763.0,85.4,0,0,1,1,242.4,5.9,0.0,9.5,33.8,47.0,123.2,242.4,203.3,114.5,79.6,17.2,0.0
12,2023,1588.7,1200,32.4,1388.4,87.4,1,1,0,1,396.6,15.0,31.7,8.8,16.8,62.5,222.9,396.6,366.3,239.1,163.5,33.9,0.0
12,2024,1563.9,1200,30.3,1356.2,86.7,1,14,0,1,380.6,4.6,10.5,12.9,28.9,67.1,252.3,380.6,328.9,222.5,171.9,52.7,7.1
4,2015,1295.2,1028,26.0,1154.0,89.1,1,6,0,1,332.9,26.8,29.7,3.0,36.1,50.2,208.0,332.9,296.0,200.5,116.6,40.7,32.3
4,2016,1080.1,1028,5.1,925.9,85.7,2,0,0,1,256.1,19.9,0.0,18.2,5.3,61.8,161.6,256.1,231.3,158.6,118.3,42.1,15.3
4,2017,790.4,1028,-23.1,713.8,90.3,0,0,0,1,199.9,0.0,0.0,11.0,30.9,29.0,105.0,199.9,186.4,128.2,94.3,14.8,0.0
4,2018,1307.5,1028,27.2,1156.5,88.5,1,14,0,1,321.9,19.4,5.5,22.8,38.8,56.9,203.6,321.9,289.2,197.1,144.7,52.8,26.4
4,2019,854.9,1028,-16.8,780.3,91.3,2,0,0,1,233.6,26.9,3.3,1.6,3.1,26.4,143.3,233.6,182.8,126.2,94.4,41.1,12.3
4,2020,981.2,1028,-4.6,857.6,87.4,2,0,0,1,229.0,6.3,17.6,0.0,24.4,33.5,159.0,229.0,219.4,146.4,103.8,12.0,13.0
4,2021,1094.8,1028,6.5,924.1,84.4,2,0,0,1,273.6,13.4,15.1,18.0,34.1,34.6,177.2,273.6,223.9,146.6,102.8,44.2,19.3
4,2022,1246.6,1028,21.3,1090.2,87.5,1,1,0,1,300.5,13.2,10.1,0.0,18.1,47.2,170.5,300.5,278.2,196.4,144.6,54.7,18.2
4,2023,1145.6,1028,11.4,1034.2,90.3,2,14,0,1,304.4,11.3,0.0,18.9,42.6,55.7,181.4,304.4,240.2,174.5,133.7,21.0,19.5
4,2024,1275.3,1028,24.1,1134.8,89.0,1,6,0,1,333.7,3.7,13.5,4.7,43.1,41.4,188.5,333.7,294.3,178.7,139.6,36.6,12.1
31,2015,994.8,896,11.0,834.9,83.9,2,8,0,1,237.7,0.0,26.1,26.3,31.1,20.1,131.5,237.7,204.1,145.2,116.4,28.7,0.0
31,2016,660.4,896,-26.3,567.5,85.9,0,0,1,1,175.5,0.0,0.0,0.0,29.5,16.4,89.9,175.5,143.3,110.1,48.7,19.3,0.0
31,2017,663.7,896,-25.9,601.8,90.7,0,0,1,0,152.6,22.9,0.0,7.9,9.7,20.4,115.5,146.8,152.6,118.1,68.8,37.4,0.0
31,2018,871.1,896,-2.8,770.2,88.4,2,0,0,1,220.4,0.0,17.9,28.0,7.7,41.0,118.6,220.4,190.2,149.5,91.5,20.1,0.0
31,2019,715.3,896,-20.2,621.2,86.8,0,0,0,1,193.2,0.0,0.0,21.2,16.8,29.5,91.9,193.2,166.3,90.0,79.8,23.2,0.0
31,2020,894.1,896,-0.2,763.1,85.3,2,0,0,1,220.0,8.3,0.0,26.8,31.9,42.5,132.6,220.0,202.7,135.9,71.9,27.3,21.2
31,2021,894.7,896,-0.1,785.9,87.8,2,0,0,1,233.9,0.0,20.4,0.0,8.2,22.4,127.4,233.9,197.6,122.4,104.6,42.0,23.8
31,2022,766.3,896,-14.5,667.2,87.1,2,0,0,1,207.9,5.7,27.1,18.5,0.0,13.3,113.5,207.9,170.1,114.9,60.8,29.3,20.5
31,2023,848.8,896,-5.3,766.3,90.3,2,0,0,1,215.3,19.5,27.1,0.0,17.9,25.4,139.0,215.3,192.1,139.2,80.7,42.1,9.8
