District,State,Drainage_Quality,Drainage_Capacity_Percent,Drainage_Type,Drainage_Network_km,Drain_Coverage_Percent,Blocked_Drains_Percent,Waterlogging_Risk_Drainage,Last_Maintenance_Year,Overflow_Threshold_mm_per_hr,Pump_Stations,Storm_Water_Capacity_m3
51,1,3,0.2521212121212121,2,0.5225751072961373,0.8701149425287358,0.7534516765285996,1,0.4615384615384812,0.2762430939226519,0.375,0.0554410674422356
10,1,3,0.2084848484848484,2,0.398969957081545,0.2356321839080459,0.3925049309664694,1,0.4615384615384812,0.4327808471454881,0.8333333333333333,0.7519969609022525
33,1,3,0.3781818181818182,2,0.3096995708154506,0.0781609195402298,0.0,1,0.4615384615384812,0.0478821362799263,0.3333333333333333,0.5156580933337963
48,1,3,0.246060606060606,2,0.2177682403433476,0.3804597701149425,0.1420118343195266,1,0.4615384615384812,0.4843462246777164,0.5416666666666666,0.7911661924884451
43,1,2,0.5187878787878788,0,0.3812875536480686,0.3885057471264367,0.3293885601577909,3,0.6923076923077076,0.2707182320441988,0.9583333333333331,0.0
15,1,2,0.6048484848484849,0,0.7660085836909871,0.5057471264367817,0.4635108481262328,3,0.6923076923077076,0.3683241252302026,1.0,0.4721916428896754
52,1,2,0.4266666666666666,0,0.8434334763948498,0.8931034482758622,0.7357001972386588,3,0.6923076923077076,0.5303867403314917,0.2083333333333333,0.7376878756747594
12,1,1,0.8218181818181819,3,0.1381974248927038,0.9413793103448276,0.767258382642998,2,0.846153846153868,1.0,0.7916666666666666,0.2189865997847305
25,1,2,0.5042424242424243,0,0.5427467811158798,0.6770114942528735,0.8599605522682446,3,0.6923076923077076,0.4143646408839779,0.4166666666666666,0.130785365763992
35,1,2,0.5381818181818182,0,0.4110729613733905,0.4655172413793103,0.1538461538461538,3,0.6923076923077076,0.98158379373849,0.9583333333333331,0.8607447831885608
0,1,3,0.3515151515151515,2,0.5506437768240343,0.3505747126436782,0.5009861932938856,1,0.4615384615384812,0.6003683241252302,0.0,0.1902458850657347
23,1,4,0.0,1,0.8949356223175965,0.3172413793103448,0.1084812623274161,0,0.0,0.2965009208103131,0.7916666666666666,0.358664594307002
27,1,1,0.8424242424242425,3,0.3090128755364806,0.57816091954023,0.4871794871794871,2,0.846153846153868,0.5138121546961327,0.3333333333333333,0.8750028083060502
4,1,4,0.1006060606060605,1,0.1995708154506437,0.6632183908045977,0.9368836291913216,0,0.0,0.6998158379373851,0.7916666666666666,0.3077964703167156
