State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Monsoon_Percent_of_Annual,Rainfall_Category,Flood_Events,Drought_Declared,Peak_Month,Peak_Month_Rainfall_mm,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
Kerala,0.0,0.26034807541634014,0.3256911665542819,0.5641421947449768,0.25845558662427703,0.4517985611510791,Normal,0.0,0.0,Jul,0.26091033928392,0.18329070758738278,0.2994652406417112,0.30678466076696165,0.21480289621882542,0.25641560609221786,0.26322445837457387,0.2644088136271209,0.2628912747618327,0.2600562820725046,0.2509090909090909,0.22740524781341107,0.3631768953068592
Kerala,0.11111111111111427,0.3067164552319669,0.3256911665542819,0.8516228748068007,0.30374037614432914,0.45035971223021587,Excess,0.5,0.0,Jul,0.30207321566131895,0.27024722932651324,0.42627960275019094,0.3289085545722714,0.29887369267900243,0.3125391195493428,0.29918618717694934,0.3053768458948632,0.31237713594435196,0.31170336037079954,0.3005785123966942,0.38017492711370265,0.3523465703971119
Kerala,0.22222222222220012,0.18385650224215247,0.3256911665542819,0.09119010819165374,0.18263301030374998,0.4517985611510791,Deficient,0.0,0.0,Jul,0.17895300934454234,0.19266837169650472,0.03896103896103895,0.18289085545722714,0.17377312952534194,0.222407677863551,0.18349279665676896,0.1828394279809327,0.18282171480417356,0.1942835071456161,0.1921487603305785,0.15276967930029153,0.04404332129963899
Kerala,0.3333333333333144,0.2829613082834614,0.3256911665542819,0.704791344667697,0.2874516413222508,0.4805755395683453,Normal,0.42857142857142855,0.0,Jul,0.2819774257293097,0.15004262574595056,0.3628724216959511,0.3163716814159292,0.21158487530168948,0.2547465053202587,0.29555702188496646,0.2853761792059735,0.28515802207772567,0.2938255255752359,0.3013223140495868,0.3597667638483965,0.3234657039711191
Kerala,0.44444444444442865,0.2841365629219664,0.3256911665542819,0.7109737248840804,0.28446393687516763,0.46330935251798566,Normal,0.5,0.0,Jul,0.2815420169474495,0.29070758738277924,0.22841864018334604,0.31710914454277284,0.23974255832662913,0.27623617775923226,0.28455955130320026,0.28494283142771426,0.2868592166943898,0.28968713789107764,0.29561983471074377,0.3355685131195335,0.3444043321299639
Kerala,0.5555555555555429,0.2902878957107373,0.3256911665542819,0.749613601236476,0.28987436319760984,0.460431654676259,Normal,0.7857142857142857,0.0,Jul,0.2972167330944167,0.3316283034953112,0.41252864782276544,0.22492625368731564,0.251407884151247,0.3273523889004799,0.2860442098317387,0.3005433514450482,0.2870482383184636,0.3045853335540474,0.2786776859504132,0.3565597667638484,0.2649819494584838
Kerala,0.6666666666666572,0.31841899078133595,0.3256911665542819,0.9227202472952086,0.32142720343202974,0.4733812949640288,Excess,0.5714285714285714,0.0,Jul,0.3259202197139699,0.247229326513214,0.3567608861726509,0.16150442477876104,0.2594529364440869,0.30127268933861884,0.31540745628505445,0.3291109703656788,0.3254952366550733,0.31959388622192797,0.32950413223140496,0.3889212827988338,0.41371841155234657
Kerala,0.7777777777777715,0.23315051594512146,0.3256911665542819,0.3956723338485317,0.2303213697475773,0.446043165467626,Normal,0.0,0.0,Jul,0.23049871052014606,0.11082693947144076,0.16883116883116883,0.11430678466076696,0.25462590506838295,0.2301272689338619,0.22962718574727817,0.23414113803793457,0.23533192197187355,0.23219113833250568,0.23561983471074383,0.19650145772594754,0.14368231046931407
Kerala,0.8888888888888857,0.23586777135045928,0.3256911665542819,0.4126738794435858,0.2380300302600835,0.4719424460431656,Normal,0.0,0.0,Jul,0.23743175804668926,0.2821824381926684,0.15202444614209318,0.10545722713864307,0.16532582461786002,0.2789484665136658,0.23639063015506434,0.2410413680456015,0.2464841977922274,0.23097721127848592,0.2523140495867769,0.2597667638483965,0.11263537906137185
Kerala,1.0,0.23586777135045928,0.3256911665542819,0.4126738794435858,0.2342666717738538,0.4532374100719425,Normal,0.0,0.0,Jul,0.2407810563686908,0.3418584825234442,0.21543162719633305,0.35693215339233036,0.21359613837489946,0.26309200918005426,0.23589574397888488,0.2443748124937498,0.24119159231816117,0.23053578325884239,0.22454545454545452,0.2110787172011662,0.06931407942238267
Karnataka,0.0,0.07189891143081001,0.12879298718813215,0.07573415765069547,0.07198261002796186,0.4532374100719425,Deficient,0.0,1.0,Jul,0.07509126837927455,0.14492753623188406,0.08174178762414055,0.14233038348082597,0.14159292035398233,0.08512413936991446,0.08099637083470804,0.07946931564385479,0.0747013458339634,0.07167687468962093,0.06752066115702479,0.05276967930029155,0.0021660649819494585
Karnataka,0.11111111111111427,0.0808175104605998,0.12879298718813215,0.20865533230293665,0.08326310951085916,0.48920863309352525,Normal,0.0,0.0,Jul,0.08028268077837693,0.2173913043478261,0.15813598166539342,0.0,0.04666130329847144,0.04715209680784478,0.08479049818541735,0.0846361545384846,0.09042794495690307,0.08199525464878883,0.09652892561983471,0.1457725947521866,0.0
Karnataka,0.22222222222220012,0.1203427409272009,0.12879298718813215,0.7959814528593508,0.1265369441146053,0.5179856115107915,Excess,0.21428571428571427,0.0,Jul,0.12569916602471784,0.16027280477408357,0.11000763941940411,0.08849557522123894,0.167739340305712,0.13811808887961613,0.1306499505113824,0.12983766125537516,0.12664448812944198,0.13607018705512333,0.12884297520661156,0.14839650145772595,0.12563176895306857
Karnataka,0.3333333333333144,0.12794438795072266,0.12879298718813215,0.9088098918083463,0.13207185812234268,0.49640287769784175,Excess,0.14285714285714285,0.0,Jul,0.13393843989684162,0.08525149190110827,0.12681436210847977,0.20206489675516223,0.11263073209975866,0.14437721677446277,0.13944792697679534,0.1380379345978199,0.1270981400272191,0.14241571483749935,0.13256198347107437,0.11224489795918367,0.10397111913357401
Karnataka,0.44444444444442865,0.10878190274559488,0.12879298718813215,0.624420401854714,0.1088884207300724,0.45755395683453237,Normal,0.21428571428571427,0.0,Jul,0.10982349197843051,0.06564364876385337,0.0160427807486631,0.12536873156342182,0.08527755430410298,0.11808887961610684,0.11162432640492688,0.11403713457115235,0.11182519280205655,0.11835788776692602,0.10322314049586777,0.1434402332361516,0.07364620938628158
Karnataka,0.5555555555555429,0.10164702352176304,0.12879298718813215,0.517774343122102,0.09981997165511168,0.43453237410071943,Normal,0.0,0.0,Jul,0.09525404427772381,0.2710997442455243,0.12987012987012986,0.014011799410029498,0.15567176186645215,0.09493010640517421,0.10205652699879028,0.09953665122170736,0.10694843490095267,0.10765325829057,0.10198347107438016,0.1588921282798834,0.0
Karnataka,0.6666666666666572,0.08912764432293664,0.12879298718813215,0.3323029366306028,0.08604014249051979,0.41438848920863314,Normal,0.0,0.0,Jul,0.08728271427136014,0.03665814151747655,0.0,0.07890855457227137,0.12188254223652455,0.09618193198414356,0.08550533377323216,0.09160305343511448,0.08619386057765008,0.10257683606466922,0.08057851239669421,0.11107871720116619,0.22310469314079423
Karnataka,0.7777777777777715,0.10308900261723374,0.12879298718813215,0.5394126738794436,0.10147661546711612,0.4374100719424461,Normal,0.0,0.0,Jul,0.0982349197843052,0.25660699062233594,0.019098548510313215,0.1733038348082596,0.11021721641190668,0.1276862090548717,0.09721763994281317,0.10250341678055934,0.10210948132466353,0.11245378800419358,0.11958677685950413,0.14373177842565596,0.0
Karnataka,0.8888888888888857,0.12544384616666943,0.12879298718813215,0.8717156105100463,0.12530164323744591,0.45611510791366916,Excess,0.7142857142857142,0.0,Jul,0.1299862678768798,0.0843989769820972,0.08938120702826584,0.0,0.16492357200321803,0.10515334863342375,0.13037501374683824,0.13410447014900495,0.12373355511870557,0.1313248358439552,0.12148760330578512,0.119533527696793,0.10613718411552346
Karnataka,1.0,0.12016770300231716,0.12879298718813215,0.7928902627511591,0.11845482054621367,0.4402877697841727,Excess,0.9285714285714285,0.0,Jul,0.11511538332719295,0.1287297527706735,0.0,0.1224188790560472,0.1355591311343524,0.14688086793240143,0.12223688551633126,0.11930397679922662,0.12142749130500527,0.12227556144126249,0.1299173553719008,0.14052478134110788,0.06787003610108304
Goa,0.0,0.21753880007334922,0.3180489997752304,0.3323029366306028,0.2188110468456736,0.4676258992805755,Normal,0.0,0.0,Jul,0.21241249958133773,0.3768115942028986,0.05423987776928953,0.11651917404129794,0.19428801287208367,0.2228249530565408,0.22781260310128673,0.2161405380179339,0.22648570996521997,0.21216134194117972,0.23297520661157023,0.18221574344023322,0.05415162454873646
Goa,0.11111111111111427,0.2757764182239485,0.3180489997752304,0.7001545595054096,0.28117937717853453,0.4863309352517986,Normal,0.9285714285714285,0.0,Jul,0.2763171115651271,0.45780051150895146,0.37967914438502676,0.2713864306784661,0.33909895414320196,0.2407677863551012,0.28818871659518314,0.27974265808860294,0.28334341448661726,0.28687303426585004,0.2866115702479339,0.29970845481049563,0.2375451263537906
Goa,0.22222222222220012,0.2872955807091536,0.3180489997752304,0.7727975270479135,0.28511510322901906,0.4517985611510791,Excess,0.07142857142857142,0.0,Jul,0.28947985397059317,0.19352088661551578,0.21466768525592053,0.23746312684365783,0.2843925985518906,0.2722720634258294,0.2806554492466733,0.2928430947698257,0.2882579767125359,0.29305302654085974,0.2794214876033058,0.30553935860058307,0.26353790613718414
Goa,0.3333333333333144,0.22371513827996065,0.3180489997752304,0.37094281298299847,0.21799708890335928,0.43021582733812935,Normal,0.0,0.0,Jul,0.2193120541246609,0.21909633418584826,0.22536287242169595,0.21755162241887904,0.17377312952534194,0.24535781347798874,0.2171450566369735,0.22300743358111935,0.22047482231967333,0.21966561827512004,0.2268595041322314,0.2533527696793003,0.28375451263537904
Goa,0.44444444444442865,0.18200610132195308,0.3180489997752304,0.10664605873261201,0.18191481211935498,0.4589928057553956,Deficient,0.0,0.0,Jul,0.1806276585055431,0.3120204603580563,0.24751718869365924,0.13938053097345132,0.251005631536605,0.22929271854788236,0.17848894754206535,0.18450615020500682,0.19283986088008462,0.19157976052529935,0.1714876033057851,0.23002915451895045,0.2577617328519856
Goa,0.5555555555555429,0.2842782602897294,0.3180489997752304,0.7542503863987635,0.28667598728310417,0.4719424460431656,Normal,0.9285714285714285,0.0,Jul,0.2825133134608299,0.3989769820971867,0.3651642475171886,0.1644542772861357,0.23773129525341916,0.3018986021281035,0.29511712306169585,0.28590953031767724,0.2897701497051262,0.29228052750648353,0.286198347107438,0.3294460641399417,0.3667870036101083
Goa,0.6666666666666572,0.21293780319069133,0.3180489997752304,0.3029366306027821,0.2161010456965565,0.4791366906474821,Normal,0.0,0.0,Jul,0.21877616639314065,0.30861040068201195,0.20168067226890754,0.11504424778761062,0.27554304102976673,0.20947214688086796,0.21654019575497638,0.2224740824694156,0.21915167095115676,0.208960988798764,0.2316528925619835,0.2446064139941691,0.14223826714801444
Goa,0.7777777777777715,0.18718222281494326,0.3180489997752304,0.14064914992272026,0.1840502547209561,0.4402877697841727,Deficient,0.0,0.0,Jul,0.18491476035770507,0.29752770673486784,0.21390374331550802,0.18067846607669616,0.24979887369267903,0.21760901314416858,0.18239304959859234,0.1887729590986366,0.18777408135490695,0.19720796777575456,0.17611570247933883,0.2107871720116618,0.24332129963898919
Goa,0.8888888888888857,0.3043326053978362,0.3180489997752304,0.8809891808346213,0.30423832688550967,0.46187050359712223,Excess,0.21428571428571427,0.0,Jul,0.3091067421375222,0.26342710997442453,0.3827349121466768,0.16002949852507373,0.35518905872888173,0.27957437930315043,0.30375013746838225,0.3123770792359745,0.3031528806895508,0.3022126579484633,0.3150413223140496,0.35131195335276966,0.3097472924187726
Goa,1.0,0.254888559187824,0.3180489997752304,0.5687789799072642,0.2554678821771939,0.4647482014388489,Normal,0.0,0.0,Jul,0.25444619352245706,0.340153452685422,0.2696715049656226,0.3274336283185841,0.3258246178600161,0.24807010223242232,0.25107225338172223,0.2579752658421947,0.25589747467110235,0.261601280141257,0.27231404958677685,0.23177842565597667,0.1104693140794224
Maharashtra,0.0,0.07899211495824095,0.12081366599235782,0.25656877897990726,0.07744091622936379,0.43021582733812935,Normal,0.0,0.0,Jul,0.08078507552667716,0.1636828644501279,0.10618792971734148,0.0,0.14923572003218022,0.10932610056332151,0.07252831848674805,0.08513617120570684,0.08770603357024043,0.08160900513160074,0.07,0.039941690962099125,0.0
Maharashtra,0.11111111111111427,0.11625852267991399,0.12081366599235782,0.8438948995363216,0.1163289539204045,0.45755395683453237,Excess,0.7142857142857142,0.0,Jul,0.11394312891449242,0.26513213981244677,0.0,0.030235988200589967,0.06436041834271923,0.09618193198414356,0.1272957219839437,0.11813727124237473,0.11794949342204747,0.11537824863433208,0.12479338842975206,0.1142857142857143,0.17617328519855596
Maharashtra,0.22222222222220012,0.1138580025672229,0.12081366599235782,0.8068006182380216,0.11314015398169075,0.44892086330935266,Excess,0.5714285714285714,0.0,Jul,0.11173259202197139,0.0,0.058823529411764705,0.07595870206489676,0.12188254223652455,0.15501773419570208,0.1141537446387331,0.11593719790659686,0.12199455617722665,0.11797163824973791,0.10975206611570248,0.12011661807580176,0.0
Maharashtra,0.3333333333333144,0.09949655758747729,0.12081366599235782,0.5795981452859351,0.09983912360669553,0.4589928057553956,Normal,0.0,0.0,Jul,0.09552198814348394,0.0,0.0,0.037610619469026545,0.14682220434432824,0.08700187773836847,0.09716265258990432,0.09980332677755924,0.10430213216391955,0.11526789162942119,0.10322314049586777,0.11749271137026238,0.1956678700361011
Maharashtra,0.44444444444442865,0.09678763732141964,0.12081366599235782,0.5378670788253478,0.09802926418202017,0.47050359712230216,Normal,0.0,0.0,Jul,0.09461767759654353,0.0,0.03284950343773873,0.03466076696165192,0.08286403861625101,0.09680784477362821,0.1072253381722204,0.09890329677655921,0.1008619386057765,0.1048391546653424,0.09785123966942148,0.14723032069970846,0.11407942238267149
Maharashtra,0.5555555555555429,0.08141764048877258,0.12081366599235782,0.2952086553323029,0.08039989274907114,0.4388489208633095,Normal,0.0,0.0,Jul,0.0758616069933349,0.1628303495311168,0.08861726508785331,0.08775811209439528,0.08125502815768303,0.08721051533486335,0.0912240184757506,0.08023600786692889,0.0835097535158022,0.07741543894498705,0.09504132231404959,0.06530612244897958,0.19061371841155234
Maharashtra,0.6666666666666572,0.09624585326820811,0.12081366599235782,0.5285935085007728,0.09550120657294979,0.446043165467626,Normal,0.0,0.0,Jul,0.09277556351944267,0.2071611253196931,0.23987776928953397,0.19100294985250735,0.15768302493966213,0.09472146880867932,0.10123171670515782,0.09706990233007766,0.09621200665356115,0.10163880152292668,0.10454545454545454,0.08862973760932943,0.10830324909747292
Maharashtra,0.7777777777777715,0.11925917282077783,0.12081366599235782,0.8918083462132921,0.12294595319263035,0.4935251798561151,Excess,0.7142857142857142,0.0,Jul,0.1253977291757377,0.14748508098891733,0.1825821237585943,0.20058997050147492,0.1995172968624296,0.13394533694971836,0.1296051908061146,0.12953765125504182,0.13050052926054737,0.11648181868344093,0.12107438016528925,0.1107871720116618,0.0
Maharashtra,0.8888888888888857,0.06811475819760948,0.12081366599235782,0.0865533230293663,0.06964607193473016,0.4776978417266189,Deficient,0.0,0.0,Jul,0.07207689988947315,0.0,0.0,0.0,0.08487530168946099,0.06759858126434384,0.08088639612889036,0.07646921564052134,0.07035384848026614,0.06831098603983889,0.06950413223140495,0.08833819241982507,0.0
Maharashtra,1.0,0.10246386717122044,0.12081366599235782,0.6275115919629057,0.10575707664611025,0.4935251798561151,Normal,0.21428571428571427,0.0,Jul,0.09753156713668487,0.08013640238704178,0.11535523300229182,0.07743362831858407,0.07160096540627514,0.1460463175464219,0.11206422522819753,0.1018033934464482,0.11258127929835172,0.10743254428074822,0.12057851239669422,0.14868804664723032,0.07220216606498195
Gujarat,0.0,0.06563088669211663,0.08204090806922903,0.5146831530139103,0.06770214884896772,0.4863309352517986,Normal,0.0,0.0,Aug,0.062062497906688545,0.15601023017902815,0.12605042016806722,0.03466076696165192,0.023732904263877717,0.08387231379094515,0.06807434290113275,0.06486882896096535,0.07632693180099803,0.07537383435413562,0.07710743801652892,0.11282798833819242,0.07075812274368232
