Pincode,District,State,Region_Type
0.6288212102165591,Guntur,Andhra Pradesh,Urban
0.6288497800125707,Guntur,Andhra Pradesh,Urban
0.6288783498085824,Guntur,Andhra Pradesh,Semi-Urban
0.628906919604594,Guntur,Andhra Pradesh,Semi-Urban
0.6289354894006056,Guntur,Andhra Pradesh,Rural
0.6571053082680987,Prakasam,Andhra Pradesh,Urban
0.6571338780641103,Prakasam,Andhra Pradesh,Rural
0.6571624478601219,Prakasam,Andhra Pradesh,Semi-Urban
0.6571910176561335,Prakasam,Andhra Pradesh,Urban
0.6572195874521451,Prakasam,Andhra Pradesh,Semi-Urban
0.6572481572481568,Prakasam,Andhra Pradesh,Urban
0.6572767270441684,Prakasam,Andhra Pradesh,Semi-Urban
0.65730529684018,Prakasam,Andhra Pradesh,Semi-Urban
0.6573338666361916,Prakasam,Andhra Pradesh,Urban
0.6573624364322033,Prakasam,Andhra Pradesh,Urban
0.6573910062282167,Prakasam,Andhra Pradesh,Semi-Urban
0.6574195760242283,Prakasam,Andhra Pradesh,Rural
0.6574481458202399,Prakasam,Andhra Pradesh,Semi-Urban
0.6574767156162515,Prakasam,Andhra Pradesh,Rural
0.6575052854122632,Prakasam,Andhra Pradesh,Rural
0.6856751042797562,Nellore,Andhra Pradesh,Rural
0.6857036740757678,Nellore,Andhra Pradesh,Rural
0.6857322438717794,Nellore,Andhra Pradesh,Semi-Urban
0.6857608136677911,Nellore,Andhra Pradesh,Rural
0.6857893834638027,Nellore,Andhra Pradesh,Rural
0.6858179532598143,Nellore,Andhra Pradesh,Semi-Urban
0.6858465230558259,Nellore,Andhra Pradesh,Semi-Urban
0.6858750928518376,Nellore,Andhra Pradesh,Urban
0.6859036626478492,Nellore,Andhra Pradesh,Rural
0.6859322324438608,Nellore,Andhra Pradesh,Rural
0.6859608022398724,Nellore,Andhra Pradesh,Urban
0.6859893720358841,Nellore,Andhra Pradesh,Semi-Urban
0.6860179418318957,Nellore,Andhra Pradesh,Semi-Urban
0.6860465116279073,Nellore,Andhra Pradesh,Urban
0.6860750814239189,Nellore,Andhra Pradesh,Rural
0.5142563282098163,Kurnool,Andhra Pradesh,Urban
0.5142848980058279,Kurnool,Andhra Pradesh,Urban
0.5143134678018395,Kurnool,Andhra Pradesh,Semi-Urban
0.5143420375978511,Kurnool,Andhra Pradesh,Rural
0.5143706073938628,Kurnool,Andhra Pradesh,Urban
0.5143991771898744,Kurnool,Andhra Pradesh,Rural
0.514427746985886,Kurnool,Andhra Pradesh,Semi-Urban
0.5144563167818976,Kurnool,Andhra Pradesh,Urban
0.5144848865779093,Kurnool,Andhra Pradesh,Urban
0.5145134563739209,Kurnool,Andhra Pradesh,Semi-Urban
0.5145420261699343,Kurnool,Andhra Pradesh,Urban
0.5145705959659459,Kurnool,Andhra Pradesh,Rural
0.5145991657619575,Kurnool,Andhra Pradesh,Rural
0.5146277355579691,Kurnool,Andhra Pradesh,Rural
0.5146563053539808,Kurnool,Andhra Pradesh,Urban
0.4571167361865047,Kadapa,Andhra Pradesh,Rural
0.45714530598251635,Kadapa,Andhra Pradesh,Semi-Urban
0.45717387577852797,Kadapa,Andhra Pradesh,Semi-Urban
0.4572024455745396,Kadapa,Andhra Pradesh,Urban
0.4572310153705512,Kadapa,Andhra Pradesh,Urban
0.45725958516656284,Kadapa,Andhra Pradesh,Rural
0.45728815496257447,Kadapa,Andhra Pradesh,Semi-Urban
0.4573167247585861,Kadapa,Andhra Pradesh,Urban
0.4573452945545977,Kadapa,Andhra Pradesh,Rural
0.45737386435060934,Kadapa,Andhra Pradesh,Urban
0.45740243414662096,Kadapa,Andhra Pradesh,Semi-Urban
0.4574310039426326,Kadapa,Andhra Pradesh,Semi-Urban
0.4574595737386442,Kadapa,Andhra Pradesh,Rural
0.45748814353465583,Kadapa,Andhra Pradesh,Rural
0.45751671333066746,Kadapa,Andhra Pradesh,Semi-Urban
0.4285469401748472,Anantapur,Andhra Pradesh,Semi-Urban
0.4285755099708588,Anantapur,Andhra Pradesh,Semi-Urban
0.4286040797668704,Anantapur,Andhra Pradesh,Rural
0.42863264956288205,Anantapur,Andhra Pradesh,Semi-Urban
0.4286612193588937,Anantapur,Andhra Pradesh,Urban
0.4286897891549053,Anantapur,Andhra Pradesh,Urban
0.4287183589509169,Anantapur,Andhra Pradesh,Semi-Urban
0.42874692874692855,Anantapur,Andhra Pradesh,Semi-Urban
0.42877549854294017,Anantapur,Andhra Pradesh,Rural
0.4288040683389518,Anantapur,Andhra Pradesh,Urban
0.4288326381349634,Anantapur,Andhra Pradesh,Semi-Urban
0.42886120793097504,Anantapur,Andhra Pradesh,Rural
0.42888977772698667,Anantapur,Andhra Pradesh,Rural
0.4289183475229983,Anantapur,Andhra Pradesh,Semi-Urban
0.4289469173190099,Anantapur,Andhra Pradesh,Semi-Urban
0.4856865321981605,Chittoor,Andhra Pradesh,Semi-Urban
0.4857151019941721,Chittoor,Andhra Pradesh,Rural
0.48574367179018374,Chittoor,Andhra Pradesh,Urban
0.48577224158619536,Chittoor,Andhra Pradesh,Rural
0.485800811382207,Chittoor,Andhra Pradesh,Rural
0.4858293811782186,Chittoor,Andhra Pradesh,Semi-Urban
0.48585795097423023,Chittoor,Andhra Pradesh,Urban
0.48588652077024186,Chittoor,Andhra Pradesh,Semi-Urban
0.4859150905662535,Chittoor,Andhra Pradesh,Semi-Urban
0.4859436603622651,Chittoor,Andhra Pradesh,Urban
0.48597223015827673,Chittoor,Andhra Pradesh,Rural
0.48600079995428835,Chittoor,Andhra Pradesh,Rural
0.4860293697503,Chittoor,Andhra Pradesh,Semi-Urban
0.4860579395463116,Chittoor,Andhra Pradesh,Rural
0.4860865093423232,Chittoor,Andhra Pradesh,Urban
0.0,Hyderabad,Telangana,Semi-Urban
2.8569796011623794e-05,Hyderabad,Telangana,Urban
5.713959202324759e-05,Hyderabad,Telangana,Rural
8.570938803487138e-05,Hyderabad,Telangana,Rural
0.00011427918404649517,Hyderabad,Telangana,Rural
0.00014284898005811897,Hyderabad,Telangana,Urban
0.00017141877606974276,Hyderabad,Telangana,Semi-Urban
0.00019998857208136656,Hyderabad,Telangana,Semi-Urban
0.00022855836809299035,Hyderabad,Telangana,Semi-Urban
0.00025712816410461414,Hyderabad,Telangana,Rural
0.00028569796011623794,Hyderabad,Telangana,Rural
0.00031426775612786173,Hyderabad,Telangana,Rural
0.0003428375521394855,Hyderabad,Telangana,Semi-Urban
0.0003714073481511093,Hyderabad,Telangana,Urban
0.0003999771441627331,Hyderabad,Telangana,Urban
0.0008285240843388664,Rangareddy,Telangana,Semi-Urban
0.0008570938803504902,Rangareddy,Telangana,Semi-Urban
0.000885663676362114,Rangareddy,Telangana,Rural
0.0009142334723737378,Rangareddy,Telangana,Rural
0.0009428032683853615,Rangareddy,Telangana,Urban
0.0009713730643969853,Rangareddy,Telangana,Semi-Urban
0.0009999428604086091,Rangareddy,Telangana,Urban
0.001028512656420233,Rangareddy,Telangana,Urban
0.0010570824524318567,Rangareddy,Telangana,Rural
0.0010856522484434805,Rangareddy,Telangana,Urban
0.0011142220444551043,Rangareddy,Telangana,Semi-Urban
0.001142791840466728,Rangareddy,Telangana,Urban
0.001171361636478352,Rangareddy,Telangana,Rural
0.0011999314324899757,Rangareddy,Telangana,Semi-Urban
0.0012285012285015995,Rangareddy,Telangana,Urban
0.002457002457003199,Medchal Malkajgiri,Telangana,Semi-Urban
0.0024855722530148228,Medchal Malkajgiri,Telangana,Rural
0.0025141420490264466,Medchal Malkajgiri,Telangana,Rural
0.0025427118450380704,Medchal Malkajgiri,Telangana,Urban
0.002571281641049694,Medchal Malkajgiri,Telangana,Rural
0.002599851437061318,Medchal Malkajgiri,Telangana,Rural
0.0026284212330729417,Medchal Malkajgiri,Telangana,Rural
0.0026569910290845655,Medchal Malkajgiri,Telangana,Rural
0.0026855608250961893,Medchal Malkajgiri,Telangana,Rural
0.002714130621107813,Medchal Malkajgiri,Telangana,Semi-Urban
0.002742700417119437,Medchal Malkajgiri,Telangana,Rural
0.0027712702131310607,Medchal Malkajgiri,Telangana,Semi-Urban
0.0027998400091426845,Medchal Malkajgiri,Telangana,Rural
0.0028284098051543083,Medchal Malkajgiri,Telangana,Semi-Urban
0.002856979601165932,Medchal Malkajgiri,Telangana,Rural
0.05713959202331331,Sangareddy,Telangana,Rural
0.057168161819324936,Sangareddy,Telangana,Urban
0.05719673161533656,Sangareddy,Telangana,Rural
0.057225301411348184,Sangareddy,Telangana,Semi-Urban
0.05725387120735981,Sangareddy,Telangana,Rural
0.05728244100337143,Sangareddy,Telangana,Semi-Urban
0.057311010799383055,Sangareddy,Telangana,Semi-Urban
0.05733958059539468,Sangareddy,Telangana,Rural
0.0573681503914063,Sangareddy,Telangana,Urban
0.05739672018741793,Sangareddy,Telangana,Rural
0.05742528998342955,Sangareddy,Telangana,Semi-Urban
0.057453859779441174,Sangareddy,Telangana,Semi-Urban
0.0574824295754528,Sangareddy,Telangana,Semi-Urban
0.05751099937146442,Sangareddy,Telangana,Semi-Urban
0.057539569167476046,Sangareddy,Telangana,Semi-Urban
0.08570938803496908,Nizamabad,Telangana,Urban
0.0857379578309807,Nizamabad,Telangana,Urban
0.08576652762699233,Nizamabad,Telangana,Urban
0.08579509742300395,Nizamabad,Telangana,Rural
0.08582366721901558,Nizamabad,Telangana,Rural
0.0858522370150272,Nizamabad,Telangana,Semi-Urban
0.08588080681103882,Nizamabad,Telangana,Rural
0.08590937660705045,Nizamabad,Telangana,Semi-Urban
0.08593794640306385,Nizamabad,Telangana,Rural
0.08596651619907547,Nizamabad,Telangana,Rural
0.0859950859950871,Nizamabad,Telangana,Rural
0.08602365579109872,Nizamabad,Telangana,Semi-Urban
0.08605222558711034,Nizamabad,Telangana,Rural
0.08608079538312197,Nizamabad,Telangana,Urban
0.08610936517913359,Nizamabad,Telangana,Rural
0.1428489800582824,Karimnagar,Telangana,Urban
0.14287754985429402,Karimnagar,Telangana,Rural
0.14290611965030564,Karimnagar,Telangana,Rural
0.14293468944631726,Karimnagar,Telangana,Rural
0.1429632592423289,Karimnagar,Telangana,Urban
0.1429918290383405,Karimnagar,Telangana,Rural
0.14302039883435214,Karimnagar,Telangana,Urban
0.14304896863036376,Karimnagar,Telangana,Rural
0.14307753842637538,Karimnagar,Telangana,Urban
0.143106108222387,Karimnagar,Telangana,Semi-Urban
0.14313467801839863,Karimnagar,Telangana,Semi-Urban
0.14316324781441025,Karimnagar,Telangana,Semi-Urban
0.14319181761042188,Karimnagar,Telangana,Urban
0.1432203874064335,Karimnagar,Telangana,Urban
0.14324895720244513,Karimnagar,Telangana,Semi-Urban
0.1999885720815957,Khammam,Telangana,Rural
0.20001714187760733,Khammam,Telangana,Rural
0.20004571167361895,Khammam,Telangana,Urban
0.20007428146963058,Khammam,Telangana,Semi-Urban
0.2001028512656422,Khammam,Telangana,Urban
0.20013142106165382,Khammam,Telangana,Urban
0.20015999085766545,Khammam,Telangana,Rural
0.20018856065367707,Khammam,Telangana,Rural
0.2002171304496887,Khammam,Telangana,Urban
0.20024570024570032,Khammam,Telangana,Urban
0.20027427004171194,Khammam,Telangana,Urban
0.20030283983772357,Khammam,Telangana,Rural
0.2003314096337352,Khammam,Telangana,Rural
0.20035997942974682,Khammam,Telangana,Urban
0.20038854922575844,Khammam,Telangana,Urban
0.17141877606993994,Warangal,Telangana,Rural
0.17144734586595156,Warangal,Telangana,Rural
0.17147591566196319,Warangal,Telangana,Semi-Urban
0.1715044854579748,Warangal,Telangana,Urban
0.17153305525398643,Warangal,Telangana,Urban
0.17156162504999806,Warangal,Telangana,Semi-Urban
0.17159019484600968,Warangal,Telangana,Semi-Urban
0.1716187646420213,Warangal,Telangana,Urban
0.17164733443803293,Warangal,Telangana,Semi-Urban
0.17167590423404455,Warangal,Telangana,Urban
0.17170447403005618,Warangal,Telangana,Rural
0.1717330438260678,Warangal,Telangana,Semi-Urban
0.17176161362207942,Warangal,Telangana,Urban
0.17179018341809105,Warangal,Telangana,Semi-Urban
0.17181875321410267,Warangal,Telangana,Semi-Urban
0.22855836809325147,Nalgonda,Telangana,Rural
0.2285869378892631,Nalgonda,Telangana,Semi-Urban
0.22861550768527472,Nalgonda,Telangana,Urban
0.22864407748128635,Nalgonda,Telangana,Rural
0.22867264727729797,Nalgonda,Telangana,Urban
0.2287012170733096,Nalgonda,Telangana,Rural
0.22872978686932122,Nalgonda,Telangana,Semi-Urban
0.22875835666533284,Nalgonda,Telangana,Semi-Urban
0.22878692646134446,Nalgonda,Telangana,Urban
0.22881549625735786,Nalgonda,Telangana,Semi-Urban
0.2288440660533695,Nalgonda,Telangana,Rural
0.2288726358493811,Nalgonda,Telangana,Rural
0.22890120564539274,Nalgonda,Telangana,Urban
0.22892977544140436,Nalgonda,Telangana,Urban
0.22895834523741598,Nalgonda,Telangana,Rural
0.257128164104909,Mahabubnagar,Telangana,Rural
0.25715673390092064,Mahabubnagar,Telangana,Urban
0.25718530369693227,Mahabubnagar,Telangana,Semi-Urban
0.2572138734929439,Mahabubnagar,Telangana,Semi-Urban
0.2572424432889555,Mahabubnagar,Telangana,Rural
0.25727101308496714,Mahabubnagar,Telangana,Urban
0.25729958288097876,Mahabubnagar,Telangana,Urban
0.2573281526769904,Mahabubnagar,Telangana,Rural
0.257356722473002,Mahabubnagar,Telangana,Urban
0.25738529226901363,Mahabubnagar,Telangana,Semi-Urban
0.25741386206502526,Mahabubnagar,Telangana,Semi-Urban
0.2574424318610369,Mahabubnagar,Telangana,Semi-Urban
0.2574710016570485,Mahabubnagar,Telangana,Semi-Urban
0.2574995714530601,Mahabubnagar,Telangana,Semi-Urban
0.25752814124907175,Mahabubnagar,Telangana,Urban
0.11427918404662663,Adilabad,Telangana,Semi-Urban
0.11430775384263825,Adilabad,Telangana,Rural
0.11433632363864987,Adilabad,Telangana,Rural
0.1143648934346615,Adilabad,Telangana,Urban
0.11439346323067312,Adilabad,Telangana,Urban
0.11442203302668474,Adilabad,Telangana,Urban
0.11445060282269637,Adilabad,Telangana,Semi-Urban
0.11447917261870799,Adilabad,Telangana,Semi-Urban
0.11450774241471962,Adilabad,Telangana,Rural
0.11453631221073124,Adilabad,Telangana,Urban
0.11456488200674286,Adilabad,Telangana,Urban
0.11459345180275449,Adilabad,Telangana,Semi-Urban
0.11462202159876611,Adilabad,Telangana,Rural
0.11465059139477773,Adilabad,Telangana,Urban
0.11467916119078936,Adilabad,Telangana,Rural
