District,State,Year,Month,Month_Number,Scenario,Data_Type,Rainfall_mm,Normal_Rainfall_mm,Departure_mm,Departure_Percent,Rainfall_Category,Flood_Probability_Percent
Srikakulam,Andhra Pradesh,2025,Sep,9,Delayed Monsoon,Forecast,189.8,172.5,17.3,10.0,Normal,8.0
Srikakulam,Andhra Pradesh,2025,Oct,10,Delayed Monsoon,Forecast,126.5,115.0,11.5,10.0,Normal,8.0
Srikakulam,Andhra Pradesh,2025,Nov,11,Delayed Monsoon,Forecast,38.0,34.5,3.5,10.1,Normal,8.1
Srikakulam,Andhra Pradesh,2025,Dec,12,Delayed Monsoon,Forecast,12.7,11.5,1.2,10.4,Normal,8.3
East Godavari,Andhra Pradesh,2025,Jan,1,Flood Year,Actual,22.2,12.0,10.2,85.0,Extremely Excess,68.0
East Godavari,Andhra Pradesh,2025,Feb,2,Flood Year,Actual,26.1,12.0,14.1,117.5,Extremely Excess,94.0
East Godavari,Andhra Pradesh,2025,Mar,3,Flood Year,Forecast,25.8,12.0,13.8,115.0,Extremely Excess,92.0
East Godavari,Andhra Pradesh,2025,Apr,4,Flood Year,Forecast,47.2,24.0,23.2,96.7,Extremely Excess,77.3
East Godavari,Andhra Pradesh,2025,May,5,Flood Year,Forecast,99.0,48.0,51.0,106.2,Extremely Excess,85.0
East Godavari,Andhra Pradesh,2025,Jun,6,Flood Year,Forecast,318.0,180.0,138.0,76.7,Extremely Excess,61.3
East Godavari,Andhra Pradesh,2025,Jul,7,Flood Year,Forecast,613.3,300.0,313.3,104.4,Extremely Excess,83.5
East Godavari,Andhra Pradesh,2025,Aug,8,Flood Year,Forecast,389.9,264.0,125.9,47.7,Excess,38.2
East Godavari,Andhra Pradesh,2025,Sep,9,Flood Year,Forecast,332.4,180.0,152.4,84.7,Extremely Excess,67.7
East Godavari,Andhra Pradesh,2025,Oct,10,Flood Year,Forecast,173.5,120.0,53.5,44.6,Excess,35.7
East Godavari,Andhra Pradesh,2025,Nov,11,Flood Year,Forecast,58.2,36.0,22.2,61.7,Excess,49.3
East Godavari,Andhra Pradesh,2025,Dec,12,Flood Year,Forecast,17.8,12.0,5.8,48.3,Excess,38.7
West Godavari,Andhra Pradesh,2025,Jan,1,Drought Year,Actual,2.5,10.5,-8.0,-76.2,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Feb,2,Drought Year,Actual,3.7,10.5,-6.8,-64.8,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Mar,3,Drought Year,Forecast,3.5,10.5,-7.0,-66.7,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Apr,4,Drought Year,Forecast,7.2,21.0,-13.8,-65.7,Deficient,0.0
West Godavari,Andhra Pradesh,2025,May,5,Drought Year,Forecast,10.8,42.0,-31.2,-74.3,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Jun,6,Drought Year,Forecast,84.2,157.5,-73.3,-46.5,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Jul,7,Drought Year,Forecast,67.2,262.5,-195.3,-74.4,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Aug,8,Drought Year,Forecast,131.3,231.0,-99.7,-43.2,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Sep,9,Drought Year,Forecast,38.9,157.5,-118.6,-75.3,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Oct,10,Drought Year,Forecast,36.8,105.0,-68.2,-65.0,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Nov,11,Drought Year,Forecast,17.2,31.5,-14.3,-45.4,Deficient,0.0
West Godavari,Andhra Pradesh,2025,Dec,12,Drought Year,Forecast,3.3,10.5,-7.2,-68.6,Deficient,0.0
Krishna,Andhra Pradesh,2025,Jan,1,Cyclone Risk,Actual,9.0,9.5,-0.5,-5.3,Normal,0.0
Krishna,Andhra Pradesh,2025,Feb,2,Cyclone Risk,Actual,9.0,9.5,-0.5,-5.3,Normal,0.0
Krishna,Andhra Pradesh,2025,Mar,3,Cyclone Risk,Forecast,9.0,9.5,-0.5,-5.3,Normal,0.0
Krishna,Andhra Pradesh,2025,Apr,4,Cyclone Risk,Forecast,18.1,19.0,-0.9,-4.7,Normal,0.0
Krishna,Andhra Pradesh,2025,May,5,Cyclone Risk,Forecast,36.1,38.0,-1.9,-5.0,Normal,0.0
Krishna,Andhra Pradesh,2025,Jun,6,Cyclone Risk,Forecast,135.4,142.5,-7.1,-5.0,Normal,0.0
Krishna,Andhra Pradesh,2025,Jul,7,Cyclone Risk,Forecast,225.6,237.5,-11.9,-5.0,Normal,0.0
Krishna,Andhra Pradesh,2025,Aug,8,Cyclone Risk,Forecast,198.5,209.0,-10.5,-5.0,Normal,0.0
Krishna,Andhra Pradesh,2025,Sep,9,Cyclone Risk,Forecast,135.4,142.5,-7.1,-5.0,Normal,0.0
Krishna,Andhra Pradesh,2025,Oct,10,Cyclone Risk,Forecast,237.5,95.0,142.5,150.0,Extremely Excess,100.0
Krishna,Andhra Pradesh,2025,Nov,11,Cyclone Risk,Forecast,71.2,28.5,42.7,149.8,Extremely Excess,100.0
Krishna,Andhra Pradesh,2025,Dec,12,Cyclone Risk,Forecast,9.0,9.5,-0.5,-5.3,Normal,0.0
Guntur,Andhra Pradesh,2025,Jan,1,Normal Year,Actual,8.3,9.0,-0.7,-7.8,Normal,0.0
Guntur,Andhra Pradesh,2025,Feb,2,Normal Year,Actual,8.0,9.0,-1.0,-11.1,Normal,0.0
Guntur,Andhra Pradesh,2025,Mar,3,Normal Year,Forecast,7.9,9.0,-1.1,-12.2,Normal,0.0
Guntur,Andhra Pradesh,2025,Apr,4,Normal Year,Forecast,16.8,18.0,-1.2,-6.7,Normal,0.0
Guntur,Andhra Pradesh,2025,May,5,Normal Year,Forecast,33.6,36.0,-2.4,-6.7,Normal,0.0
Guntur,Andhra Pradesh,2025,Jun,6,Normal Year,Forecast,148.1,135.0,13.1,9.7,Normal,7.8
Guntur,Andhra Pradesh,2025,Jul,7,Normal Year,Forecast,246.4,225.0,21.4,9.5,Normal,7.6
Guntur,Andhra Pradesh,2025,Aug,8,Normal Year,Forecast,214.0,198.0,16.0,8.1,Normal,6.5
Guntur,Andhra Pradesh,2025,Sep,9,Normal Year,Forecast,139.5,135.0,4.5,3.3,Normal,2.7
Guntur,Andhra Pradesh,2025,Oct,10,Normal Year,Forecast,87.0,90.0,-3.0,-3.3,Normal,0.0
Guntur,Andhra Pradesh,2025,Nov,11,Normal Year,Forecast,27.7,27.0,0.7,2.6,Normal,2.1
Guntur,Andhra Pradesh,2025,Dec,12,Normal Year,Forecast,8.3,9.0,-0.7,-7.8,Normal,0.0
Prakasam,Andhra Pradesh,2025,Jan,1,Early Monsoon,Actual,7.2,8.5,-1.3,-15.3,Normal,0.0
Prakasam,Andhra Pradesh,2025,Feb,2,Early Monsoon,Actual,7.2,8.5,-1.3,-15.3,Normal,0.0
Prakasam,Andhra Pradesh,2025,Mar,3,Early Monsoon,Forecast,7.2,8.5,-1.3,-15.3,Normal,0.0
Prakasam,Andhra Pradesh,2025,Apr,4,Early Monsoon,Forecast,14.4,17.0,-2.6,-15.3,Normal,0.0
Prakasam,Andhra Pradesh,2025,May,5,Early Monsoon,Forecast,47.6,34.0,13.6,40.0,Excess,32.0
Prakasam,Andhra Pradesh,2025,Jun,6,Early Monsoon,Forecast,178.5,127.5,51.0,40.0,Excess,32.0
Prakasam,Andhra Pradesh,2025,Jul,7,Early Monsoon,Forecast,180.6,212.5,-31.9,-15.0,Normal,0.0
Prakasam,Andhra Pradesh,2025,Aug,8,Early Monsoon,Forecast,158.9,187.0,-28.1,-15.0,Normal,0.0
Prakasam,Andhra Pradesh,2025,Sep,9,Early Monsoon,Forecast,108.4,127.5,-19.1,-15.0,Normal,0.0
Prakasam,Andhra Pradesh,2025,Oct,10,Early Monsoon,Forecast,72.2,85.0,-12.8,-15.1,Normal,0.0
Prakasam,Andhra Pradesh,2025,Nov,11,Early Monsoon,Forecast,21.7,25.5,-3.8,-14.9,Normal,0.0
Prakasam,Andhra Pradesh,2025,Dec,12,Early Monsoon,Forecast,7.2,8.5,-1.3,-15.3,Normal,0.0
Nellore,Andhra Pradesh,2025,Jan,1,Delayed Monsoon,Actual,10.8,9.8,1.0,10.2,Normal,8.2
Nellore,Andhra Pradesh,2025,Feb,2,Delayed Monsoon,Actual,10.8,9.8,1.0,10.2,Normal,8.2
Nellore,Andhra Pradesh,2025,Mar,3,Delayed Monsoon,Forecast,10.8,9.8,1.0,10.2,Normal,8.2
Nellore,Andhra Pradesh,2025,Apr,4,Delayed Monsoon,Forecast,21.6,19.6,2.0,10.2,Normal,8.2
Nellore,Andhra Pradesh,2025,May,5,Delayed Monsoon,Forecast,43.1,39.2,3.9,9.9,Normal,8.0
Nellore,Andhra Pradesh,2025,Jun,6,Delayed Monsoon,Forecast,44.1,147.0,-102.9,-70.0,Deficient,0.0
Nellore,Andhra Pradesh,2025,Jul,7,Delayed Monsoon,Forecast,73.5,245.0,-171.5,-70.0,Deficient,0.0
Nellore,Andhra Pradesh,2025,Aug,8,Delayed Monsoon,Forecast,237.2,215.6,21.6,10.0,Normal,8.0
Nellore,Andhra Pradesh,2025,Sep,9,Delayed Monsoon,Forecast,161.7,147.0,14.7,10.0,Normal,8.0
Nellore,Andhra Pradesh,2025,Oct,10,Delayed Monsoon,Forecast,107.8,98.0,9.8,10.0,Normal,8.0
Nellore,Andhra Pradesh,2025,Nov,11,Delayed Monsoon,Forecast,32.3,29.4,2.9,9.9,Normal,7.9
Nellore,Andhra Pradesh,2025,Dec,12,Delayed Monsoon,Forecast,10.8,9.8,1.0,10.2,Normal,8.2
Kurnool,Andhra Pradesh,2025,Jan,1,Flood Year,Actual,11.9,6.0,5.9,98.3,Extremely Excess,78.7
Kurnool,Andhra Pradesh,2025,Feb,2,Flood Year,Actual,11.2,6.0,5.2,86.7,Extremely Excess,69.3
Kurnool,Andhra Pradesh,2025,Mar,3,Flood Year,Forecast,10.7,6.0,4.7,78.3,Extremely Excess,62.7
Kurnool,Andhra Pradesh,2025,Apr,4,Flood Year,Forecast,24.6,12.0,12.6,105.0,Extremely Excess,84.0
Kurnool,Andhra Pradesh,2025,May,5,Flood Year,Forecast,50.8,24.0,26.8,111.7,Extremely Excess,89.3
Kurnool,Andhra Pradesh,2025,Jun,6,Flood Year,Forecast,152.9,90.0,62.9,69.9,Excess,55.9
Kurnool,Andhra Pradesh,2025,Jul,7,Flood Year,Forecast,290.0,150.0,140.0,93.3,Extremely Excess,74.7
Kurnool,Andhra Pradesh,2025,Aug,8,Flood Year,Forecast,220.3,132.0,88.3,66.9,Excess,53.5
Kurnool,Andhra Pradesh,2025,Sep,9,Flood Year,Forecast,196.1,90.0,106.1,117.9,Extremely Excess,94.3
Kurnool,Andhra Pradesh,2025,Oct,10,Flood Year,Forecast,84.8,60.0,24.8,41.3,Excess,33.1
Kurnool,Andhra Pradesh,2025,Nov,11,Flood Year,Forecast,32.2,18.0,14.2,78.9,Extremely Excess,63.1
Kurnool,Andhra Pradesh,2025,Dec,12,Flood Year,Forecast,8.7,6.0,2.7,45.0,Excess,36.0
Kadapa,Andhra Pradesh,2025,Jan,1,Drought Year,Actual,2.2,7.0,-4.8,-68.6,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Feb,2,Drought Year,Actual,4.1,7.0,-2.9,-41.4,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Mar,3,Drought Year,Forecast,3.8,7.0,-3.2,-45.7,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Apr,4,Drought Year,Forecast,2.9,14.0,-11.1,-79.3,Deficient,0.0
Kadapa,Andhra Pradesh,2025,May,5,Drought Year,Forecast,11.7,28.0,-16.3,-58.2,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Jun,6,Drought Year,Forecast,46.3,105.0,-58.7,-55.9,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Jul,7,Drought Year,Forecast,60.1,175.0,-114.9,-65.7,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Aug,8,Drought Year,Forecast,62.8,154.0,-91.2,-59.2,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Sep,9,Drought Year,Forecast,26.4,105.0,-78.6,-74.9,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Oct,10,Drought Year,Forecast,34.6,70.0,-35.4,-50.6,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Nov,11,Drought Year,Forecast,5.5,21.0,-15.5,-73.8,Deficient,0.0
Kadapa,Andhra Pradesh,2025,Dec,12,Drought Year,Forecast,1.9,7.0,-5.1,-72.9,Deficient,0.0
Anantapur,Andhra Pradesh,2025,Jan,1,Cyclone Risk,Actual,5.2,5.5,-0.3,-5.5,Normal,0.0
Anantapur,Andhra Pradesh,2025,Feb,2,Cyclone Risk,Actual,5.2,5.5,-0.3,-5.5,Normal,0.0
Anantapur,Andhra Pradesh,2025,Mar,3,Cyclone Risk,Forecast,5.2,5.5,-0.3,-5.5,Normal,0.0
Anantapur,Andhra Pradesh,2025,Apr,4,Cyclone Risk,Forecast,10.4,11.0,-0.6,-5.5,Normal,0.0
Anantapur,Andhra Pradesh,2025,May,5,Cyclone Risk,Forecast,20.9,22.0,-1.1,-5.0,Normal,0.0
Anantapur,Andhra Pradesh,2025,Jun,6,Cyclone Risk,Forecast,78.4,82.5,-4.1,-5.0,Normal,0.0
Anantapur,Andhra Pradesh,2025,Jul,7,Cyclone Risk,Forecast,130.6,137.5,-6.9,-5.0,Normal,0.0
Anantapur,Andhra Pradesh,2025,Aug,8,Cyclone Risk,Forecast,114.9,121.0,-6.1,-5.0,Normal,0.0
Anantapur,Andhra Pradesh,2025,Sep,9,Cyclone Risk,Forecast,78.4,82.5,-4.1,-5.0,Normal,0.0
Anantapur,Andhra Pradesh,2025,Oct,10,Cyclone Risk,Forecast,137.5,55.0,82.5,150.0,Extremely Excess,100.0
Anantapur,Andhra Pradesh,2025,Nov,11,Cyclone Risk,Forecast,41.2,16.5,24.7,149.7,Extremely Excess,100.0
Anantapur,Andhra Pradesh,2025,Dec,12,Cyclone Risk,Forecast,5.2,5.5,-0.3,-5.5,Normal,0.0
Chittoor,Andhra Pradesh,2025,Jan,1,Normal Year,Actual,8.6,8.0,0.6,7.5,Normal,6.0
Chittoor,Andhra Pradesh,2025,Feb,2,Normal Year,Actual,8.4,8.0,0.4,5.0,Normal,4.0
Chittoor,Andhra Pradesh,2025,Mar,3,Normal Year,Forecast,9.4,8.0,1.4,17.5,Normal,14.0
Chittoor,Andhra Pradesh,2025,Apr,4,Normal Year,Forecast,18.1,16.0,2.1,13.1,Normal,10.5
Chittoor,Andhra Pradesh,2025,May,5,Normal Year,Forecast,35.3,32.0,3.3,10.3,Normal,8.2
Chittoor,Andhra Pradesh,2025,Jun,6,Normal Year,Forecast,140.6,120.0,20.6,17.2,Normal,13.7
Chittoor,Andhra Pradesh,2025,Jul,7,Normal Year,Forecast,182.2,200.0,-17.8,-8.9,Normal,0.0
Chittoor,Andhra Pradesh,2025,Aug,8,Normal Year,Forecast,149.9,176.0,-26.1,-14.8,Normal,0.0
Chittoor,Andhra Pradesh,2025,Sep,9,Normal Year,Forecast,111.2,120.0,-8.8,-7.3,Normal,0.0
Chittoor,Andhra Pradesh,2025,Oct,10,Normal Year,Forecast,71.9,80.0,-8.1,-10.1,Normal,0.0
Chittoor,Andhra Pradesh,2025,Nov,11,Normal Year,Forecast,28.6,24.0,4.6,19.2,Normal,15.3
Chittoor,Andhra Pradesh,2025,Dec,12,Normal Year,Forecast,9.4,8.0,1.4,17.5,Normal,14.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Jan,1,Early Monsoon,Actual,11.9,14.0,-2.1,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Feb,2,Early Monsoon,Actual,11.9,14.0,-2.1,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Mar,3,Early Monsoon,Forecast,11.9,14.0,-2.1,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Apr,4,Early Monsoon,Forecast,23.8,28.0,-4.2,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,May,5,Early Monsoon,Forecast,78.4,56.0,22.4,40.0,Excess,32.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Jun,6,Early Monsoon,Forecast,294.0,210.0,84.0,40.0,Excess,32.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Jul,7,Early Monsoon,Forecast,297.5,350.0,-52.5,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Aug,8,Early Monsoon,Forecast,261.8,308.0,-46.2,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Sep,9,Early Monsoon,Forecast,178.5,210.0,-31.5,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Oct,10,Early Monsoon,Forecast,119.0,140.0,-21.0,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Nov,11,Early Monsoon,Forecast,35.7,42.0,-6.3,-15.0,Normal,0.0
Alluri Sitharama Raju,Andhra Pradesh,2025,Dec,12,Early Monsoon,Forecast,11.9,14.0,-2.1,-15.0,Normal,0.0
Anakapalli,Andhra Pradesh,2025,Jan,1,Delayed Monsoon,Actual,11.9,10.8,1.1,10.2,Normal,8.1
Anakapalli,Andhra Pradesh,2025,Feb,2,Delayed Monsoon,Actual,11.9,10.8,1.1,10.2,Normal,8.1
Anakapalli,Andhra Pradesh,2025,Mar,3,Delayed Monsoon,Forecast,11.9,10.8,1.1,10.2,Normal,8.1
Anakapalli,Andhra Pradesh,2025,Apr,4,Delayed Monsoon,Forecast,23.8,21.6,2.2,10.2,Normal,8.1
Anakapalli,Andhra Pradesh,2025,May,5,Delayed Monsoon,Forecast,47.5,43.2,4.3,10.0,Normal,8.0
Anakapalli,Andhra Pradesh,2025,Jun,6,Delayed Monsoon,Forecast,48.6,162.0,-113.4,-70.0,Deficient,0.0
Anakapalli,Andhra Pradesh,2025,Jul,7,Delayed Monsoon,Forecast,81.0,270.0,-189.0,-70.0,Deficient,0.0
Anakapalli,Andhra Pradesh,2025,Aug,8,Delayed Monsoon,Forecast,261.4,237.6,23.8,10.0,Normal,8.0
Anakapalli,Andhra Pradesh,2025,Sep,9,Delayed Monsoon,Forecast,178.2,162.0,16.2,10.0,Normal,8.0
Anakapalli,Andhra Pradesh,2025,Oct,10,Delayed Monsoon,Forecast,118.8,108.0,10.8,10.0,Normal,8.0
Anakapalli,Andhra Pradesh,2025,Nov,11,Delayed Monsoon,Forecast,35.6,32.4,3.2,9.9,Normal,7.9
Anakapalli,Andhra Pradesh,2025,Dec,12,Delayed Monsoon,Forecast,11.9,10.8,1.1,10.2,Normal,8.1
Bapatla,Andhra Pradesh,2025,Jan,1,Flood Year,Actual,15.6,9.2,6.4,69.6,Excess,55.7
Bapatla,Andhra Pradesh,2025,Feb,2,Flood Year,Actual,16.3,9.2,7.1,77.2,Extremely Excess,61.7
Bapatla,Andhra Pradesh,2025,Mar,3,Flood Year,Forecast,16.7,9.2,7.5,81.5,Extremely Excess,65.2
Bapatla,Andhra Pradesh,2025,Apr,4,Flood Year,Forecast,34.5,18.4,16.1,87.5,Extremely Excess,70.0
Bapatla,Andhra Pradesh,2025,May,5,Flood Year,Forecast,65.0,36.8,28.2,76.6,Extremely Excess,61.3
Bapatla,Andhra Pradesh,2025,Jun,6,Flood Year,Forecast,302.5,138.0,164.5,119.2,Extremely Excess,95.4
Bapatla,Andhra Pradesh,2025,Jul,7,Flood Year,Forecast,388.3,230.0,158.3,68.8,Excess,55.1
Bapatla,Andhra Pradesh,2025,Aug,8,Flood Year,Forecast,326.0,202.4,123.6,61.1,Excess,48.9
Bapatla,Andhra Pradesh,2025,Sep,9,Flood Year,Forecast,280.7,138.0,142.7,103.4,Extremely Excess,82.7
Bapatla,Andhra Pradesh,2025,Oct,10,Flood Year,Forecast,190.0,92.0,98.0,106.5,Extremely Excess,85.2
Bapatla,Andhra Pradesh,2025,Nov,11,Flood Year,Forecast,42.0,27.6,14.4,52.2,Excess,41.7
Bapatla,Andhra Pradesh,2025,Dec,12,Flood Year,Forecast,13.8,9.2,4.6,50.0,Excess,40.0
Eluru,Andhra Pradesh,2025,Jan,1,Drought Year,Actual,4.4,10.0,-5.6,-56.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,Feb,2,Drought Year,Actual,5.8,10.0,-4.2,-42.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,Mar,3,Drought Year,Forecast,4.2,10.0,-5.8,-58.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,Apr,4,Drought Year,Forecast,8.8,20.0,-11.2,-56.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,May,5,Drought Year,Forecast,8.4,40.0,-31.6,-79.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,Jun,6,Drought Year,Forecast,43.6,150.0,-106.4,-70.9,Deficient,0.0
Eluru,Andhra Pradesh,2025,Jul,7,Drought Year,Forecast,147.7,250.0,-102.3,-40.9,Deficient,0.0
Eluru,Andhra Pradesh,2025,Aug,8,Drought Year,Forecast,61.4,220.0,-158.6,-72.1,Deficient,0.0
Eluru,Andhra Pradesh,2025,Sep,9,Drought Year,Forecast,84.0,150.0,-66.0,-44.0,Deficient,0.0
Eluru,Andhra Pradesh,2025,Oct,10,Drought Year,Forecast,54.4,100.0,-45.6,-45.6,Deficient,0.0
Eluru,Andhra Pradesh,2025,Nov,11,Drought Year,Forecast,13.1,30.0,-16.9,-56.3,Deficient,0.0
Eluru,Andhra Pradesh,2025,Dec,12,Drought Year,Forecast,3.3,10.0,-6.7,-67.0,Deficient,0.0
Konaseema,Andhra Pradesh,2025,Jan,1,Cyclone Risk,Actual,11.9,12.5,-0.6,-4.8,Normal,0.0
Konaseema,Andhra Pradesh,2025,Feb,2,Cyclone Risk,Actual,11.9,12.5,-0.6,-4.8,Normal,0.0
Konaseema,Andhra Pradesh,2025,Mar,3,Cyclone Risk,Forecast,11.9,12.5,-0.6,-4.8,Normal,0.0
Konaseema,Andhra Pradesh,2025,Apr,4,Cyclone Risk,Forecast,23.8,25.0,-1.2,-4.8,Normal,0.0
Konaseema,Andhra Pradesh,2025,May,5,Cyclone Risk,Forecast,47.5,50.0,-2.5,-5.0,Normal,0.0
Konaseema,Andhra Pradesh,2025,Jun,6,Cyclone Risk,Forecast,178.1,187.5,-9.4,-5.0,Normal,0.0
Konaseema,Andhra Pradesh,2025,Jul,7,Cyclone Risk,Forecast,296.9,312.5,-15.6,-5.0,Normal,0.0
Konaseema,Andhra Pradesh,2025,Aug,8,Cyclone Risk,Forecast,261.2,275.0,-13.8,-5.0,Normal,0.0
Konaseema,Andhra Pradesh,2025,Sep,9,Cyclone Risk,Forecast,178.1,187.5,-9.4,-5.0,Normal,0.0
Konaseema,Andhra Pradesh,2025,Oct,10,Cyclone Risk,Forecast,312.5,125.0,187.5,150.0,Extremely Excess,100.0
Konaseema,Andhra Pradesh,2025,Nov,11,Cyclone Risk,Forecast,93.8,37.5,56.3,150.1,Extremely Excess,100.0
Konaseema,Andhra Pradesh,2025,Dec,12,Cyclone Risk,Forecast,11.9,12.5,-0.6,-4.8,Normal,0.0
Parvathipuram Manyam,Andhra Pradesh,2025,Jan,1,Normal Year,Actual,13.4,13.0,0.4,3.1,Normal,2.5
