District,State,Year,Annual_Rainfall_mm,Normal_Rainfall_mm,Departure_Percent,Monsoon_Rainfall_mm,Pre_Monsoon_mm,Post_Monsoon_mm,Winter_mm,Monsoon_Percent,Rainfall_Category,Flood_Occurred,Drought_Declared,Waterlogging_Risk,Peak_Month,Peak_Rainfall_mm,Consecutive_Dry_Days_Avg,Heavy_Rain_Days,Jan_mm,Feb_mm,Mar_mm,Apr_mm,May_mm,Jun_mm,Jul_mm,Aug_mm,Sep_mm,Oct_mm,Nov_mm,Dec_mm
Vizianagaram,Andhra Pradesh,2019,1547.6,1050,47.4,1336.4,104.4,61.3,31.3,86.4,Excess,1,0,High,Jul,391.8,18,17,15.6,15.7,4.6,45.4,54.4,219.3,391.8,343.3,229.6,152.4,55.0,6.3
Vizianagaram,Andhra Pradesh,2020,1292.7,1050,23.1,1147.8,91.1,34.1,22.2,88.8,Excess,0,0,High,Jul,326.1,10,8,10.5,11.7,5.6,33.4,52.1,188.5,326.1,299.3,192.0,141.9,34.1,0.0
Vizianagaram,Andhra Pradesh,2021,1039.1,1050,-1.0,889.3,102.7,29.1,2.0,85.6,Normal,0,0,Low,Jul,248.4,6,1,2.0,0.0,22.8,31.1,48.8,145.9,248.4,215.6,162.6,116.8,29.1,0.0
Vizianagaram,Andhra Pradesh,2022,658.0,1050,-37.3,557.1,59.5,12.3,26.8,84.7,Deficient,0,1,Low,Jul,156.5,19,4,13.9,12.9,0.0,20.6,38.9,86.9,156.5,152.3,91.9,69.5,7.2,5.1
Vizianagaram,Andhra Pradesh,2023,1334.4,1050,27.1,1153.8,92.6,55.2,47.5,86.5,Excess,1,0,High,Jul,319.7,6,13,22.8,24.7,21.5,31.8,39.3,201.2,319.7,302.8,194.8,135.3,33.4,21.8
Vizianagaram,Andhra Pradesh,2024,1017.0,1050,-3.1,871.9,77.8,69.0,24.3,85.7,Normal,0,0,Low,Jul,242.9,19,7,21.1,3.2,11.2,31.1,35.5,166.2,242.9,209.3,164.7,88.8,45.3,23.7
Srikakulam,Andhra Pradesh,2015,1281.6,1150,11.4,1145.0,64.6,56.6,14.1,89.3,Normal,0,0,Medium,Jul,334.7,20,6,3.4,10.7,0.0,17.4,47.2,190.4,334.7,291.2,199.4,129.3,48.6,8.0
Srikakulam,Andhra Pradesh,2016,1832.5,1150,59.3,1562.3,157.6,72.8,36.3,85.3,Excess,1,0,High,Jul,452.9,3,18,12.8,23.5,28.7,49.1,79.8,268.4,452.9,388.8,282.7,169.5,65.9,6.9
Srikakulam,Andhra Pradesh,2017,1207.9,1150,5.0,1044.1,73.6,66.0,20.4,86.4,Normal,0,0,Medium,Jul,312.1,14,1,19.2,1.2,10.3,23.6,39.7,169.7,312.1,265.8,166.6,129.9,50.7,15.3
Srikakulam,Andhra Pradesh,2018,1087.8,1150,-5.4,961.2,61.7,34.6,19.9,88.4,Normal,0,0,Low,Jul,272.0,8,2,7.7,12.2,0.7,27.5,33.5,157.5,272.0,248.2,170.4,113.1,22.3,12.3
Srikakulam,Andhra Pradesh,2019,1088.2,1150,-5.4,929.1,96.6,40.7,8.3,85.4,Normal,0,0,Low,Jul,258.3,3,6,8.3,0.0,4.1,35.4,57.1,158.8,258.3,229.8,160.0,122.2,21.9,18.8
Srikakulam,Andhra Pradesh,2020,1381.4,1150,20.1,1224.3,112.7,77.6,26.3,88.6,Excess,0,0,High,Jul,346.3,16,3,13.1,13.2,21.9,31.5,59.3,205.7,346.3,311.3,217.0,144.0,54.2,23.4
Srikakulam,Andhra Pradesh,2021,1400.0,1150,21.7,1188.3,106.8,64.9,13.2,84.9,Excess,0,0,High,Jul,340.9,17,0,9.7,3.5,16.9,37.4,52.5,199.0,340.9,300.1,204.0,144.3,45.0,19.9
Srikakulam,Andhra Pradesh,2022,865.7,1150,-24.7,741.5,54.8,37.2,15.6,85.7,Deficient,0,0,Low,Jul,213.8,23,5,7.8,7.8,5.0,17.8,32.0,120.8,213.8,177.6,132.1,97.2,32.7,4.5
Srikakulam,Andhra Pradesh,2023,876.6,1150,-23.8,744.9,65.1,39.6,10.1,85.0,Deficient,0,0,Low,Jul,211.5,13,4,10.1,0.0,10.1,9.5,45.5,128.4,211.5,202.2,126.8,76.0,28.4,11.2
Srikakulam,Andhra Pradesh,2024,1292.6,1150,12.4,1131.0,72.4,72.4,39.0,87.5,Normal,0,0,Medium,Jul,318.0,17,8,24.5,14.5,14.0,16.7,41.7,206.4,318.0,280.5,201.7,124.4,52.3,20.1
East Godavari,Andhra Pradesh,2015,1055.7,1200,-12.0,921.4,72.2,56.4,12.6,87.3,Normal,0,0,Low,Jul,256.8,14,0,10.5,2.1,21.7,8.7,41.8,164.1,256.8,236.0,168.2,96.3,44.2,12.2
East Godavari,Andhra Pradesh,2016,1202.9,1200,0.2,1041.1,117.6,53.8,25.2,86.5,Normal,0,0,Medium,Jul,303.8,12,5,6.4,18.8,20.9,34.0,62.7,189.2,303.8,259.8,181.8,106.5,43.4,10.4
East Godavari,Andhra Pradesh,2017,1508.9,1200,25.7,1314.0,95.9,51.3,36.2,87.1,Excess,1,0,High,Jul,378.6,22,3,13.6,22.6,10.8,34.2,50.9,233.8,378.6,323.1,220.1,158.4,44.7,6.6
East Godavari,Andhra Pradesh,2018,1561.1,1200,30.1,1335.2,121.3,33.7,42.7,85.5,Excess,1,0,High,Jul,382.8,11,22,29.3,13.4,14.9,43.2,63.2,240.4,382.8,341.8,222.9,147.3,31.9,1.8
East Godavari,Andhra Pradesh,2019,965.4,1200,-19.6,874.4,65.6,38.3,34.4,90.6,Normal,0,0,Low,Jul,248.3,8,3,14.6,19.8,11.2,8.9,45.5,147.8,248.3,220.5,159.1,98.7,24.2,14.1
East Godavari,Andhra Pradesh,2020,810.4,1200,-32.5,717.9,55.6,34.7,20.5,88.6,Deficient,0,1,Low,Jul,197.8,5,9,2.9,17.6,11.0,13.0,31.6,132.2,197.8,189.4,109.2,89.3,34.7,0.0
East Godavari,Andhra Pradesh,2021,1592.2,1200,32.7,1429.0,94.7,50.9,29.1,89.8,Excess,1,0,High,Jul,408.2,12,11,24.6,4.5,5.1,25.4,64.2,246.3,408.2,356.4,251.7,166.4,42.0,8.9
East Godavari,Andhra Pradesh,2022,903.0,1200,-24.8,777.6,69.7,54.4,10.0,86.1,Deficient,0,0,Low,Jul,225.2,20,4,0.0,10.0,18.7,6.1,44.9,144.8,225.2,185.4,125.7,96.5,33.4,21.0
East Godavari,Andhra Pradesh,2023,816.4,1200,-32.0,668.1,43.5,48.9,14.8,81.8,Deficient,0,1,Low,Jul,196.6,18,7,0.0,14.8,0.0,11.2,32.3,108.2,196.6,176.8,115.8,70.7,31.3,17.6
East Godavari,Andhra Pradesh,2024,1635.8,1200,36.3,1401.4,141.8,82.3,29.5,85.7,Excess,1,0,High,Jul,396.0,14,21,12.9,16.6,27.0,40.2,74.6,234.5,396.0,371.7,242.0,157.2,55.8,26.5
West Godavari,Andhra Pradesh,2015,948.3,1050,-9.7,822.8,74.8,35.4,22.1,86.8,Normal,0,0,Low,Jul,251.2,22,9,22.1,0.0,11.1,26.2,37.5,129.8,251.2,209.2,145.7,86.9,28.0,7.4
West Godavari,Andhra Pradesh,2016,792.4,1050,-24.5,647.1,38.5,40.1,24.1,81.7,Deficient,0,0,Low,Jul,184.7,20,0,8.1,16.0,0.0,18.2,20.3,105.0,184.7,184.4,107.4,65.6,21.9,18.2
West Godavari,Andhra Pradesh,2017,1011.1,1050,-3.7,898.6,66.2,53.4,34.5,88.9,Normal,0,0,Low,Jul,264.3,3,7,13.6,20.9,5.5,24.8,35.9,155.2,264.3,214.4,148.8,115.9,41.4,12.0
West Godavari,Andhra Pradesh,2018,1147.7,1050,9.3,952.7,58.1,37.3,38.9,83.0,Normal,0,0,Medium,Jul,274.8,24,2,21.9,17.0,5.2,14.0,38.9,162.3,274.8,250.1,160.6,104.9,35.9,1.4
West Godavari,Andhra Pradesh,2019,956.0,1050,-9.0,837.9,40.8,53.5,31.4,87.6,Normal,0,0,Low,Jul,235.3,18,6,20.1,11.3,10.0,7.1,23.7,157.3,235.3,213.4,130.8,101.1,41.7,11.8
West Godavari,Andhra Pradesh,2020,1218.8,1050,16.1,1050.6,113.1,61.9,29.6,86.2,Normal,0,0,Medium,Jul,293.7,17,3,20.2,9.4,23.6,28.8,60.7,186.5,293.7,262.4,173.9,134.1,44.4,17.5
West Godavari,Andhra Pradesh,2021,1411.5,1050,34.4,1211.3,83.2,55.7,19.2,85.8,Excess,1,0,High,Jul,342.3,6,7,13.3,5.9,17.6,14.4,51.2,210.8,342.3,325.1,203.0,130.1,33.5,22.2
West Godavari,Andhra Pradesh,2022,1200.9,1050,14.4,1052.5,103.5,50.1,0.0,87.6,Normal,0,0,Medium,Jul,301.4,15,6,0.0,0.0,10.4,33.5,59.6,167.7,301.4,276.6,176.8,130.0,25.0,25.1
West Godavari,Andhra Pradesh,2023,1615.3,1050,53.8,1432.3,114.5,58.7,33.6,88.7,Excess,1,0,High,Jul,411.8,21,21,21.5,12.1,29.3,25.6,59.6,248.3,411.8,368.3,233.4,170.5,55.6,3.1
West Godavari,Andhra Pradesh,2024,889.2,1050,-15.3,778.6,87.4,40.6,26.4,87.6,Normal,0,0,Low,Jul,231.4,4,8,3.0,23.4,13.2,24.3,49.9,129.7,231.4,193.7,144.5,79.3,40.1,0.5
Krishna,Andhra Pradesh,2015,1114.1,950,17.3,944.4,76.7,69.1,10.9,84.8,Normal,0,0,Medium,Jul,272.2,16,9,10.8,0.1,3.4,16.0,57.3,159.0,272.2,241.2,172.0,100.0,47.0,22.1
Krishna,Andhra Pradesh,2016,1194.9,950,25.8,1045.7,73.3,55.6,7.1,87.5,Excess,1,0,High,Jul,291.4,18,18,0.0,7.1,20.8,11.2,41.3,181.8,291.4,275.9,168.2,128.4,36.1,19.5
Krishna,Andhra Pradesh,2017,1035.7,950,9.0,913.4,75.8,58.0,30.5,88.2,Normal,0,0,Medium,Jul,272.1,20,6,21.1,9.4,6.1,21.8,47.9,153.7,272.1,221.7,154.6,111.3,36.7,21.3
Krishna,Andhra Pradesh,2018,948.3,950,-0.2,802.7,76.1,48.2,0.0,84.6,Normal,0,0,Low,Jul,223.9,21,1,0.0,0.0,16.3,30.2,29.6,132.0,223.9,218.3,136.6,91.9,28.5,19.7
Krishna,Andhra Pradesh,2019,697.7,950,-26.6,584.1,39.4,15.8,20.8,83.7,Deficient,0,1,Low,Jul,170.7,12,9,7.4,13.4,21.2,5.0,13.2,91.9,170.7,163.1,89.9,68.5,15.8,0.0
Krishna,Andhra Pradesh,2020,1230.4,950,29.5,1030.1,74.1,51.4,26.8,83.7,Excess,1,0,High,Jul,293.8,8,10,26.8,0.0,0.2,31.2,42.7,175.1,293.8,256.3,192.8,112.1,35.9,15.5
Krishna,Andhra Pradesh,2021,549.5,950,-42.2,498.7,56.2,20.5,14.0,90.8,Deficient,0,1,Low,Jul,136.7,18,7,14.0,0.0,13.4,22.8,20.0,83.5,136.7,117.6,94.1,66.8,11.6,8.9
Krishna,Andhra Pradesh,2022,1451.2,950,52.8,1289.4,105.3,64.5,16.9,88.9,Excess,1,0,High,Jul,376.4,10,2,1.0,15.9,26.2,21.9,57.2,212.4,376.4,329.0,223.9,147.7,53.2,11.3
Krishna,Andhra Pradesh,2023,1250.7,950,31.7,1078.7,74.6,62.6,8.2,86.2,Excess,1,0,High,Jul,319.1,21,18,8.2,0.0,0.0,13.5,61.1,186.8,319.1,271.9,180.4,120.5,46.3,16.3
Krishna,Andhra Pradesh,2024,1200.5,950,26.4,1061.1,91.7,53.8,29.4,88.4,Excess,1,0,High,Jul,305.8,9,3,14.1,15.3,25.3,32.7,33.7,181.1,305.8,271.6,171.5,131.1,49.7,4.1
Guntur,Andhra Pradesh,2015,586.6,900,-34.8,478.2,32.3,23.0,0.0,81.5,Deficient,0,1,Low,Jul,134.8,13,2,0.0,0.0,0.0,22.1,10.2,81.1,134.8,122.9,75.7,63.7,6.6,16.4
Guntur,Andhra Pradesh,2016,507.9,900,-43.6,443.2,15.4,22.8,17.0,87.3,Deficient,0,1,Low,Jul,135.9,9,5,17.0,0.0,0.0,0.0,15.4,76.6,135.9,106.9,82.4,41.4,22.8,0.0
Guntur,Andhra Pradesh,2017,916.0,900,1.8,801.0,66.3,32.2,34.5,87.4,Normal,0,0,Medium,Jul,231.5,11,7,23.2,11.3,20.1,7.5,38.7,148.4,231.5,208.1,133.6,79.4,26.2,6.0
Guntur,Andhra Pradesh,2018,1408.6,900,56.5,1218.1,119.8,50.0,34.3,86.5,Excess,1,0,High,Jul,346.8,6,14,27.8,6.5,9.5,40.0,70.3,209.6,346.8,310.7,216.9,134.1,49.4,0.6
Guntur,Andhra Pradesh,2019,860.0,900,-4.4,754.7,45.3,41.1,7.3,87.8,Normal,0,0,Low,Jul,229.3,11,2,4.2,3.1,8.3,11.8,25.2,123.3,229.3,186.5,127.3,88.3,40.3,0.8
Guntur,Andhra Pradesh,2020,1068.9,900,18.8,926.7,74.2,23.6,16.0,86.7,Normal,0,0,Medium,Jul,277.5,12,2,0.0,16.0,0.0,24.3,49.9,151.7,277.5,221.1,170.7,105.7,23.6,0.0
Guntur,Andhra Pradesh,2021,563.7,900,-37.4,471.1,33.1,10.0,1.1,83.6,Deficient,0,1,Low,Jul,133.1,8,3,0.0,1.1,9.2,12.6,11.3,78.2,133.1,115.4,81.9,62.5,8.4,1.6
Guntur,Andhra Pradesh,2022,1318.6,900,46.5,1118.6,88.7,47.6,22.2,84.8,Excess,1,0,High,Jul,327.6,19,2,10.7,11.5,7.3,32.9,48.5,190.8,327.6,277.8,205.2,117.2,43.9,3.7
Guntur,Andhra Pradesh,2023,1095.7,900,21.7,975.5,69.7,66.7,45.0,89.0,Excess,0,0,High,Jul,263.0,15,8,25.7,19.3,2.7,12.2,54.8,162.7,263.0,251.9,173.8,124.1,45.2,21.5
Guntur,Andhra Pradesh,2024,593.7,900,-34.0,503.6,35.2,15.3,14.9,84.8,Deficient,0,1,Low,Jul,133.5,22,1,8.0,6.9,4.7,8.8,21.7,91.1,133.5,123.4,89.6,66.0,8.0,7.3
Bapatla,Andhra Pradesh,2015,935.5,920,1.7,799.0,61.0,26.7,7.8,85.4,Normal,0,0,Medium,Jul,220.5,16,5,0.0,7.8,3.2,31.6,26.2,144.9,220.5,204.2,141.9,87.5,26.7,0.0
Bapatla,Andhra Pradesh,2016,797.5,920,-13.3,706.4,40.1,30.5,31.8,88.6,Normal,0,0,Low,Jul,192.4,21,9,20.0,11.8,6.1,2.1,31.9,127.6,192.4,184.7,112.2,89.5,11.5,19.0
Bapatla,Andhra Pradesh,2017,762.1,920,-17.2,673.8,36.3,20.9,28.2,88.4,Normal,0,0,Low,Jul,191.3,22,7,5.6,22.6,0.0,3.3,33.0,114.0,191.3,172.7,107.3,88.5,20.9,0.0
Bapatla,Andhra Pradesh,2018,1127.2,920,22.5,988.6,80.9,47.4,20.6,87.7,Excess,0,0,High,Jul,278.4,24,9,5.7,14.9,2.9,20.9,57.1,158.1,278.4,257.6,183.2,111.3,34.0,13.4
Bapatla,Andhra Pradesh,2019,835.4,920,-9.2,778.0,50.5,30.0,24.6,93.1,Normal,0,0,Low,Jul,215.6,20,0,23.3,1.3,1.7,29.6,19.2,131.2,215.6,193.9,139.5,97.8,12.0,18.0
Bapatla,Andhra Pradesh,2020,1002.7,920,9.0,851.1,88.5,49.7,13.9,84.9,Normal,0,0,Medium,Jul,238.6,8,9,11.2,2.7,18.1,27.6,42.8,141.8,238.6,207.5,153.2,110.0,40.8,8.9
Bapatla,Andhra Pradesh,2021,771.8,920,-16.1,693.6,76.1,12.9,25.4,89.9,Normal,0,0,Low,Jul,202.5,17,0,4.7,20.7,2.9,27.9,45.3,120.6,202.5,177.3,121.8,71.4,9.9,3.0
Bapatla,Andhra Pradesh,2022,517.5,920,-43.8,459.8,64.7,29.4,11.6,88.9,Deficient,0,1,Low,Jul,136.5,3,4,0.0,11.6,19.4,24.8,20.5,88.7,136.5,113.9,79.8,40.9,28.7,0.7
Bapatla,Andhra Pradesh,2023,1154.8,920,25.5,1015.5,77.1,59.3,10.8,87.9,Excess,1,0,High,Jul,291.9,24,15,6.6,4.2,15.5,8.8,52.8,173.6,291.9,258.0,174.0,118.0,40.2,19.1
Bapatla,Andhra Pradesh,2024,1346.0,920,46.3,1167.4,93.3,62.2,14.6,86.7,Excess,1,0,High,Jul,324.8,15,25,4.1,10.5,26.9,23.8,42.6,202.7,324.8,287.2,216.9,135.8,33.9,28.3
Eluru,Andhra Pradesh,2015,1012.8,1000,1.3,888.1,94.8,34.0,23.2,87.7,Normal,0,0,Medium,Jul,246.7,12,3,2.9,20.3,16.6,25.9,52.3,157.6,246.7,228.6,146.1,109.1,34.0,0.0
Eluru,Andhra Pradesh,2016,910.5,1000,-8.9,824.9,53.8,21.3,16.2,90.6,Normal,0,0,Low,Jul,236.9,3,4,4.0,12.2,3.8,26.5,23.5,141.4,236.9,205.5,136.5,104.6,21.3,0.0
Eluru,Andhra Pradesh,2017,585.1,1000,-41.5,509.8,29.7,35.8,8.2,87.1,Deficient,0,1,Low,Jul,158.7,18,0,8.2,0.0,12.2,2.0,15.5,87.6,158.7,120.1,77.1,66.3,17.6,18.2
Eluru,Andhra Pradesh,2018,816.0,1000,-18.4,724.8,62.4,36.7,30.4,88.8,Normal,0,0,Low,Jul,216.9,9,6,20.0,10.4,3.7,26.3,32.4,134.8,216.9,169.5,107.5,96.1,36.7,0.0
Eluru,Andhra Pradesh,2019,1511.1,1000,51.1,1335.9,110.8,45.2,35.1,88.4,Excess,1,0,High,Jul,391.8,18,29,8.1,27.0,3.2,34.9,72.7,216.7,391.8,331.0,240.0,156.4,39.4,5.8
Eluru,Andhra Pradesh,2020,647.7,1000,-35.2,525.6,41.1,48.2,0.0,81.1,Deficient,0,1,Low,Jul,166.2,20,8,0.0,0.0,4.2,21.8,15.1,86.1,166.2,133.4,85.1,54.8,32.1,16.1
Eluru,Andhra Pradesh,2021,934.2,1000,-6.6,788.1,29.7,23.3,2.1,84.4,Normal,0,0,Low,Jul,231.5,18,0,1.2,0.9,0.0,4.2,25.5,130.3,231.5,205.8,129.3,91.2,23.3,0.0
Eluru,Andhra Pradesh,2022,1584.9,1000,58.5,1387.5,116.5,65.6,29.6,87.5,Excess,1,0,High,Jul,392.7,12,9,21.4,8.2,24.8,19.9,71.8,250.0,392.7,352.6,235.6,156.6,41.9,23.7
Eluru,Andhra Pradesh,2023,1537.5,1000,53.8,1295.7,121.9,75.7,36.6,84.3,Excess,1,0,High,Jul,369.5,6,17,29.0,7.6,19.1,30.0,72.8,223.8,369.5,328.1,226.1,148.2,54.9,20.8
Eluru,Andhra Pradesh,2024,1030.6,1000,3.1,878.3,110.7,35.6,22.3,85.2,Normal,0,0,Medium,Jul,244.0,15,3,0.0,22.3,23.4,35.0,52.3,144.8,244.0,229.1,167.0,93.4,16.1,19.5
Konaseema,Andhra Pradesh,2015,1230.5,1250,-1.6,1075.1,85.8,49.1,22.1,87.4,Normal,0,0,Low,Jul,303.0,11,9,17.7,4.4,0.0,32.7,53.1,199.2,303.0,257.6,191.6,123.7,28.3,20.8
Konaseema,Andhra Pradesh,2016,1211.8,1250,-3.1,1027.3,92.4,49.3,22.3,84.8,Normal,0,0,Low,Jul,288.5,15,4,9.7,12.6,18.4,36.4,37.6,168.4,288.5,255.9,186.5,128.0,44.9,4.4
Konaseema,Andhra Pradesh,2017,1272.7,1250,1.8,1105.3,79.2,58.4,38.7,86.8,Normal,0,0,Medium,Jul,314.0,13,9,19.0,19.7,2.9,21.3,55.0,178.0,314.0,281.0,205.8,126.5,47.7,10.7
Konaseema,Andhra Pradesh,2018,1857.0,1250,48.6,1601.3,124.3,59.9,53.0,86.2,Excess,1,0,High,Jul,450.1,10,1,28.0,25.0,11.0,49.4,63.9,282.3,450.1,412.8,271.9,184.2,51.1,8.8
Konaseema,Andhra Pradesh,2019,900.8,1250,-27.9,745.1,79.0,27.6,42.4,82.7,Deficient,0,1,Low,Jul,210.5,9,8,22.8,19.6,19.9,15.2,43.9,124.4,210.5,183.8,137.7,88.7,27.6,0.0
Konaseema,Andhra Pradesh,2020,878.5,1250,-29.7,750.3,62.9,33.5,22.0,85.4,Deficient,0,1,Low,Jul,217.8,13,6,20.1,1.9,23.3,14.1,25.5,127.3,217.8,180.3,134.1,90.8,33.5,0.0
Konaseema,Andhra Pradesh,2021,756.9,1250,-39.4,662.7,71.6,18.1,13.6,87.6,Deficient,0,1,Low,Jul,178.2,11,7,13.6,0.0,19.9,21.2,30.5,111.8,178.2,160.3,124.6,87.8,7.7,10.4
Konaseema,Andhra Pradesh,2022,1499.6,1250,20.0,1332.0,106.3,62.4,8.9,88.8,Normal,0,0,Medium,Jul,387.9,23,8,2.4,6.5,7.5,39.9,58.9,224.5,387.9,334.0,236.9,148.7,34.5,27.9
Konaseema,Andhra Pradesh,2023,925.9,1250,-25.9,800.2,87.4,36.7,3.3,86.4,Deficient,0,1,Low,Jul,220.2,21,2,3.3,0.0,8.3,29.1,50.0,151.9,220.2,200.2,124.7,103.2,23.5,13.2
Konaseema,Andhra Pradesh,2024,1251.7,1250,0.1,1073.9,94.7,33.0,33.1,85.8,Normal,0,0,Medium,Jul,298.1,5,5,6.7,26.4,26.5,18.7,49.5,201.9,298.1,272.7,175.8,125.4,23.3,9.7
Prakasam,Andhra Pradesh,2015,1121.4,850,31.9,973.8,61.5,28.8,19.4,86.8,Excess,1,0,High,Jul,265.9,8,18,16.8,2.6,3.4,15.9,42.2,160.2,265.9,258.1,182.2,107.4,28.8,0.0
Prakasam,Andhra Pradesh,2016,831.6,850,-2.2,720.7,40.1,35.3,35.5,86.7,Normal,0,0,Low,Jul,219.9,14,3,22.7,12.8,15.6,2.6,21.9,128.7,219.9,186.7,113.8,71.6,35.3,0.0
Prakasam,Andhra Pradesh,2017,539.5,850,-36.5,478.8,33.9,14.1,21.7,88.7,Deficient,0,1,Low,Jul,136.1,4,7,10.6,11.1,0.6,2.3,31.0,72.4,136.1,132.7,70.4,67.2,6.7,7.4
Prakasam,Andhra Pradesh,2018,1328.7,850,56.3,1129.6,108.7,62.0,16.8,85.0,Excess,1,0,High,Jul,338.2,23,28,6.5,10.3,27.8,27.7,53.2,192.0,338.2,277.7,185.8,135.9,35.1,26.9
Prakasam,Andhra Pradesh,2019,1104.5,850,29.9,968.5,65.6,36.4,36.7,87.7,Excess,1,0,High,Jul,285.7,5,11,20.6,16.1,0.0,30.1,35.5,160.4,285.7,244.1,176.5,101.8,36.4,0.0
Prakasam,Andhra Pradesh,2020,1148.1,850,35.1,1021.6,61.1,60.4,18.5,89.0,Excess,1,0,High,Jul,278.2,22,11,14.0,4.5,0.0,11.5,49.6,185.2,278.2,259.6,183.2,115.4,39.5,20.9
Prakasam,Andhra Pradesh,2021,732.5,850,-13.8,626.6,59.2,47.3,21.2,85.5,Normal,0,0,Low,Jul,171.2,19,4,0.0,21.2,19.9,22.6,16.7,108.3,171.2,146.6,113.4,87.1,34.1,13.2
Prakasam,Andhra Pradesh,2022,677.8,850,-20.3,580.1,54.5,15.5,31.2,85.6,Deficient,0,0,Low,Jul,167.3,23,0,13.2,18.0,0.0,24.6,29.9,90.5,167.3,139.0,107.7,75.6,8.5,7.0
Prakasam,Andhra Pradesh,2023,891.0,850,4.8,763.0,74.7,51.3,9.5,85.6,Normal,0,0,Medium,Jul,231.9,24,0,4.8,4.7,9.8,20.4,44.5,128.9,231.9,191.2,120.3,90.7,29.4,21.9
