Date,District,State,Year_Type,Daily_Rainfall_mm,Cumulative_Monthly_mm,Rainfall_Category,Flood_Alert,Waterlogging_Risk
2020-01-24,Visakhapatnam,Andhra Pradesh,normal,0.0,9.4,No Rain,0,Low
2020-01-25,Visakhapatnam,Andhra Pradesh,normal,0.0,9.4,No Rain,0,Low
2020-01-26,Visakhapatnam,Andhra Pradesh,normal,15.3,24.7,Moderate,0,Medium
2020-01-27,Visakhapatnam,Andhra Pradesh,normal,0.0,24.7,No Rain,0,Low
2020-01-28,Visakhapatnam,Andhra Pradesh,normal,0.0,24.7,No Rain,0,Low
2020-01-29,Visakhapatnam,Andhra Pradesh,normal,0.0,24.7,No Rain,0,Low
2020-01-30,Visakhapatnam,Andhra Pradesh,normal,0.0,24.7,No Rain,0,Low
2020-01-31,Visakhapatnam,Andhra Pradesh,normal,0.0,24.7,No Rain,0,Low
2020-02-01,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-02-02,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-02-03,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-02-04,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-02-05,Visakhapatnam,Andhra Pradesh,normal,5.7,5.7,Light,0,Low
2020-02-06,Visakhapatnam,Andhra Pradesh,normal,3.8,9.5,Light,0,Low
2020-02-07,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-08,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-09,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-10,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-11,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-12,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-13,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-14,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-02-15,Visakhapatnam,Andhra Pradesh,normal,21.0,30.5,Moderate,0,Medium
2020-02-16,Visakhapatnam,Andhra Pradesh,normal,0.0,30.5,No Rain,0,Low
2020-02-17,Visakhapatnam,Andhra Pradesh,normal,9.7,40.2,Moderate,0,Low
2020-02-18,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-19,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-20,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-21,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-22,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-23,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-24,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-25,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-26,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-27,Visakhapatnam,Andhra Pradesh,normal,0.0,40.2,No Rain,0,Low
2020-02-28,Visakhapatnam,Andhra Pradesh,normal,5.2,45.4,Light,0,Low
2020-02-29,Visakhapatnam,Andhra Pradesh,normal,0.0,45.4,No Rain,0,Low
2020-03-01,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-02,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-03,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-04,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-05,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-06,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-03-07,Visakhapatnam,Andhra Pradesh,normal,13.1,13.1,Moderate,0,Low
2020-03-08,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-09,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-10,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-11,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-12,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-13,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-14,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-15,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-16,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-17,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-18,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-19,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-20,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-21,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-22,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-23,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-24,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-25,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-26,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-27,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-28,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-29,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-30,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-03-31,Visakhapatnam,Andhra Pradesh,normal,0.0,13.1,No Rain,0,Low
2020-04-01,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-04-02,Visakhapatnam,Andhra Pradesh,normal,2.3,2.3,Light,0,Low
2020-04-03,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-04,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-05,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-06,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-07,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-08,Visakhapatnam,Andhra Pradesh,normal,0.0,2.3,No Rain,0,Low
2020-04-09,Visakhapatnam,Andhra Pradesh,normal,7.2,9.5,Light,0,Low
2020-04-10,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-04-11,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-04-12,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-04-13,Visakhapatnam,Andhra Pradesh,normal,0.0,9.5,No Rain,0,Low
2020-04-14,Visakhapatnam,Andhra Pradesh,normal,1.4,10.9,Light,0,Low
2020-04-15,Visakhapatnam,Andhra Pradesh,normal,0.0,10.9,No Rain,0,Low
2020-04-16,Visakhapatnam,Andhra Pradesh,normal,16.4,27.3,Moderate,0,Medium
2020-04-17,Visakhapatnam,Andhra Pradesh,normal,0.0,27.3,No Rain,0,Low
2020-04-18,Visakhapatnam,Andhra Pradesh,normal,0.0,27.3,No Rain,0,Low
2020-04-19,Visakhapatnam,Andhra Pradesh,normal,0.0,27.3,No Rain,0,Low
2020-04-20,Visakhapatnam,Andhra Pradesh,normal,11.0,38.3,Moderate,0,Low
2020-04-21,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-22,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-23,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-24,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-25,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-26,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-27,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-28,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-29,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-04-30,Visakhapatnam,Andhra Pradesh,normal,0.0,38.3,No Rain,0,Low
2020-05-01,Visakhapatnam,Andhra Pradesh,normal,16.8,16.8,Moderate,0,Medium
2020-05-02,Visakhapatnam,Andhra Pradesh,normal,0.2,17.0,Light,0,Low
2020-05-03,Visakhapatnam,Andhra Pradesh,normal,1.1,18.1,Light,0,Low
2020-05-04,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-05,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-06,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-07,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-08,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-09,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-10,Visakhapatnam,Andhra Pradesh,normal,0.0,18.1,No Rain,0,Low
2020-05-11,Visakhapatnam,Andhra Pradesh,normal,3.7,21.8,Light,0,Low
2020-05-12,Visakhapatnam,Andhra Pradesh,normal,0.0,21.8,No Rain,0,Low
2020-05-13,Visakhapatnam,Andhra Pradesh,normal,15.7,37.5,Moderate,0,Medium
2020-05-14,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-15,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-16,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-17,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-18,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-19,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-20,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-21,Visakhapatnam,Andhra Pradesh,normal,0.0,37.5,No Rain,0,Low
2020-05-22,Visakhapatnam,Andhra Pradesh,normal,12.0,49.5,Moderate,0,Low
2020-05-23,Visakhapatnam,Andhra Pradesh,normal,0.0,49.5,No Rain,0,Low
2020-05-24,Visakhapatnam,Andhra Pradesh,normal,0.0,49.5,No Rain,0,Low
2020-05-25,Visakhapatnam,Andhra Pradesh,normal,0.0,49.5,No Rain,0,Low
2020-05-26,Visakhapatnam,Andhra Pradesh,normal,5.7,55.2,Light,0,Low
2020-05-27,Visakhapatnam,Andhra Pradesh,normal,0.0,55.2,No Rain,0,Low
2020-05-28,Visakhapatnam,Andhra Pradesh,normal,0.0,55.2,No Rain,0,Low
2020-05-29,Visakhapatnam,Andhra Pradesh,normal,0.0,55.2,No Rain,0,Low
2020-05-30,Visakhapatnam,Andhra Pradesh,normal,4.0,59.2,Light,0,Low
2020-05-31,Visakhapatnam,Andhra Pradesh,normal,0.0,59.2,No Rain,0,Low
2020-06-01,Visakhapatnam,Andhra Pradesh,normal,39.6,39.6,Heavy,0,High
2020-06-02,Visakhapatnam,Andhra Pradesh,normal,31.4,71.0,Moderate,0,Medium
2020-06-03,Visakhapatnam,Andhra Pradesh,normal,7.6,78.6,Moderate,0,Low
2020-06-04,Visakhapatnam,Andhra Pradesh,normal,7.8,86.4,Moderate,0,Low
2020-06-05,Visakhapatnam,Andhra Pradesh,normal,31.6,118.0,Moderate,0,Medium
2020-06-06,Visakhapatnam,Andhra Pradesh,normal,31.6,149.6,Moderate,0,Medium
2020-06-07,Visakhapatnam,Andhra Pradesh,normal,0.0,149.6,No Rain,0,Low
2020-06-08,Visakhapatnam,Andhra Pradesh,normal,59.0,208.6,Heavy,0,High
2020-06-09,Visakhapatnam,Andhra Pradesh,normal,0.0,208.6,No Rain,0,Low
2020-06-10,Visakhapatnam,Andhra Pradesh,normal,9.0,217.6,Moderate,0,Low
2020-06-11,Visakhapatnam,Andhra Pradesh,normal,21.1,238.7,Moderate,0,Medium
2020-06-12,Visakhapatnam,Andhra Pradesh,normal,27.9,266.6,Moderate,0,Medium
2020-06-13,Visakhapatnam,Andhra Pradesh,normal,16.3,282.9,Moderate,0,Medium
2020-06-14,Visakhapatnam,Andhra Pradesh,normal,3.4,286.3,Light,0,Low
2020-06-15,Visakhapatnam,Andhra Pradesh,normal,59.1,345.4,Heavy,0,High
2020-06-16,Visakhapatnam,Andhra Pradesh,normal,58.1,403.5,Heavy,0,High
2020-06-17,Visakhapatnam,Andhra Pradesh,normal,10.3,413.8,Moderate,0,Low
2020-06-18,Visakhapatnam,Andhra Pradesh,normal,32.1,445.9,Moderate,0,Medium
2020-06-19,Visakhapatnam,Andhra Pradesh,normal,30.1,476.0,Moderate,0,Medium
2020-06-20,Visakhapatnam,Andhra Pradesh,normal,7.0,483.0,Light,0,Low
2020-06-21,Visakhapatnam,Andhra Pradesh,normal,16.1,499.1,Moderate,0,Medium
2020-06-22,Visakhapatnam,Andhra Pradesh,normal,39.0,538.1,Heavy,0,High
2020-06-23,Visakhapatnam,Andhra Pradesh,normal,0.0,538.1,No Rain,0,Low
2020-06-24,Visakhapatnam,Andhra Pradesh,normal,9.1,547.2,Moderate,0,Low
2020-06-25,Visakhapatnam,Andhra Pradesh,normal,18.2,565.4,Moderate,0,Medium
2020-06-26,Visakhapatnam,Andhra Pradesh,normal,0.0,565.4,No Rain,0,Low
2020-06-27,Visakhapatnam,Andhra Pradesh,normal,8.9,574.3,Moderate,0,Low
2020-06-28,Visakhapatnam,Andhra Pradesh,normal,102.4,676.7,Very Heavy,1,High
2020-06-29,Visakhapatnam,Andhra Pradesh,normal,31.7,708.4,Moderate,0,Medium
2020-06-30,Visakhapatnam,Andhra Pradesh,normal,24.7,733.1,Moderate,0,Medium
2020-07-01,Visakhapatnam,Andhra Pradesh,normal,4.1,4.1,Light,0,Low
2020-07-02,Visakhapatnam,Andhra Pradesh,normal,30.0,34.1,Moderate,0,Medium
2020-07-03,Visakhapatnam,Andhra Pradesh,normal,38.6,72.7,Heavy,0,High
2020-07-04,Visakhapatnam,Andhra Pradesh,normal,15.1,87.8,Moderate,0,Medium
2020-07-05,Visakhapatnam,Andhra Pradesh,normal,21.4,109.2,Moderate,0,Medium
2020-07-06,Visakhapatnam,Andhra Pradesh,normal,0.0,109.2,No Rain,0,Low
2020-07-07,Visakhapatnam,Andhra Pradesh,normal,25.9,135.1,Moderate,0,Medium
2020-07-08,Visakhapatnam,Andhra Pradesh,normal,7.4,142.5,Light,0,Low
2020-07-09,Visakhapatnam,Andhra Pradesh,normal,1.1,143.6,Light,0,Low
2020-07-10,Visakhapatnam,Andhra Pradesh,normal,35.0,178.6,Moderate,0,Medium
2020-07-11,Visakhapatnam,Andhra Pradesh,normal,24.0,202.6,Moderate,0,Medium
2020-07-12,Visakhapatnam,Andhra Pradesh,normal,42.4,245.0,Heavy,0,High
2020-07-13,Visakhapatnam,Andhra Pradesh,normal,9.8,254.8,Moderate,0,Low
2020-07-14,Visakhapatnam,Andhra Pradesh,normal,29.5,284.3,Moderate,0,Medium
2020-07-15,Visakhapatnam,Andhra Pradesh,normal,11.7,296.0,Moderate,0,Low
2020-07-16,Visakhapatnam,Andhra Pradesh,normal,15.6,311.6,Moderate,0,Medium
2020-07-17,Visakhapatnam,Andhra Pradesh,normal,79.4,391.0,Very Heavy,1,High
2020-07-18,Visakhapatnam,Andhra Pradesh,normal,9.2,400.2,Moderate,0,Low
2020-07-19,Visakhapatnam,Andhra Pradesh,normal,7.5,407.7,Moderate,0,Low
2020-07-20,Visakhapatnam,Andhra Pradesh,normal,53.2,460.9,Heavy,0,High
2020-07-21,Visakhapatnam,Andhra Pradesh,normal,14.6,475.5,Moderate,0,Low
2020-07-22,Visakhapatnam,Andhra Pradesh,normal,23.2,498.7,Moderate,0,Medium
2020-07-23,Visakhapatnam,Andhra Pradesh,normal,0.0,498.7,No Rain,0,Low
2020-07-24,Visakhapatnam,Andhra Pradesh,normal,17.1,515.8,Moderate,0,Medium
2020-07-25,Visakhapatnam,Andhra Pradesh,normal,0.1,515.9,Light,0,Low
2020-07-26,Visakhapatnam,Andhra Pradesh,normal,69.8,585.7,Very Heavy,1,High
2020-07-27,Visakhapatnam,Andhra Pradesh,normal,2.1,587.8,Light,0,Low
2020-07-28,Visakhapatnam,Andhra Pradesh,normal,64.9,652.7,Very Heavy,1,High
2020-07-29,Visakhapatnam,Andhra Pradesh,normal,5.8,658.5,Light,0,Low
2020-07-30,Visakhapatnam,Andhra Pradesh,normal,40.5,699.0,Heavy,0,High
2020-07-31,Visakhapatnam,Andhra Pradesh,normal,25.7,724.7,Moderate,0,Medium
2020-08-01,Visakhapatnam,Andhra Pradesh,normal,23.1,23.1,Moderate,0,Medium
2020-08-02,Visakhapatnam,Andhra Pradesh,normal,12.8,35.9,Moderate,0,Low
2020-08-03,Visakhapatnam,Andhra Pradesh,normal,50.8,86.7,Heavy,0,High
2020-08-04,Visakhapatnam,Andhra Pradesh,normal,29.6,116.3,Moderate,0,Medium
2020-08-05,Visakhapatnam,Andhra Pradesh,normal,3.8,120.1,Light,0,Low
2020-08-06,Visakhapatnam,Andhra Pradesh,normal,9.1,129.2,Moderate,0,Low
2020-08-07,Visakhapatnam,Andhra Pradesh,normal,3.3,132.5,Light,0,Low
2020-08-08,Visakhapatnam,Andhra Pradesh,normal,21.8,154.3,Moderate,0,Medium
2020-08-09,Visakhapatnam,Andhra Pradesh,normal,14.1,168.4,Moderate,0,Low
2020-08-10,Visakhapatnam,Andhra Pradesh,normal,47.4,215.8,Heavy,0,High
2020-08-11,Visakhapatnam,Andhra Pradesh,normal,2.9,218.7,Light,0,Low
2020-08-12,Visakhapatnam,Andhra Pradesh,normal,16.4,235.1,Moderate,0,Medium
2020-08-13,Visakhapatnam,Andhra Pradesh,normal,0.0,235.1,No Rain,0,Low
2020-08-14,Visakhapatnam,Andhra Pradesh,normal,0.0,235.1,No Rain,0,Low
2020-08-15,Visakhapatnam,Andhra Pradesh,normal,1.0,236.1,Light,0,Low
2020-08-16,Visakhapatnam,Andhra Pradesh,normal,1.1,237.2,Light,0,Low
2020-08-17,Visakhapatnam,Andhra Pradesh,normal,11.1,248.3,Moderate,0,Low
2020-08-18,Visakhapatnam,Andhra Pradesh,normal,3.6,251.9,Light,0,Low
2020-08-19,Visakhapatnam,Andhra Pradesh,normal,13.7,265.6,Moderate,0,Low
2020-08-20,Visakhapatnam,Andhra Pradesh,normal,55.0,320.6,Heavy,0,High
2020-08-21,Visakhapatnam,Andhra Pradesh,normal,13.0,333.6,Moderate,0,Low
2020-08-22,Visakhapatnam,Andhra Pradesh,normal,17.2,350.8,Moderate,0,Medium
2020-08-23,Visakhapatnam,Andhra Pradesh,normal,0.0,350.8,No Rain,0,Low
2020-08-24,Visakhapatnam,Andhra Pradesh,normal,0.0,350.8,No Rain,0,Low
2020-08-25,Visakhapatnam,Andhra Pradesh,normal,6.3,357.1,Light,0,Low
2020-08-26,Visakhapatnam,Andhra Pradesh,normal,34.7,391.8,Moderate,0,Medium
2020-08-27,Visakhapatnam,Andhra Pradesh,normal,9.7,401.5,Moderate,0,Low
2020-08-28,Visakhapatnam,Andhra Pradesh,normal,27.6,429.1,Moderate,0,Medium
2020-08-29,Visakhapatnam,Andhra Pradesh,normal,10.6,439.7,Moderate,0,Low
2020-08-30,Visakhapatnam,Andhra Pradesh,normal,2.1,441.8,Light,0,Low
2020-08-31,Visakhapatnam,Andhra Pradesh,normal,69.0,510.8,Very Heavy,1,High
2020-09-01,Visakhapatnam,Andhra Pradesh,normal,5.1,5.1,Light,0,Low
2020-09-02,Visakhapatnam,Andhra Pradesh,normal,8.3,13.4,Moderate,0,Low
2020-09-03,Visakhapatnam,Andhra Pradesh,normal,1.2,14.6,Light,0,Low
2020-09-04,Visakhapatnam,Andhra Pradesh,normal,5.6,20.2,Light,0,Low
2020-09-05,Visakhapatnam,Andhra Pradesh,normal,66.2,86.4,Very Heavy,1,High
2020-09-06,Visakhapatnam,Andhra Pradesh,normal,4.0,90.4,Light,0,Low
2020-09-07,Visakhapatnam,Andhra Pradesh,normal,14.6,105.0,Moderate,0,Low
2020-09-08,Visakhapatnam,Andhra Pradesh,normal,43.0,148.0,Heavy,0,High
2020-09-09,Visakhapatnam,Andhra Pradesh,normal,2.7,150.7,Light,0,Low
2020-09-10,Visakhapatnam,Andhra Pradesh,normal,45.9,196.6,Heavy,0,High
2020-09-11,Visakhapatnam,Andhra Pradesh,normal,2.7,199.3,Light,0,Low
2020-09-12,Visakhapatnam,Andhra Pradesh,normal,4.6,203.9,Light,0,Low
2020-09-13,Visakhapatnam,Andhra Pradesh,normal,9.7,213.6,Moderate,0,Low
2020-09-14,Visakhapatnam,Andhra Pradesh,normal,2.5,216.1,Light,0,Low
2020-09-15,Visakhapatnam,Andhra Pradesh,normal,25.6,241.7,Moderate,0,Medium
2020-09-16,Visakhapatnam,Andhra Pradesh,normal,18.4,260.1,Moderate,0,Medium
2020-09-17,Visakhapatnam,Andhra Pradesh,normal,13.2,273.3,Moderate,0,Low
2020-09-18,Visakhapatnam,Andhra Pradesh,normal,25.4,298.7,Moderate,0,Medium
2020-09-19,Visakhapatnam,Andhra Pradesh,normal,3.0,301.7,Light,0,Low
2020-09-20,Visakhapatnam,Andhra Pradesh,normal,7.5,309.2,Moderate,0,Low
2020-09-21,Visakhapatnam,Andhra Pradesh,normal,4.5,313.7,Light,0,Low
2020-09-22,Visakhapatnam,Andhra Pradesh,normal,2.1,315.8,Light,0,Low
2020-09-23,Visakhapatnam,Andhra Pradesh,normal,13.8,329.6,Moderate,0,Low
2020-09-24,Visakhapatnam,Andhra Pradesh,normal,2.3,331.9,Light,0,Low
2020-09-25,Visakhapatnam,Andhra Pradesh,normal,13.7,345.6,Moderate,0,Low
2020-09-26,Visakhapatnam,Andhra Pradesh,normal,15.3,360.9,Moderate,0,Medium
2020-09-27,Visakhapatnam,Andhra Pradesh,normal,12.1,373.0,Moderate,0,Low
2020-09-28,Visakhapatnam,Andhra Pradesh,normal,3.1,376.1,Light,0,Low
2020-09-29,Visakhapatnam,Andhra Pradesh,normal,11.7,387.8,Moderate,0,Low
2020-09-30,Visakhapatnam,Andhra Pradesh,normal,20.3,408.1,Moderate,0,Medium
2020-10-01,Visakhapatnam,Andhra Pradesh,normal,0.0,0.0,No Rain,0,Low
2020-10-02,Visakhapatnam,Andhra Pradesh,normal,5.9,5.9,Light,0,Low
2020-10-03,Visakhapatnam,Andhra Pradesh,normal,16.5,22.4,Moderate,0,Medium
2020-10-04,Visakhapatnam,Andhra Pradesh,normal,0.0,22.4,No Rain,0,Low
2020-10-05,Visakhapatnam,Andhra Pradesh,normal,17.4,39.8,Moderate,0,Medium
2020-10-06,Visakhapatnam,Andhra Pradesh,normal,7.8,47.6,Moderate,0,Low
2020-10-07,Visakhapatnam,Andhra Pradesh,normal,0.0,47.6,No Rain,0,Low
2020-10-08,Visakhapatnam,Andhra Pradesh,normal,15.2,62.8,Moderate,0,Medium
2020-10-09,Visakhapatnam,Andhra Pradesh,normal,0.0,62.8,No Rain,0,Low
2020-10-10,Visakhapatnam,Andhra Pradesh,normal,3.2,66.0,Light,0,Low
2020-10-11,Visakhapatnam,Andhra Pradesh,normal,8.3,74.3,Moderate,0,Low
2020-10-12,Visakhapatnam,Andhra Pradesh,normal,12.8,87.1,Moderate,0,Low
2020-10-13,Visakhapatnam,Andhra Pradesh,normal,6.0,93.1,Light,0,Low
2020-10-14,Visakhapatnam,Andhra Pradesh,normal,0.0,93.1,No Rain,0,Low
2020-10-15,Visakhapatnam,Andhra Pradesh,normal,0.8,93.9,Light,0,Low
2020-10-16,Visakhapatnam,Andhra Pradesh,normal,0.0,93.9,No Rain,0,Low
2020-10-17,Visakhapatnam,Andhra Pradesh,normal,9.7,103.6,Moderate,0,Low
2020-10-18,Visakhapatnam,Andhra Pradesh,normal,0.7,104.3,Light,0,Low
2020-10-19,Visakhapatnam,Andhra Pradesh,normal,3.0,107.3,Light,0,Low
2020-10-20,Visakhapatnam,Andhra Pradesh,normal,0.0,107.3,No Rain,0,Low
2020-10-21,Visakhapatnam,Andhra Pradesh,normal,15.0,122.3,Moderate,0,Low
2020-10-22,Visakhapatnam,Andhra Pradesh,normal,0.4,122.7,Light,0,Low
